,State,Year,Quarter,Brands,User_Count,User_Percentage
1964,delhi,2021,1,OnePlus,269742,2.577019091
1965,delhi,2021,1,Motorola,253270,2.419651464
1966,delhi,2021,1,Huawei,175712,1.678689928
1967,delhi,2021,1,Lenovo,137068,1.309498902
1968,delhi,2021,1,Others,867619,8.288923218
1969,delhi,2021,2,Xiaomi,2731995,24.43055116
1970,delhi,2021,2,Samsung,2070161,18.51217671
1971,delhi,2021,2,Vivo,2011494,17.98755381
1972,delhi,2021,2,Oppo,1432860,12.8131858
1973,delhi,2021,2,Realme,596308,5.332415725
1974,delhi,2021,2,Apple,591905,5.293042404
1975,delhi,2021,2,OnePlus,291216,2.604165595
1976,delhi,2021,2,Motorola,252565,2.258533472
1977,delhi,2021,2,Huawei,176234,1.575952281
1978,delhi,2021,2,Lenovo,134680,1.204360414
1979,delhi,2021,2,Others,893281,7.988062631
1980,delhi,2021,4,Xiaomi,3028207,23.6853885
1981,delhi,2021,4,Vivo,2413197,18.87503347
1982,delhi,2021,4,Samsung,2238115,17.50561414
1983,delhi,2021,4,Oppo,1697646,13.27828812
1984,delhi,2021,4,Realme,840595,6.574788033
1985,delhi,2021,4,Apple,705541,5.518451244
1986,delhi,2021,4,OnePlus,369158,2.887401901
1987,delhi,2021,4,Motorola,250976,1.96303095
1988,delhi,2021,4,Tecno,176336,1.379227598
1989,delhi,2021,4,Huawei,166930,1.305657738
1990,delhi,2021,4,Others,898426,7.027118307
1991,delhi,2021,3,Xiaomi,2897206,24.18356634
1992,delhi,2021,3,Vivo,2220413,18.53423785
1993,delhi,2021,3,Samsung,2149622,17.94333101
1994,delhi,2021,3,Oppo,1566918,13.07938248
1995,delhi,2021,3,Realme,707377,5.90461935
1996,delhi,2021,3,Apple,631640,5.272427244
1997,delhi,2021,3,OnePlus,331920,2.770603589
1998,delhi,2021,3,Motorola,250528,2.09120805
1999,delhi,2021,3,Huawei,172290,1.438139589
2000,delhi,2021,3,Tecno,148235,1.237347623
2001,delhi,2021,3,Others,903912,7.545136874
2002,delhi,2018,1,Xiaomi,529823,25.38655558
2003,delhi,2018,1,Samsung,407203,19.51119825
2004,delhi,2018,1,Vivo,223992,10.73261326
2005,delhi,2018,1,Oppo,186309,8.927026165
2006,delhi,2018,1,Apple,138507,6.636585527
2007,delhi,2018,1,Realme,88082,4.220463416
2008,delhi,2018,1,OnePlus,86368,4.138336826
2009,delhi,2018,1,Motorola,83639,4.007576346
2010,delhi,2018,1,Lenovo,52568,2.518804306
2011,delhi,2018,1,Huawei,37398,1.791931278
2012,delhi,2018,1,Others,253133,12.12890904
2013,delhi,2018,2,Xiaomi,708839,25.71853182
2014,delhi,2018,2,Samsung,532749,19.32952632
2015,delhi,2018,2,Vivo,313719,11.38254538
2016,delhi,2018,2,Oppo,254431,9.23142176
2017,delhi,2018,2,Apple,176650,6.409323761
2018,delhi,2018,2,Realme,113976,4.135347212
2019,delhi,2018,2,Motorola,107679,3.906875592
2020,delhi,2018,2,OnePlus,106333,3.858039193
2021,delhi,2018,2,Lenovo,66497,2.412684982
2022,delhi,2018,2,Huawei,50115,1.8183032
2023,delhi,2018,2,Others,325153,11.79740079
2024,delhi,2018,4,Xiaomi,1206379,26.05394063
2025,delhi,2018,4,Samsung,892643,19.27824318
2026,delhi,2018,4,Vivo,605041,13.06695681
2027,delhi,2018,4,Oppo,464753,10.03718323
2028,delhi,2018,4,Apple,279775,6.042248116
2029,delhi,2018,4,Realme,181855,3.927488271
2030,delhi,2018,4,Motorola,165627,3.577015204
2031,delhi,2018,4,OnePlus,155837,3.365582413
2032,delhi,2018,4,Lenovo,98258,2.122059567
2033,delhi,2018,4,Huawei,84942,1.834476417
2034,delhi,2018,4,Others,495203,10.69480616
2035,delhi,2018,3,Xiaomi,908753,25.92799075
2036,delhi,2018,3,Samsung,673829,19.22528133
2037,delhi,2018,3,Vivo,424455,12.11029324
2038,delhi,2018,3,Oppo,332529,9.487516231
2039,delhi,2018,3,Apple,218858,6.244324036
2040,delhi,2018,3,Realme,140759,4.016050622
2041,delhi,2018,3,Motorola,133126,3.798270484
2042,delhi,2018,3,OnePlus,126799,3.617752348
2043,delhi,2018,3,Lenovo,80056,2.284109354
2044,delhi,2018,3,Huawei,63709,1.817706641
2045,delhi,2018,3,Others,402038,11.47070496
2046,delhi,2022,1,Xiaomi,3155264,23.30466127
2047,delhi,2022,1,Vivo,2586749,19.10563086
2048,delhi,2022,1,Samsung,2320460,17.13883032
2049,delhi,2022,1,Oppo,1817979,13.42752454
2050,delhi,2022,1,Realme,964540,7.124056176
2051,delhi,2022,1,Apple,761100,5.621455984
2052,delhi,2022,1,OnePlus,404741,2.989401809
2053,delhi,2022,1,Motorola,252427,1.864416331
2054,delhi,2022,1,Tecno,206904,1.528185165
2055,delhi,2022,1,Huawei,164421,1.214407324
2056,delhi,2022,1,Others,904612,6.681430221
2057,telangana,2020,1,Xiaomi,3226261,26.21514342
2058,telangana,2020,1,Samsung,2521157,20.48578598
2059,telangana,2020,1,Vivo,2072065,16.8366667
2060,telangana,2020,1,Oppo,1250747,10.16300665
2061,telangana,2020,1,Realme,664650,5.400646469
2062,telangana,2020,1,Apple,522627,4.246631553
2063,telangana,2020,1,OnePlus,385976,3.13626709
2064,telangana,2020,1,Motorola,375706,3.052817697
2065,telangana,2020,1,Huawei,300609,2.442613307
2066,telangana,2020,1,Lenovo,196655,1.597929935
2067,telangana,2020,1,Others,790407,6.422491196
2068,telangana,2020,2,Xiaomi,3507179,26.21564455
2069,telangana,2020,2,Samsung,2745328,20.52092095
2070,telangana,2020,2,Vivo,2282799,17.06358505
2071,telangana,2020,2,Oppo,1377106,10.29366377
2072,telangana,2020,2,Realme,738264,5.518414261
2073,telangana,2020,2,Apple,550940,4.118195053
2074,telangana,2020,2,Motorola,398637,2.979752644
2075,telangana,2020,2,OnePlus,397829,2.973712963
2076,telangana,2020,2,Huawei,325187,2.430724752
2077,telangana,2020,2,Lenovo,207266,1.549282709
2078,telangana,2020,2,Others,847656,6.336103289
2079,telangana,2020,4,Xiaomi,4150153,26.05603901
2080,telangana,2020,4,Samsung,3270596,20.53388802
2081,telangana,2020,4,Vivo,2805410,17.6132958
2082,telangana,2020,4,Oppo,1673541,10.50704627
2083,telangana,2020,4,Realme,943307,5.922394666
2084,telangana,2020,4,Apple,628903,3.948461925
2085,telangana,2020,4,Motorola,444416,2.790191261
2086,telangana,2020,4,OnePlus,436917,2.743110048
2087,telangana,2020,4,Huawei,376296,2.362511275
2088,telangana,2020,4,Lenovo,231688,1.454614219
2089,telangana,2020,4,Others,966570,6.068447507
2090,telangana,2020,3,Xiaomi,3810161,26.11330144
2091,telangana,2020,3,Samsung,2992702,20.5107683
2092,telangana,2020,3,Vivo,2542381,17.42445042
2093,telangana,2020,3,Oppo,1520230,10.41904115
2094,telangana,2020,3,Realme,832814,5.707770099
2095,telangana,2020,3,Apple,585533,4.013006205
2096,telangana,2020,3,Motorola,420978,2.885212834
2097,telangana,2020,3,OnePlus,415641,2.848635196
2098,telangana,2020,3,Huawei,349866,2.397839966
2099,telangana,2020,3,Lenovo,219113,1.501711822
2100,telangana,2020,3,Others,901463,6.178262562
2101,telangana,2019,1,Xiaomi,2087604,26.21490125
2102,telangana,2019,1,Samsung,1634479,20.52482443
2103,telangana,2019,1,Vivo,1219194,15.30992004
2104,telangana,2019,1,Oppo,755440,9.4863705
2105,telangana,2019,1,Realme,397059,4.98603302
2106,telangana,2019,1,Apple,378217,4.749426283
2107,telangana,2019,1,OnePlus,299912,3.766118222
2108,telangana,2019,1,Motorola,283123,3.55529185
2109,telangana,2019,1,Huawei,194436,2.441612748
2110,telangana,2019,1,Lenovo,152688,1.917365957
2111,telangana,2019,1,Others,561273,7.048135695
2112,telangana,2019,2,Xiaomi,2369395,26.19271685
2113,telangana,2019,2,Samsung,1863266,20.59766259
2114,telangana,2019,2,Vivo,1423728,15.73874528
2115,telangana,2019,2,Oppo,875408,9.677286343
2116,telangana,2019,2,Realme,450187,4.976637759
2117,telangana,2019,2,Apple,419514,4.637559975
2118,telangana,2019,2,OnePlus,325344,3.596548179
2119,telangana,2019,2,Motorola,310478,3.432210477
2120,telangana,2019,2,Huawei,221025,2.443343234
2121,telangana,2019,2,Lenovo,167039,1.846549533
2122,telangana,2019,2,Others,620623,6.860739772
2123,telangana,2019,4,Xiaomi,2941413,26.2141877
2124,telangana,2019,4,Samsung,2304661,20.53938568
2125,telangana,2019,4,Vivo,1854821,16.53036342
2126,telangana,2019,4,Oppo,1125257,10.02841091
2127,telangana,2019,4,Realme,586629,5.22810048
2128,telangana,2019,4,Apple,489029,4.358278826
2129,telangana,2019,4,OnePlus,368665,3.285581966
2130,telangana,2019,4,Motorola,355073,3.164448607
2131,telangana,2019,4,Huawei,275415,2.454527979
2132,telangana,2019,4,Lenovo,184229,1.64186858
2133,telangana,2019,4,Others,735499,6.554845865
2134,telangana,2019,3,Xiaomi,2642719,26.19002103
2135,telangana,2019,3,Samsung,2076152,20.57519719
2136,telangana,2019,3,Vivo,1629927,16.15299334
2137,telangana,2019,3,Oppo,994066,9.85144824
2138,telangana,2019,3,Realme,510585,5.060027905
2139,telangana,2019,3,Apple,455573,4.514844919
2140,telangana,2019,3,OnePlus,348387,3.452604252
2141,telangana,2019,3,Motorola,331741,3.287638135
2142,telangana,2019,3,Huawei,248083,2.458565964
2143,telangana,2019,3,Lenovo,173098,1.715445441
2144,telangana,2019,3,Others,680226,6.741213592
2145,telangana,2021,1,Xiaomi,4458631,25.99925978
2146,telangana,2021,1,Samsung,3491284,20.35844628
2147,telangana,2021,1,Vivo,3089209,18.01385836
2148,telangana,2021,1,Oppo,1818686,10.6051588
2149,telangana,2021,1,Realme,1065087,6.21075698
2150,telangana,2021,1,Apple,674068,3.930639034
2151,telangana,2021,1,OnePlus,461518,2.69121315
2152,telangana,2021,1,Motorola,454264,2.648913477
2153,telangana,2021,1,Huawei,393000,2.291669594
2154,telangana,2021,1,Lenovo,233554,1.361904836
2155,telangana,2021,1,Others,1009768,5.888179702
2156,telangana,2021,2,Xiaomi,4736356,25.87200003
2157,telangana,2021,2,Samsung,3662257,20.0048124
2158,telangana,2021,2,Vivo,3396906,18.55535187
2159,telangana,2021,2,Oppo,1971737,10.7704699
2160,telangana,2021,2,Realme,1259720,6.881128843
2161,telangana,2021,2,Apple,719281,3.929020128
2162,telangana,2021,2,OnePlus,508619,2.778294281
2163,telangana,2021,2,Motorola,442262,2.415823996
2164,telangana,2021,2,Huawei,380961,2.080971744
2165,telangana,2021,2,Lenovo,219429,1.198614947
2166,telangana,2021,2,Others,1009352,5.51351186
2167,telangana,2021,4,Xiaomi,5285587,25.26855193
2168,telangana,2021,4,Vivo,4135644,19.77107466
2169,telangana,2021,4,Samsung,3885608,18.57573956
2170,telangana,2021,4,Oppo,2358132,11.2734084
2171,telangana,2021,4,Realme,1759654,8.41229337
2172,telangana,2021,4,Apple,856106,4.09274484
2173,telangana,2021,4,OnePlus,676556,3.234378777
2174,telangana,2021,4,Motorola,415921,1.98837355
2175,telangana,2021,4,Huawei,353829,1.691533308
2176,telangana,2021,4,Lenovo,187416,0.895970671
2177,telangana,2021,4,Others,1003196,4.795930939
2178,telangana,2021,3,Xiaomi,5040723,25.69794321
2179,telangana,2021,3,Vivo,3776315,19.2519066
2180,telangana,2021,3,Samsung,3769093,19.21508836
2181,telangana,2021,3,Oppo,2168812,11.05674872
2182,telangana,2021,3,Realme,1483670,7.563848955
2183,telangana,2021,3,Apple,767224,3.911359299
2184,telangana,2021,3,OnePlus,590963,3.012768924
2185,telangana,2021,3,Motorola,426789,2.175798885
2186,telangana,2021,3,Huawei,374748,1.910490384
2187,telangana,2021,3,Lenovo,204439,1.042243704
2188,telangana,2021,3,Others,1012502,5.161802958
2189,telangana,2018,1,Xiaomi,853570,25.74436898
2190,telangana,2018,1,Samsung,678688,20.46978489
2191,telangana,2018,1,Vivo,417290,12.58580753
2192,telangana,2018,1,Oppo,277450,8.368118809
2193,telangana,2018,1,Apple,182270,5.497412202
2194,telangana,2018,1,Realme,177539,5.354721374
2195,telangana,2018,1,OnePlus,158075,4.767671223
2196,telangana,2018,1,Motorola,139364,4.203332167
2197,telangana,2018,1,Lenovo,82558,2.490016769
2198,telangana,2018,1,Huawei,73584,2.219353593
2199,telangana,2018,1,Others,275172,8.299412467
2200,telangana,2018,2,Xiaomi,1108404,26.01817087
2201,telangana,2018,2,Samsung,871232,20.45090332
2202,telangana,2018,2,Vivo,561687,13.18478492
2203,telangana,2018,2,Oppo,365785,8.586270558
2204,telangana,2018,2,Apple,224531,5.270538471
2205,telangana,2018,2,Realme,222301,5.218192467
2206,telangana,2018,2,OnePlus,189797,4.455208369
2207,telangana,2018,2,Motorola,175188,4.112283354
2208,telangana,2018,2,Lenovo,101575,2.384325306
2209,telangana,2018,2,Huawei,95658,2.245432342
2210,telangana,2018,2,Others,343957,8.073890024
2211,telangana,2018,4,Xiaomi,1714433,26.25600738
2212,telangana,2018,4,Samsung,1327932,20.33686495
2213,telangana,2018,4,Vivo,960056,14.7029586
2214,telangana,2018,4,Oppo,598550,9.166606812
2215,telangana,2018,4,Realme,334552,5.123559673
2216,telangana,2018,4,Apple,322702,4.942080614
2217,telangana,2018,4,OnePlus,263159,4.030198115
2218,telangana,2018,4,Motorola,244632,3.746462881
2219,telangana,2018,4,Huawei,155797,2.385982527
2220,telangana,2018,4,Lenovo,133090,2.038231895
2221,telangana,2018,4,Others,474776,7.271046555
2222,telangana,2018,3,Xiaomi,1348603,26.24506641
2223,telangana,2018,3,Samsung,1041937,20.27706135
2224,telangana,2018,3,Vivo,716573,13.94517584
2225,telangana,2018,3,Oppo,453686,8.829150758
2226,telangana,2018,3,Realme,269111,5.2371499
2227,telangana,2018,3,Apple,260670,5.072880204
2228,telangana,2018,3,OnePlus,219364,4.269027096
2229,telangana,2018,3,Motorola,202270,3.936361986
2230,telangana,2018,3,Huawei,119275,2.321202234
2231,telangana,2018,3,Lenovo,111557,2.171002789
2232,telangana,2018,3,Others,395455,7.695921437
2233,telangana,2022,1,Xiaomi,5509008,24.87068077
2234,telangana,2022,1,Vivo,4471684,20.18763184
2235,telangana,2022,1,Samsung,4003841,18.07553218
2236,telangana,2022,1,Oppo,2540306,11.46833325
2237,telangana,2022,1,Realme,1999746,9.027949205
2238,telangana,2022,1,Apple,930638,4.201409875
2239,telangana,2022,1,OnePlus,746766,3.371310915
2240,telangana,2022,1,Motorola,406265,1.834102823
2241,telangana,2022,1,Huawei,344744,1.556363319
2242,telangana,2022,1,Lenovo,183434,0.828121589
2243,telangana,2022,1,Others,1014180,4.57856424
2244,rajasthan,2020,1,Xiaomi,2776323,22.86535069
2245,rajasthan,2020,1,Vivo,2582003,21.26496236
2246,rajasthan,2020,1,Samsung,2440121,20.09644498
2247,rajasthan,2020,1,Oppo,1591219,13.10502433
2248,rajasthan,2020,1,Realme,608298,5.009844711
2249,rajasthan,2020,1,Apple,267588,2.203811827
2250,rajasthan,2020,1,Huawei,225019,1.853220374
2251,rajasthan,2020,1,OnePlus,170114,1.401031605
2252,rajasthan,2020,1,Gionee,158979,1.309325532
2253,rajasthan,2020,1,Motorola,156126,1.285828682
2254,rajasthan,2020,1,Others,1166263,9.605154911
2255,rajasthan,2020,2,Xiaomi,3073847,22.6631383
2256,rajasthan,2020,2,Vivo,2941265,21.68562569
2257,rajasthan,2020,2,Samsung,2715434,20.02059838
2258,rajasthan,2020,2,Oppo,1799104,13.26459735
2259,rajasthan,2020,2,Realme,689124,5.080836006
2260,rajasthan,2020,2,Apple,283321,2.088894797
2261,rajasthan,2020,2,Huawei,246837,1.819902249
2262,rajasthan,2020,2,Tecno,183365,1.351930123
2263,rajasthan,2020,2,OnePlus,177245,1.306808032
2264,rajasthan,2020,2,Gionee,172589,1.272479852
2265,rajasthan,2020,2,Others,1281070,9.445189229
2266,rajasthan,2020,4,Vivo,3720519,22.7840434
2267,rajasthan,2020,4,Xiaomi,3613815,22.13060001
2268,rajasthan,2020,4,Samsung,3222360,19.73337324
2269,rajasthan,2020,4,Oppo,2201891,13.4841349
2270,rajasthan,2020,4,Realme,880750,5.393614768
2271,rajasthan,2020,4,Apple,323405,1.98049615
2272,rajasthan,2020,4,Huawei,283175,1.734132117
2273,rajasthan,2020,4,Tecno,259273,1.587758935
2274,rajasthan,2020,4,OnePlus,195918,1.199779981
2275,rajasthan,2020,4,Gionee,188604,1.154989861
2276,rajasthan,2020,4,Others,1439784,8.817076634
2277,rajasthan,2020,3,Xiaomi,3353468,22.40213577
2278,rajasthan,2020,3,Vivo,3346801,22.35759828
2279,rajasthan,2020,3,Samsung,2973921,19.86665208
2280,rajasthan,2020,3,Oppo,2001908,13.37332422
2281,rajasthan,2020,3,Realme,784695,5.241989465
2282,rajasthan,2020,3,Apple,302588,2.021375322
2283,rajasthan,2020,3,Huawei,265862,1.776035024
2284,rajasthan,2020,3,Tecno,214914,1.435687654
2285,rajasthan,2020,3,OnePlus,186566,1.246314819
2286,rajasthan,2020,3,Gionee,180038,1.202705891
2287,rajasthan,2020,3,Others,1358651,9.076181483
2288,rajasthan,2019,1,Xiaomi,1788113,23.18549924
2289,rajasthan,2019,1,Samsung,1592757,20.65242309
2290,rajasthan,2019,1,Vivo,1503951,19.50092347
2291,rajasthan,2019,1,Oppo,948608,12.30008957
2292,rajasthan,2019,1,Realme,350506,4.544822725
2293,rajasthan,2019,1,Apple,191305,2.48054901
2294,rajasthan,2019,1,Huawei,143491,1.860570597
2295,rajasthan,2019,1,OnePlus,131526,1.705426879
2296,rajasthan,2019,1,Gionee,123156,1.596897592
2297,rajasthan,2019,1,Motorola,121229,1.57191122
2298,rajasthan,2019,1,Others,817562,10.60088659
2299,rajasthan,2019,2,Xiaomi,2038775,23.21026966
2300,rajasthan,2019,2,Samsung,1811211,20.61958564
2301,rajasthan,2019,2,Vivo,1744564,19.86084824
2302,rajasthan,2019,2,Oppo,1100301,12.52628805
2303,rajasthan,2019,2,Realme,400579,4.560359338
2304,rajasthan,2019,2,Apple,212354,2.417526997
2305,rajasthan,2019,2,Huawei,163775,1.864483287
2306,rajasthan,2019,2,OnePlus,142119,1.6179423
2307,rajasthan,2019,2,Gionee,135881,1.546926292
2308,rajasthan,2019,2,Motorola,131957,1.50225383
2309,rajasthan,2019,2,Others,902419,10.27351637
2310,rajasthan,2019,4,Xiaomi,2527395,23.1339847
2311,rajasthan,2019,4,Vivo,2262135,20.70598244
2312,rajasthan,2019,4,Samsung,2211270,20.24040023
2313,rajasthan,2019,4,Oppo,1410408,12.90987641
2314,rajasthan,2019,4,Realme,530557,4.856343199
2315,rajasthan,2019,4,Apple,250014,2.288451172
2316,rajasthan,2019,4,Huawei,204976,1.876205203
2317,rajasthan,2019,4,OnePlus,162057,1.483355059
2318,rajasthan,2019,4,Gionee,157774,1.444151509
2319,rajasthan,2019,4,Motorola,147914,1.353900048
2320,rajasthan,2019,4,Others,1060531,9.707350029
2321,rajasthan,2019,3,Xiaomi,2275622,23.22702245
2322,rajasthan,2019,3,Samsung,1996093,20.37390082
2323,rajasthan,2019,3,Vivo,1985897,20.26983137
2324,rajasthan,2019,3,Oppo,1244255,12.69997338
2325,rajasthan,2019,3,Realme,458929,4.684237623
2326,rajasthan,2019,3,Apple,232599,2.374112307
2327,rajasthan,2019,3,Huawei,184875,1.886998709
2328,rajasthan,2019,3,OnePlus,152982,1.56147038
2329,rajasthan,2019,3,Gionee,146595,1.496278976
2330,rajasthan,2019,3,Motorola,139254,1.4213502
2331,rajasthan,2019,3,Others,980203,10.00482378
2332,rajasthan,2021,1,Vivo,4143832,23.46306185
2333,rajasthan,2021,1,Xiaomi,3873176,21.93056283
2334,rajasthan,2021,1,Samsung,3430073,19.42164039
2335,rajasthan,2021,1,Oppo,2390404,13.53486263
2336,rajasthan,2021,1,Realme,987022,5.588681739
2337,rajasthan,2021,1,Apple,347215,1.965988732
2338,rajasthan,2021,1,Tecno,301891,1.709356751
2339,rajasthan,2021,1,Huawei,295928,1.675593259
2340,rajasthan,2021,1,OnePlus,208798,1.182248795
2341,rajasthan,2021,1,Gionee,189685,1.074027829
2342,rajasthan,2021,1,Others,1493064,8.453975202
2343,rajasthan,2021,2,Vivo,4603263,24.25197112
2344,rajasthan,2021,2,Xiaomi,4079016,21.49001224
2345,rajasthan,2021,2,Samsung,3591961,18.92399683
2346,rajasthan,2021,2,Oppo,2591657,13.65396474
2347,rajasthan,2021,2,Realme,1162747,6.125851741
2348,rajasthan,2021,2,Tecno,375642,1.979043764
2349,rajasthan,2021,2,Apple,373677,1.968691298
2350,rajasthan,2021,2,Huawei,291917,1.537944422
2351,rajasthan,2021,2,OnePlus,233039,1.227749772
2352,rajasthan,2021,2,Motorola,188248,0.991771502
2353,rajasthan,2021,2,Others,1489818,7.849002568
2354,rajasthan,2021,4,Vivo,5751824,26.17177564
2355,rajasthan,2021,4,Xiaomi,4469665,20.33773453
2356,rajasthan,2021,4,Samsung,3782393,17.21053026
2357,rajasthan,2021,4,Oppo,3095179,14.08358989
2358,rajasthan,2021,4,Realme,1624796,7.393097629
2359,rajasthan,2021,4,Tecno,521804,2.374296783
2360,rajasthan,2021,4,Apple,462924,2.106382787
2361,rajasthan,2021,4,OnePlus,336937,1.533120549
2362,rajasthan,2021,4,Huawei,287470,1.308037302
2363,rajasthan,2021,4,Motorola,189233,0.861042275
2364,rajasthan,2021,4,Others,1454977,6.62039235
2365,rajasthan,2021,3,Vivo,5212563,25.42780019
2366,rajasthan,2021,3,Xiaomi,4289230,20.92361923
2367,rajasthan,2021,3,Samsung,3672997,17.91752614
2368,rajasthan,2021,3,Oppo,2855694,13.93057819
2369,rajasthan,2021,3,Realme,1363093,6.64940768
2370,rajasthan,2021,3,Tecno,456211,2.225477592
2371,rajasthan,2021,3,Apple,403105,1.966417172
2372,rajasthan,2021,3,Huawei,298651,1.456872167
2373,rajasthan,2021,3,OnePlus,283924,1.385031268
2374,rajasthan,2021,3,Motorola,186498,0.909770084
2375,rajasthan,2021,3,Others,1477499,7.207500293
2376,rajasthan,2018,1,Xiaomi,713005,22.57629499
2377,rajasthan,2018,1,Samsung,662282,20.97022293
2378,rajasthan,2018,1,Vivo,535439,16.95391872
2379,rajasthan,2018,1,Oppo,352258,11.15375141
2380,rajasthan,2018,1,Realme,149488,4.733326114
2381,rajasthan,2018,1,Apple,94107,2.979765069
2382,rajasthan,2018,1,OnePlus,71745,2.271703963
2383,rajasthan,2018,1,Gionee,69299,2.194254832
2384,rajasthan,2018,1,Lenovo,63011,1.995154205
2385,rajasthan,2018,1,Motorola,61235,1.938919676
2386,rajasthan,2018,1,Others,386333,12.23268809
2387,rajasthan,2018,2,Xiaomi,966424,22.9392893
2388,rajasthan,2018,2,Samsung,874984,20.76884588
2389,rajasthan,2018,2,Vivo,735141,17.44949636
2390,rajasthan,2018,2,Oppo,479239,11.3753405
2391,rajasthan,2018,2,Realme,195523,4.640984352
2392,rajasthan,2018,2,Apple,119357,2.833088533
2393,rajasthan,2018,2,OnePlus,87155,2.068733557
2394,rajasthan,2018,2,Gionee,84445,2.004408298
2395,rajasthan,2018,2,Lenovo,79981,1.898449643
2396,rajasthan,2018,2,Motorola,78566,1.864862838
2397,rajasthan,2018,2,Others,512149,12.15650074
2398,rajasthan,2018,4,Xiaomi,1482976,23.32186041
2399,rajasthan,2018,4,Samsung,1317264,20.7158087
2400,rajasthan,2018,4,Vivo,1200927,18.88624755
2401,rajasthan,2018,4,Oppo,760058,11.95296928
2402,rajasthan,2018,4,Realme,293498,4.615664303
2403,rajasthan,2018,4,Apple,166540,2.619073156
2404,rajasthan,2018,4,OnePlus,117138,1.842157988
2405,rajasthan,2018,4,Huawei,115507,1.816508244
2406,rajasthan,2018,4,Motorola,107515,1.690822927
2407,rajasthan,2018,4,Gionee,106066,1.668035387
2408,rajasthan,2018,4,Others,691249,10.87085205
2409,rajasthan,2018,3,Xiaomi,1205544,23.29349721
2410,rajasthan,2018,3,Samsung,1072593,20.72462063
2411,rajasthan,2018,3,Vivo,938611,18.13582309
2412,rajasthan,2018,3,Oppo,601973,11.63131034
2413,rajasthan,2018,3,Realme,239840,4.634183713
2414,rajasthan,2018,3,Apple,140247,2.709849746
2415,rajasthan,2018,3,OnePlus,101721,1.96545114
2416,rajasthan,2018,3,Gionee,95819,1.851412814
2417,rajasthan,2018,3,Motorola,91763,1.773042862
2418,rajasthan,2018,3,Huawei,91725,1.772308627
2419,rajasthan,2018,3,Others,595617,11.50849984
2420,rajasthan,2022,1,Vivo,6252325,26.72064281
2421,rajasthan,2022,1,Xiaomi,4620642,19.74729791
2422,rajasthan,2022,1,Samsung,3887688,16.61486285
2423,rajasthan,2022,1,Oppo,3333119,14.24479409
2424,rajasthan,2022,1,Realme,1857144,7.936900508
2425,rajasthan,2022,1,Tecno,613379,2.621405823
2426,rajasthan,2022,1,Apple,510886,2.183380154
2427,rajasthan,2022,1,OnePlus,385558,1.647764248
2428,rajasthan,2022,1,Huawei,284638,1.216461129
2429,rajasthan,2022,1,Motorola,189003,0.807744583
2430,rajasthan,2022,1,Others,1464475,6.258745887
2431,mizoram,2020,1,Xiaomi,14848,31.9318695
2432,mizoram,2020,1,Vivo,8211,17.65844427
2433,mizoram,2020,1,Samsung,6761,14.54009764
2434,mizoram,2020,1,Oppo,5496,11.81960902
2435,mizoram,2020,1,Realme,1969,4.234499667
2436,mizoram,2020,1,Apple,1617,3.47749414
2437,mizoram,2020,1,Huawei,1068,2.296823588
2438,mizoram,2020,1,Gionee,1065,2.290371836
2439,mizoram,2020,1,Asus,695,1.494655799
2440,mizoram,2020,1,OnePlus,543,1.167767049
2441,mizoram,2020,1,Others,4226,9.088367492
2442,mizoram,2020,2,Xiaomi,17662,31.78104869
2443,mizoram,2020,2,Vivo,10175,18.30892144
2444,mizoram,2020,2,Samsung,7878,14.17569367
2445,mizoram,2020,2,Oppo,6795,12.22694066
2446,mizoram,2020,2,Realme,2389,4.298772807
2447,mizoram,2020,2,Apple,1766,3.177744989
2448,mizoram,2020,2,Gionee,1246,2.242055638
2449,mizoram,2020,2,Huawei,1228,2.209666391
2450,mizoram,2020,2,Asus,800,1.439522079
2451,mizoram,2020,2,OnePlus,583,1.049051715
2452,mizoram,2020,2,Others,5052,9.090581927
2453,mizoram,2020,4,Xiaomi,24925,31.65843188
2454,mizoram,2020,4,Vivo,15062,19.13096493
2455,mizoram,2020,4,Samsung,11008,13.98178608
2456,mizoram,2020,4,Oppo,10055,12.77133531
2457,mizoram,2020,4,Realme,3782,4.80369867
2458,mizoram,2020,4,Apple,2443,3.102970876
2459,mizoram,2020,4,Huawei,1625,2.063990042
2460,mizoram,2020,4,Gionee,1501,1.906491725
2461,mizoram,2020,4,Asus,1064,1.351437172
2462,mizoram,2020,4,OnePlus,711,0.903075028
2463,mizoram,2020,4,Others,6555,8.325818293
2464,mizoram,2020,3,Xiaomi,21725,31.80121496
2465,mizoram,2020,3,Vivo,12923,18.91678255
2466,mizoram,2020,3,Samsung,9501,13.90763376
2467,mizoram,2020,3,Oppo,8563,12.53458245
2468,mizoram,2020,3,Realme,3116,4.561223743
2469,mizoram,2020,3,Apple,2096,3.068140233
2470,mizoram,2020,3,Huawei,1466,2.145941594
2471,mizoram,2020,3,Gionee,1403,2.05372173
2472,mizoram,2020,3,Asus,966,1.414037913
2473,mizoram,2020,3,OnePlus,668,0.977823318
2474,mizoram,2020,3,Others,5888,8.618897753
2475,mizoram,2019,1,Xiaomi,7660,32.36163921
2476,mizoram,2019,1,Samsung,3736,15.78369244
2477,mizoram,2019,1,Vivo,3532,14.92184199
2478,mizoram,2019,1,Oppo,2539,10.72665822
2479,mizoram,2019,1,Apple,952,4.021968737
