,State,Year,Quarter,District,Transaction_Count,Transaction_Amount
7332,andhra-pradesh,2019,2,vizianagaram district,2272320,4443041665.039663
7333,andhra-pradesh,2019,2,visakhapatnam district,11705738,20797479804.029076
7334,andhra-pradesh,2019,2,prakasam district,2670529,6262396448.455349
7335,andhra-pradesh,2019,2,anantapur district,3578836,7830782361.377665
7336,andhra-pradesh,2019,2,ysr district,2606284,6376856828.130632
7337,andhra-pradesh,2019,2,west godavari district,2402074,5676818258.955046
7338,andhra-pradesh,2019,2,kurnool district,3895824,7358285187.018034
7339,andhra-pradesh,2019,2,chittoor district,5983308,10982727976.224325
7340,andhra-pradesh,2019,2,guntur district,5005275,10405246943.481495
7341,andhra-pradesh,2019,2,krishna district,6428472,13437029115.620754
7342,andhra-pradesh,2019,4,east godavari district,9285739,16816774065.301317
7343,andhra-pradesh,2019,4,srikakulam district,3712555,6832369301.879345
7344,andhra-pradesh,2019,4,spsr nellore district,5877804,11786014089.194027
7345,andhra-pradesh,2019,4,vizianagaram district,3998234,7175851807.068796
7346,andhra-pradesh,2019,4,visakhapatnam district,23594874,39133296330.044624
7347,andhra-pradesh,2019,4,prakasam district,4865473,10604077824.801035
7348,andhra-pradesh,2019,4,anantapur district,6764112,13887248889.064066
7349,andhra-pradesh,2019,4,ysr district,4793157,10865073855.730783
7350,andhra-pradesh,2019,4,west godavari district,4596479,9710614747.20177
7351,andhra-pradesh,2019,4,kurnool district,7001958,13233105728.54823
7352,andhra-pradesh,2019,4,chittoor district,11246986,19298476027.875484
7353,andhra-pradesh,2019,4,guntur district,9761330,18565626418.035915
7354,andhra-pradesh,2019,4,krishna district,11719402,23039786404.04664
7355,andhra-pradesh,2019,3,east godavari district,6537303,11387726470.57774
7356,andhra-pradesh,2019,3,srikakulam district,2556296,4610131289.524039
7357,andhra-pradesh,2019,3,spsr nellore district,4150195,8256600118.735449
7358,andhra-pradesh,2019,3,vizianagaram district,2861581,4922069039.19216
7359,andhra-pradesh,2019,3,visakhapatnam district,16694947,26944837120.046288
7360,andhra-pradesh,2019,3,prakasam district,3430750,7354502261.150911
7361,andhra-pradesh,2019,3,anantapur district,4889720,9554081289.488277
7362,andhra-pradesh,2019,3,ysr district,3296586,7447544274.2117815
7363,andhra-pradesh,2019,3,west godavari district,3179541,6627629029.01413
7364,andhra-pradesh,2019,3,kurnool district,5139134,9025632779.412457
7365,andhra-pradesh,2019,3,chittoor district,8201783,13837455758.755266
7366,andhra-pradesh,2019,3,guntur district,6942304,13075661264.188034
7367,andhra-pradesh,2019,3,krishna district,8408474,16404073560.500784
7368,andhra-pradesh,2021,1,east godavari district,26190701,60027984987.96951
7369,andhra-pradesh,2021,1,srikakulam district,11160473,26486623313.092724
7370,andhra-pradesh,2021,1,spsr nellore district,22541428,52210333201.53073
7371,andhra-pradesh,2021,1,vizianagaram district,10514582,24153782497.243248
7372,andhra-pradesh,2021,1,visakhapatnam district,48248923,95308386037.84721
7373,andhra-pradesh,2021,1,prakasam district,15175395,41396223622.174774
7374,andhra-pradesh,2021,1,anantapur district,20102957,48353870395.01808
7375,andhra-pradesh,2021,1,ysr district,15374473,42570919448.50447
7376,andhra-pradesh,2021,1,west godavari district,16015685,42124030669.36126
7377,andhra-pradesh,2021,1,kurnool district,17918524,44941629659.56964
7378,andhra-pradesh,2021,1,chittoor district,29342609,60947491846.66089
7379,andhra-pradesh,2021,1,guntur district,27445045,64207987853.108406
7380,andhra-pradesh,2021,1,krishna district,29717175,69715406644.53485
7381,andhra-pradesh,2021,2,east godavari district,31717908,74604325863.66068
7382,andhra-pradesh,2021,2,srikakulam district,13546232,32298129544.540867
7383,andhra-pradesh,2021,2,spsr nellore district,30290406,72283071757.09679
7384,andhra-pradesh,2021,2,vizianagaram district,12689494,29140685236.830723
7385,andhra-pradesh,2021,2,visakhapatnam district,54390299,114439012713.35336
7386,andhra-pradesh,2021,2,prakasam district,19944047,54535328043.04135
7387,andhra-pradesh,2021,2,anantapur district,25123346,60987487571.279915
7388,andhra-pradesh,2021,2,ysr district,18457361,52523527031.02132
7389,andhra-pradesh,2021,2,west godavari district,20950964,57233116236.18796
7390,andhra-pradesh,2021,2,kurnool district,21972396,56659287474.995804
7391,andhra-pradesh,2021,2,chittoor district,34344902,73654690122.43158
7392,andhra-pradesh,2021,2,guntur district,32968819,82356914463.83287
7393,andhra-pradesh,2021,2,krishna district,36370960,90021923049.96454
7394,andhra-pradesh,2021,4,east godavari district,48992531,106725597026.00356
7395,andhra-pradesh,2021,4,srikakulam district,18501857,39713657870.15512
7396,andhra-pradesh,2021,4,spsr nellore district,41921081,92256405076.26547
7397,andhra-pradesh,2021,4,vizianagaram district,17253059,36577529464.9687
7398,andhra-pradesh,2021,4,visakhapatnam district,82711538,159530099772.73474
7399,andhra-pradesh,2021,4,prakasam district,27858275,71323060008.47623
7400,andhra-pradesh,2021,4,anantapur district,36129136,81239787006.64764
7401,andhra-pradesh,2021,4,ysr district,26340348,69081850069.2033
7402,andhra-pradesh,2021,4,west godavari district,33235175,81292461575.08182
7403,andhra-pradesh,2021,4,kurnool district,31782248,73968947669.64754
7404,andhra-pradesh,2021,4,chittoor district,51119640,103985734663.73514
7405,andhra-pradesh,2021,4,guntur district,50919286,115553993673.17337
7406,andhra-pradesh,2021,4,krishna district,55489829,125015323207.89836
7407,andhra-pradesh,2021,3,east godavari district,39572714,89380370072.7078
7408,andhra-pradesh,2021,3,srikakulam district,15639768,34836400769.876816
7409,andhra-pradesh,2021,3,spsr nellore district,34411958,77839676988.30869
7410,andhra-pradesh,2021,3,vizianagaram district,14510005,31383541628.212524
7411,andhra-pradesh,2021,3,visakhapatnam district,69220981,136945652159.26515
7412,andhra-pradesh,2021,3,prakasam district,24116580,63367713446.928055
7413,andhra-pradesh,2021,3,anantapur district,30366444,70291248155.64975
7414,andhra-pradesh,2021,3,ysr district,22439316,60683557724.652336
7415,andhra-pradesh,2021,3,west godavari district,26245039,66647238455.1675
7416,andhra-pradesh,2021,3,kurnool district,26377809,62527453761.59807
7417,andhra-pradesh,2021,3,chittoor district,42628568,89371931753.04831
7418,andhra-pradesh,2021,3,guntur district,41675093,96525353090.12305
7419,andhra-pradesh,2021,3,krishna district,44828275,104417897558.58972
7420,andhra-pradesh,2018,1,east godavari district,943935,1235785515.5997267
7421,andhra-pradesh,2018,1,srikakulam district,458921,587778028.9183557
7422,andhra-pradesh,2018,1,spsr nellore district,531612,676643237.8069417
7423,andhra-pradesh,2018,1,vizianagaram district,420990,505783445.78162
7424,andhra-pradesh,2018,1,visakhapatnam district,1256469,1749966196.5049946
7425,andhra-pradesh,2018,1,prakasam district,534757,748990775.8676485
7426,andhra-pradesh,2018,1,anantapur district,638664,788830646.0324218
7427,andhra-pradesh,2018,1,ysr district,487333,681481931.0936775
7428,andhra-pradesh,2018,1,west godavari district,577090,853547668.7532666
7429,andhra-pradesh,2018,1,kurnool district,679623,764905298.7350456
7430,andhra-pradesh,2018,1,chittoor district,830324,1009621878.0870512
7431,andhra-pradesh,2018,1,guntur district,815932,1108686589.0266829
7432,andhra-pradesh,2018,1,krishna district,863935,1284255179.6156201
7433,andhra-pradesh,2018,2,east godavari district,1221677,2168914928.4239016
7434,andhra-pradesh,2018,2,srikakulam district,559868,929392017.3670053
7435,andhra-pradesh,2018,2,spsr nellore district,780454,1542057934.0108962
7436,andhra-pradesh,2018,2,vizianagaram district,529588,811711367.5080048
7437,andhra-pradesh,2018,2,visakhapatnam district,1641192,2987853607.2939095
7438,andhra-pradesh,2018,2,prakasam district,739991,1571167562.1276276
7439,andhra-pradesh,2018,2,anantapur district,937023,1690366079.0557928
7440,andhra-pradesh,2018,2,ysr district,690842,1415500367.6861844
7441,andhra-pradesh,2018,2,west godavari district,786033,1688025212.3045945
7442,andhra-pradesh,2018,2,kurnool district,968439,1531888665.6843233
7443,andhra-pradesh,2018,2,chittoor district,1185723,1990419125.8937118
7444,andhra-pradesh,2018,2,guntur district,1088101,2108475811.7859967
7445,andhra-pradesh,2018,2,krishna district,1224987,2448141593.4919834
7446,andhra-pradesh,2018,4,east godavari district,3052762,4652624623.436675
7447,andhra-pradesh,2018,4,srikakulam district,1252807,1870278609.504549
7448,andhra-pradesh,2018,4,spsr nellore district,1814997,3293448556.9734454
7449,andhra-pradesh,2018,4,vizianagaram district,1386787,1817673252.5417767
7450,andhra-pradesh,2018,4,visakhapatnam district,4791421,7366635864.849373
7451,andhra-pradesh,2018,4,prakasam district,1692862,3255254226.03728
7452,andhra-pradesh,2018,4,anantapur district,2286391,3975878156.329829
7453,andhra-pradesh,2018,4,ysr district,1732527,3252340063.2478595
7454,andhra-pradesh,2018,4,west godavari district,1688482,3237504255.4632454
7455,andhra-pradesh,2018,4,kurnool district,2508530,3626544852.4069242
7456,andhra-pradesh,2018,4,chittoor district,3166201,4979093890.223491
7457,andhra-pradesh,2018,4,guntur district,2546620,4730251217.696959
7458,andhra-pradesh,2018,4,krishna district,2839161,5416251838.130407
7459,andhra-pradesh,2018,3,east godavari district,3226907,3551247095.307447
7460,andhra-pradesh,2018,3,srikakulam district,1073883,1318322236.598471
7461,andhra-pradesh,2018,3,spsr nellore district,1308890,2215938596.185108
7462,andhra-pradesh,2018,3,vizianagaram district,970132,1163546006.895916
7463,andhra-pradesh,2018,3,visakhapatnam district,3394576,4821892253.393524
7464,andhra-pradesh,2018,3,prakasam district,1319651,2346453445.483843
7465,andhra-pradesh,2018,3,anantapur district,1815215,2681787750.464165
7466,andhra-pradesh,2018,3,ysr district,1557444,2235904512.2542048
7467,andhra-pradesh,2018,3,west godavari district,1431282,2309078492.8058147
7468,andhra-pradesh,2018,3,kurnool district,2921189,2908389261.539773
7469,andhra-pradesh,2018,3,chittoor district,2297429,3283517630.720593
7470,andhra-pradesh,2018,3,guntur district,1912529,3127764663.180438
7471,andhra-pradesh,2018,3,krishna district,2396934,3754202654.3844614
7472,andhra-pradesh,2022,1,east godavari district,54738830,121067103712.79568
7473,andhra-pradesh,2022,1,srikakulam district,20990782,46898912115.649216
7474,andhra-pradesh,2022,1,spsr nellore district,47645702,104895571602.13988
7475,andhra-pradesh,2022,1,vizianagaram district,19278262,41994853361.58879
7476,andhra-pradesh,2022,1,visakhapatnam district,88233362,170120350591.26004
7477,andhra-pradesh,2022,1,prakasam district,31340975,79494373254.71565
7478,andhra-pradesh,2022,1,anantapur district,40613148,90197023268.43825
7479,andhra-pradesh,2022,1,ysr district,29783739,78421693518.90942
7480,andhra-pradesh,2022,1,west godavari district,37271259,92397939903.60938
7481,andhra-pradesh,2022,1,kurnool district,35093633,81568420500.54749
7482,andhra-pradesh,2022,1,chittoor district,58561024,117900595508.634
7483,andhra-pradesh,2022,1,guntur district,57226996,129673727687.08942
7484,andhra-pradesh,2022,1,krishna district,61826199,139690081529.49048
7485,andhra-pradesh,2022,2,east godavari district,62072845,135531452997.6391
7486,andhra-pradesh,2022,2,srikakulam district,23727353,53754764122.4327
7487,andhra-pradesh,2022,2,spsr nellore district,54838708,121941082043.49483
7488,andhra-pradesh,2022,2,vizianagaram district,21766135,47294745020.495636
7489,andhra-pradesh,2022,2,visakhapatnam district,101387402,193242841582.14285
7490,andhra-pradesh,2022,2,prakasam district,36163507,90435082545.97766
7491,andhra-pradesh,2022,2,anantapur district,46099366,102138758015.76915
7492,andhra-pradesh,2022,2,ysr district,33154559,87601310069.59737
7493,andhra-pradesh,2022,2,west godavari district,44409239,107973244960.42824
7494,andhra-pradesh,2022,2,kurnool district,40165692,92409350855.50198
7495,andhra-pradesh,2022,2,chittoor district,67507661,136435445124.75616
7496,andhra-pradesh,2022,2,guntur district,66315749,147098141568.7623
7497,andhra-pradesh,2022,2,krishna district,73525814,163997729295.93134
7498,andhra-pradesh,2022,4,east godavari district,68016055,136531110139.86256
7499,andhra-pradesh,2022,4,srikakulam district,23693779,47726411107.88628
7500,andhra-pradesh,2022,4,spsr nellore district,42582064,92085916180.6851
7501,andhra-pradesh,2022,4,vizianagaram district,22205190,44467386404.34758
7502,andhra-pradesh,2022,4,visakhapatnam district,103790055,185306149744.73108
7503,andhra-pradesh,2022,4,prakasam district,37211077,88105031866.36835
7504,andhra-pradesh,2022,4,anantapur district,48299601,101533878537.23433
7505,andhra-pradesh,2022,4,ysr district,35201596,87360426792.81667
7506,andhra-pradesh,2022,4,west godavari district,47919930,105335724990.59325
7507,andhra-pradesh,2022,4,kurnool district,43524766,94667441029.08345
7508,andhra-pradesh,2022,4,chittoor district,70322534,136840859888.18155
7509,andhra-pradesh,2022,4,guntur district,70723763,146938735166.52365
7510,andhra-pradesh,2022,4,krishna district,76526667,157826011193.35443
7511,andhra-pradesh,2022,3,east godavari district,61467134,129677722169.74829
7512,andhra-pradesh,2022,3,srikakulam district,22126541,46899962921.785614
7513,andhra-pradesh,2022,3,spsr nellore district,42116582,95099325968.25972
7514,andhra-pradesh,2022,3,vizianagaram district,20440645,42513313394.84207
7515,andhra-pradesh,2022,3,visakhapatnam district,97434546,181124419863.61444
7516,andhra-pradesh,2022,3,prakasam district,35376080,87475230073.46387
7517,andhra-pradesh,2022,3,anantapur district,45165363,97735649608.10074
7518,andhra-pradesh,2022,3,ysr district,33119038,86016932181.12372
7519,andhra-pradesh,2022,3,west godavari district,43635951,101706854744.31876
7520,andhra-pradesh,2022,3,kurnool district,39557913,88415335176.31995
7521,andhra-pradesh,2022,3,chittoor district,65751781,133053581631.6395
7522,andhra-pradesh,2022,3,guntur district,65612317,141588522953.23773
7523,andhra-pradesh,2022,3,krishna district,71051144,153770559025.69125
7524,jharkhand,2023,1,ramgarh district,10688070,15324220562.0
7525,jharkhand,2023,1,ranchi district,45763754,61307442040.0
7526,jharkhand,2023,1,east singhbhum district,20695978,27275071566.0
7527,jharkhand,2023,1,jamtara district,1481517,2635180765.0
7528,jharkhand,2023,1,dumka district,3372232,5906944175.0
7529,jharkhand,2023,1,koderma district,7645154,13917251391.0
7530,jharkhand,2023,1,hazaribagh district,21228363,33995623801.0
7531,jharkhand,2023,1,simdega district,1036519,2450550375.0
7532,jharkhand,2023,1,garhwa district,8515861,16499335691.0
7533,jharkhand,2023,1,saraikela kharsawan district,6970257,8827383450.0
7534,jharkhand,2023,1,gumla district,2029725,4104891588.0
7535,jharkhand,2023,1,chatra district,6232470,12017808736.0
7536,jharkhand,2023,1,khunti district,1168717,2377175763.0
7537,jharkhand,2023,1,dhanbad district,24716624,34527716262.0
7538,jharkhand,2023,1,godda district,4482399,7555569726.0
7539,jharkhand,2023,1,deoghar district,7539800,11237573934.0
7540,jharkhand,2023,1,palamu district,14108801,25744336745.0
7541,jharkhand,2023,1,latehar district,4198964,7646682896.0
7542,jharkhand,2023,1,west singhbhum district,3753368,5818704742.0
7543,jharkhand,2023,1,pakur district,2070848,4746109417.0
7544,jharkhand,2023,1,lohardaga district,2031412,3759027316.0
7545,jharkhand,2023,1,sahebganj district,4110076,8107176317.0
7546,jharkhand,2023,1,giridih district,15163904,24387875902.0
7547,jharkhand,2023,1,bokaro district,21453290,27201682861.0
7548,jharkhand,2023,2,ramgarh district,12806601,17474298562.0
7549,jharkhand,2023,2,ranchi district,55131854,71798538513.0
7550,jharkhand,2023,2,east singhbhum district,23821061,30294655974.0
7551,jharkhand,2023,2,jamtara district,1855906,2957871110.0
7552,jharkhand,2023,2,dumka district,4073834,6740644342.0
7553,jharkhand,2023,2,koderma district,9342877,16208234341.0
7554,jharkhand,2023,2,hazaribagh district,25466457,38465409550.0
7555,jharkhand,2023,2,simdega district,1266262,2811797948.0
7556,jharkhand,2023,2,garhwa district,10814050,19635730833.0
7557,jharkhand,2023,2,saraikela kharsawan district,8301368,9948103696.0
7558,jharkhand,2023,2,gumla district,2549588,4810641476.0
7559,jharkhand,2023,2,chatra district,7502236,13276799070.0
7560,jharkhand,2023,2,khunti district,1436778,2843169541.0
7561,jharkhand,2023,2,dhanbad district,28623519,38413855098.0
7562,jharkhand,2023,2,godda district,5402896,8748501333.0
7563,jharkhand,2023,2,deoghar district,9554315,13565681676.0
7564,jharkhand,2023,2,palamu district,18171987,30840862063.0
7565,jharkhand,2023,2,latehar district,5169626,8654316037.0
7566,jharkhand,2023,2,west singhbhum district,4574627,6735455503.0
7567,jharkhand,2023,2,pakur district,2536299,5489249909.0
7568,jharkhand,2023,2,lohardaga district,2634450,4433859327.0
7569,jharkhand,2023,2,sahebganj district,4854224,9131862326.0
7570,jharkhand,2023,2,giridih district,18718375,28408986717.0
7571,jharkhand,2023,2,bokaro district,24624703,30526202563.0
7572,jharkhand,2020,1,ramgarh district,695324,1086274774.7268305
7573,jharkhand,2020,1,ranchi district,5132983,10593904951.012724
7574,jharkhand,2020,1,east singhbhum district,1934537,3099559621.386287
7575,jharkhand,2020,1,jamtara district,110484,209697372.97611183
7576,jharkhand,2020,1,dumka district,224016,383229546.99452996
7577,jharkhand,2020,1,koderma district,365431,822439808.7029362
7578,jharkhand,2020,1,hazaribagh district,1199387,2376853316.738264
7579,jharkhand,2020,1,simdega district,64462,137272246.4613846
7580,jharkhand,2020,1,garhwa district,428582,1339489644.523571
7581,jharkhand,2020,1,saraikela kharsawan district,595845,742590781.671559
7582,jharkhand,2020,1,gumla district,111756,222110686.8773355
7583,jharkhand,2020,1,chatra district,313522,788916110.327395
7584,jharkhand,2020,1,khunti district,75552,152340107.1539104
7585,jharkhand,2020,1,dhanbad district,2193642,2650637205.6009936
7586,jharkhand,2020,1,godda district,249509,564748152.099283
7587,jharkhand,2020,1,deoghar district,434837,757609415.2029015
7588,jharkhand,2020,1,palamu district,715476,2015033114.7157931
7589,jharkhand,2020,1,latehar district,217475,639364154.4533424
7590,jharkhand,2020,1,west singhbhum district,285811,454415645.6741731
7591,jharkhand,2020,1,pakur district,108230,205523234.31388295
7592,jharkhand,2020,1,lohardaga district,104542,204296439.89280277
7593,jharkhand,2020,1,sahebganj district,177230,487455326.4314028
7594,jharkhand,2020,1,giridih district,724320,1422925290.0151396
7595,jharkhand,2020,1,bokaro district,1819760,2254545205.3164005
7596,jharkhand,2020,2,ramgarh district,881527,1300903967.457524
7597,jharkhand,2020,2,ranchi district,4656822,10380666521.918905
7598,jharkhand,2020,2,east singhbhum district,1939867,2840155683.786606
7599,jharkhand,2020,2,jamtara district,161843,350691494.27817845
7600,jharkhand,2020,2,dumka district,259862,469191055.92352027
7601,jharkhand,2020,2,koderma district,493830,912366534.8065351
7602,jharkhand,2020,2,hazaribagh district,1409834,2588140607.1389537
7603,jharkhand,2020,2,simdega district,100085,195028382.9212324
7604,jharkhand,2020,2,garhwa district,599059,1748704415.4989936
7605,jharkhand,2020,2,saraikela kharsawan district,587527,766916078.3234978
7606,jharkhand,2020,2,gumla district,175059,330789187.03839815
7607,jharkhand,2020,2,chatra district,476954,1108137355.0743728
7608,jharkhand,2020,2,khunti district,127141,263827186.5077803
7609,jharkhand,2020,2,dhanbad district,2069288,2849779826.644753
7610,jharkhand,2020,2,godda district,342499,727907900.2439984
7611,jharkhand,2020,2,deoghar district,517347,910853520.4686105
7612,jharkhand,2020,2,palamu district,977293,2564725761.923155
7613,jharkhand,2020,2,latehar district,301760,870606389.4069383
7614,jharkhand,2020,2,west singhbhum district,384576,582210638.4847379
7615,jharkhand,2020,2,pakur district,147662,275919707.4833728
7616,jharkhand,2020,2,lohardaga district,149462,289764741.07358885
7617,jharkhand,2020,2,sahebganj district,245058,659620579.2781014
7618,jharkhand,2020,2,giridih district,1094408,1886588905.3434167
7619,jharkhand,2020,2,bokaro district,2042748,2612705534.8983884
7620,jharkhand,2020,4,ramgarh district,1794655,3007749575.42791
7621,jharkhand,2020,4,ranchi district,8317124,15659917253.677042
7622,jharkhand,2020,4,east singhbhum district,4179679,6186133250.919455
7623,jharkhand,2020,4,jamtara district,219668,411533853.2107391
7624,jharkhand,2020,4,dumka district,477931,945885729.6587029
7625,jharkhand,2020,4,koderma district,1009906,2084555455.864562
7626,jharkhand,2020,4,hazaribagh district,3130010,6000420755.634438
7627,jharkhand,2020,4,simdega district,159242,394670989.1547481
7628,jharkhand,2020,4,garhwa district,1066915,3132518917.570641
7629,jharkhand,2020,4,saraikela kharsawan district,1193402,1733160460.894959
7630,jharkhand,2020,4,gumla district,304672,683638237.6119499
7631,jharkhand,2020,4,chatra district,803578,1902306145.1554122
7632,jharkhand,2020,4,khunti district,308867,747006598.3386451
7633,jharkhand,2020,4,dhanbad district,4393208,6659934484.806874
7634,jharkhand,2020,4,godda district,565640,1281356655.8426871
7635,jharkhand,2020,4,deoghar district,997893,1729898241.8346453
7636,jharkhand,2020,4,palamu district,1861344,4863829078.659186
7637,jharkhand,2020,4,latehar district,528656,1484525842.3836887
7638,jharkhand,2020,4,west singhbhum district,681181,1292020190.6032867
7639,jharkhand,2020,4,pakur district,250419,572066553.6930829
7640,jharkhand,2020,4,lohardaga district,270837,604770618.0510373
7641,jharkhand,2020,4,sahebganj district,480796,1235490291.6690285
7642,jharkhand,2020,4,giridih district,2130742,4345307139.123083
7643,jharkhand,2020,4,bokaro district,4305268,5846478510.257725
7644,jharkhand,2020,3,ramgarh district,1222166,1969854247.423759
7645,jharkhand,2020,3,ranchi district,6079407,12343755027.43895
7646,jharkhand,2020,3,east singhbhum district,2722454,4116728544.957738
7647,jharkhand,2020,3,jamtara district,167054,337059955.068951
7648,jharkhand,2020,3,dumka district,329425,648063334.9878433
7649,jharkhand,2020,3,koderma district,670438,1354273356.911725
7650,jharkhand,2020,3,hazaribagh district,2043474,3943736117.757715
7651,jharkhand,2020,3,simdega district,114037,257055553.20793328
7652,jharkhand,2020,3,garhwa district,691808,1995620748.670542
7653,jharkhand,2020,3,saraikela kharsawan district,813102,1185068471.0752506
7654,jharkhand,2020,3,gumla district,211669,453944247.74527246
7655,jharkhand,2020,3,chatra district,553055,1310278826.408379
7656,jharkhand,2020,3,khunti district,259453,653803866.6006848
7657,jharkhand,2020,3,dhanbad district,2897219,4328813599.670497
7658,jharkhand,2020,3,godda district,419522,946721454.8104622
7659,jharkhand,2020,3,deoghar district,696852,1245632763.5577192
7660,jharkhand,2020,3,palamu district,1186565,3029928179.9686275
7661,jharkhand,2020,3,latehar district,354462,979875803.5760496
7662,jharkhand,2020,3,west singhbhum district,471912,884348327.5039041
7663,jharkhand,2020,3,pakur district,177650,376632378.6947435
7664,jharkhand,2020,3,lohardaga district,195656,425384823.0010126
7665,jharkhand,2020,3,sahebganj district,298379,828597626.3482716
7666,jharkhand,2020,3,giridih district,1577805,3133920203.0911756
7667,jharkhand,2020,3,bokaro district,2914909,3873518361.5365276
7668,jharkhand,2019,1,ramgarh district,349693,489903880.8153255
7669,jharkhand,2019,1,ranchi district,1958897,3112736131.120337
7670,jharkhand,2019,1,east singhbhum district,909285,1244357275.145483
7671,jharkhand,2019,1,jamtara district,92090,106210459.76307851
7672,jharkhand,2019,1,dumka district,161100,170044993.11020815
7673,jharkhand,2019,1,koderma district,206484,382615731.9092488
7674,jharkhand,2019,1,hazaribagh district,658381,1096533636.5584443
7675,jharkhand,2019,1,simdega district,21230,49042353.79927784
7676,jharkhand,2019,1,garhwa district,189007,622547866.7237244
7677,jharkhand,2019,1,saraikela kharsawan district,395831,376316821.2155843
7678,jharkhand,2019,1,gumla district,44668,89190224.49664608
7679,jharkhand,2019,1,chatra district,139459,349699443.98078203
7680,jharkhand,2019,1,khunti district,36962,76762554.1396697
7681,jharkhand,2019,1,dhanbad district,1390250,1330543703.1307168
7682,jharkhand,2019,1,godda district,193681,262228609.84591857
7683,jharkhand,2019,1,deoghar district,204610,311986223.28785783
7684,jharkhand,2019,1,palamu district,336935,875063883.7575887
7685,jharkhand,2019,1,latehar district,105495,304872788.6697321
7686,jharkhand,2019,1,west singhbhum district,132348,203416567.0013063
7687,jharkhand,2019,1,pakur district,89881,101085742.56454855
7688,jharkhand,2019,1,lohardaga district,44688,101421187.79935181
7689,jharkhand,2019,1,sahebganj district,111302,229450483.51369292
7690,jharkhand,2019,1,giridih district,540524,695057378.0180323
7691,jharkhand,2019,1,bokaro district,1074907,1046148508.9114575
7692,jharkhand,2019,2,ramgarh district,331688,593592675.6244884
7693,jharkhand,2019,2,ranchi district,3147028,5924687357.225821
7694,jharkhand,2019,2,east singhbhum district,960100,1505995808.375913
7695,jharkhand,2019,2,jamtara district,62476,117513448.63148057
7696,jharkhand,2019,2,dumka district,120692,195596448.81764007
7697,jharkhand,2019,2,koderma district,194180,466014390.1260528
7698,jharkhand,2019,2,hazaribagh district,633673,1332857266.8961062
7699,jharkhand,2019,2,simdega district,27420,68451218.94833788
7700,jharkhand,2019,2,garhwa district,205986,744151237.499465
7701,jharkhand,2019,2,saraikela kharsawan district,328153,412040653.554274
7702,jharkhand,2019,2,gumla district,49344,105885709.66313219
7703,jharkhand,2019,2,chatra district,145939,427446541.16172373
7704,jharkhand,2019,2,khunti district,38486,92472196.04874589
7705,jharkhand,2019,2,dhanbad district,1279110,1614589568.7048624
7706,jharkhand,2019,2,godda district,143913,298191584.8881432
7707,jharkhand,2019,2,deoghar district,216404,385121235.7476239
7708,jharkhand,2019,2,palamu district,330327,1046448701.3271729
7709,jharkhand,2019,2,latehar district,104321,330417179.3593244
7710,jharkhand,2019,2,west singhbhum district,127553,243625440.90217423
7711,jharkhand,2019,2,pakur district,67895,110901285.51662283
7712,jharkhand,2019,2,lohardaga district,49909,114529140.20313537
7713,jharkhand,2019,2,sahebganj district,95569,250029522.62360385
7714,jharkhand,2019,2,giridih district,447860,872870570.3762811
7715,jharkhand,2019,2,bokaro district,1020185,1369272123.3242126
7716,jharkhand,2019,4,ramgarh district,606260,907240261.0972492
7717,jharkhand,2019,4,ranchi district,4962725,8766487755.261751
7718,jharkhand,2019,4,east singhbhum district,1743320,2454308540.295499
7719,jharkhand,2019,4,jamtara district,128678,181420052.0316623
7720,jharkhand,2019,4,dumka district,246083,333225930.0008347
7721,jharkhand,2019,4,koderma district,300610,620039096.2061743
7722,jharkhand,2019,4,hazaribagh district,1115893,1919987793.5106766
7723,jharkhand,2019,4,simdega district,50843,111985838.91556814
7724,jharkhand,2019,4,garhwa district,353292,1079121447.7061095
7725,jharkhand,2019,4,saraikela kharsawan district,542522,632386702.9813409
7726,jharkhand,2019,4,gumla district,88718,182271440.1914146
7727,jharkhand,2019,4,chatra district,266238,605474152.4401714
7728,jharkhand,2019,4,khunti district,63682,141760019.40566558
7729,jharkhand,2019,4,dhanbad district,2966376,2559078950.795422
7730,jharkhand,2019,4,godda district,223042,498672089.4866885
7731,jharkhand,2019,4,deoghar district,411994,652381524.6441478
7732,jharkhand,2019,4,palamu district,568241,1542916983.3263822
7733,jharkhand,2019,4,latehar district,178887,527968456.97653687
7734,jharkhand,2019,4,west singhbhum district,237879,373351248.94109875
7735,jharkhand,2019,4,pakur district,101976,169185786.96339715
7736,jharkhand,2019,4,lohardaga district,84315,178315463.61294547
7737,jharkhand,2019,4,sahebganj district,148678,378366809.0588422
7738,jharkhand,2019,4,giridih district,664950,1173756910.3354383
7739,jharkhand,2019,4,bokaro district,2193416,2158045122.491934
7740,jharkhand,2019,3,ramgarh district,466086,666327597.117374
7741,jharkhand,2019,3,ranchi district,3924885,6987035689.115903
7742,jharkhand,2019,3,east singhbhum district,1439445,1863746509.1365323
7743,jharkhand,2019,3,jamtara district,74851,142379562.4853839
7744,jharkhand,2019,3,dumka district,163465,254711658.17907476
7745,jharkhand,2019,3,koderma district,218889,472984198.32100344
7746,jharkhand,2019,3,hazaribagh district,917999,1501364416.6671975
7747,jharkhand,2019,3,simdega district,32543,71672793.4660503
7748,jharkhand,2019,3,garhwa district,253092,766713453.1640826
7749,jharkhand,2019,3,saraikela kharsawan district,436371,499189494.0970435
7750,jharkhand,2019,3,gumla district,60628,120987411.12363127
7751,jharkhand,2019,3,chatra district,191618,462948245.07882226
