,State,Year,Quarter,District,Transaction_Count,Transaction_Amount
2516,nagaland,2019,1,dimapur district,80741,222202606.82928655
2517,nagaland,2019,1,zunheboto district,8860,16471426.45522037
2518,nagaland,2019,1,wokha district,5694,13111143.37360057
2519,nagaland,2019,2,mon district,10564,30077446.323373545
2520,nagaland,2019,2,phek district,5232,11255799.070045212
2521,nagaland,2019,2,longleng district,1530,3480572.778610671
2522,nagaland,2019,2,mokokchung district,11894,28979287.99164507
2523,nagaland,2019,2,kiphire district,2784,6816990.793895305
2524,nagaland,2019,2,kohima district,35959,102757262.27285326
2525,nagaland,2019,2,tuensang district,6027,16464089.793604637
2526,nagaland,2019,2,peren district,2715,6719423.986701602
2527,nagaland,2019,2,dimapur district,86518,258070892.01001915
2528,nagaland,2019,2,zunheboto district,19752,43001192.88793166
2529,nagaland,2019,2,wokha district,5778,12443724.249822928
2530,nagaland,2019,4,mon district,23615,52231884.395646855
2531,nagaland,2019,4,phek district,11054,24095426.02126249
2532,nagaland,2019,4,longleng district,3517,7854502.106059718
2533,nagaland,2019,4,mokokchung district,21048,44939725.57083222
2534,nagaland,2019,4,kiphire district,5522,11787954.886359874
2535,nagaland,2019,4,kohima district,58317,160227363.64728707
2536,nagaland,2019,4,tuensang district,11148,25427823.369834743
2537,nagaland,2019,4,peren district,5148,10804065.561619181
2538,nagaland,2019,4,dimapur district,142922,401874104.2973213
2539,nagaland,2019,4,zunheboto district,23374,73875655.63763416
2540,nagaland,2019,4,wokha district,11505,21418632.85491927
2541,nagaland,2019,3,mon district,17134,36965971.955441214
2542,nagaland,2019,3,phek district,8985,20348950.00705442
2543,nagaland,2019,3,longleng district,2839,5855246.426887816
2544,nagaland,2019,3,mokokchung district,17903,35622564.400276825
2545,nagaland,2019,3,kiphire district,4847,7311019.911698776
2546,nagaland,2019,3,kohima district,50183,133224817.54316024
2547,nagaland,2019,3,tuensang district,9274,19613846.131520323
2548,nagaland,2019,3,peren district,4277,8062310.434825074
2549,nagaland,2019,3,dimapur district,117140,307103749.65803885
2550,nagaland,2019,3,zunheboto district,20054,60553998.319401294
2551,nagaland,2019,3,wokha district,9242,16293996.925105993
2552,nagaland,2021,1,mon district,43337,148431447.81181777
2553,nagaland,2021,1,phek district,24927,86311391.9301224
2554,nagaland,2021,1,longleng district,12009,34735822.64446311
2555,nagaland,2021,1,mokokchung district,43465,116937738.43409458
2556,nagaland,2021,1,kiphire district,10667,36122629.67675269
2557,nagaland,2021,1,kohima district,209442,611989486.3557233
2558,nagaland,2021,1,tuensang district,23643,84510754.52221692
2559,nagaland,2021,1,peren district,12322,33575965.56407318
2560,nagaland,2021,1,dimapur district,550985,1837044748.4900613
2561,nagaland,2021,1,zunheboto district,18219,51849616.04221482
2562,nagaland,2021,1,wokha district,26881,65940883.14165088
2563,nagaland,2021,2,mon district,51055,137641682.97031063
2564,nagaland,2021,2,phek district,31478,98158667.79913512
2565,nagaland,2021,2,longleng district,13528,39521626.841992125
2566,nagaland,2021,2,mokokchung district,63952,152031632.47756845
2567,nagaland,2021,2,kiphire district,12223,43311509.13928214
2568,nagaland,2021,2,kohima district,274137,694940464.6072702
2569,nagaland,2021,2,tuensang district,27199,84823658.15124774
2570,nagaland,2021,2,peren district,15860,42645682.011797145
2571,nagaland,2021,2,dimapur district,585389,1726249195.1688533
2572,nagaland,2021,2,zunheboto district,21747,54703199.48271288
2573,nagaland,2021,2,wokha district,34223,82266645.13170332
2574,nagaland,2021,4,mon district,61436,235277660.255216
2575,nagaland,2021,4,phek district,44854,152644732.57078952
2576,nagaland,2021,4,longleng district,16341,59818503.44606339
2577,nagaland,2021,4,mokokchung district,64765,206715301.32699895
2578,nagaland,2021,4,kiphire district,16058,54423239.57357513
2579,nagaland,2021,4,kohima district,413753,1056357839.8615553
2580,nagaland,2021,4,tuensang district,37106,148350887.52116236
2581,nagaland,2021,4,peren district,22569,71109896.9994169
2582,nagaland,2021,4,dimapur district,886146,2741781159.760858
2583,nagaland,2021,4,zunheboto district,25944,81774057.90065697
2584,nagaland,2021,4,wokha district,42511,130830504.92018619
2585,nagaland,2021,3,mon district,56260,185806960.82773107
2586,nagaland,2021,3,phek district,36963,116637883.29609635
2587,nagaland,2021,3,longleng district,14691,44639115.38971553
2588,nagaland,2021,3,mokokchung district,59456,170603111.11593843
2589,nagaland,2021,3,kiphire district,14042,52234088.86802093
2590,nagaland,2021,3,kohima district,335522,874957891.8906745
2591,nagaland,2021,3,tuensang district,30653,109337195.97725664
2592,nagaland,2021,3,peren district,19756,57076677.27889877
2593,nagaland,2021,3,dimapur district,727702,2201388248.147341
2594,nagaland,2021,3,zunheboto district,23265,77798029.09900394
2595,nagaland,2021,3,wokha district,38482,96937646.11476573
2596,nagaland,2018,1,mon district,1851,2962723.1216541342
2597,nagaland,2018,1,phek district,1397,1347986.0495203384
2598,nagaland,2018,1,longleng district,605,547262.5934366982
2599,nagaland,2018,1,mokokchung district,3428,5653655.116717219
2600,nagaland,2018,1,kiphire district,255,558831.611179116
2601,nagaland,2018,1,kohima district,11070,20744033.408631545
2602,nagaland,2018,1,tuensang district,1861,2939509.973736079
2603,nagaland,2018,1,peren district,587,1228042.9089448638
2604,nagaland,2018,1,dimapur district,18449,38330087.582417
2605,nagaland,2018,1,zunheboto district,1700,1750900.6459182375
2606,nagaland,2018,1,wokha district,1642,1942858.0739698592
2607,nagaland,2018,2,mon district,2652,5592193.661835907
2608,nagaland,2018,2,phek district,2058,3265939.4166390533
2609,nagaland,2018,2,longleng district,526,606015.5837374015
2610,nagaland,2018,2,mokokchung district,4472,6880664.952623585
2611,nagaland,2018,2,kiphire district,497,1392292.112173449
2612,nagaland,2018,2,kohima district,14759,41958069.334260106
2613,nagaland,2018,2,tuensang district,2914,5272196.387110953
2614,nagaland,2018,2,peren district,1151,3132544.259220087
2615,nagaland,2018,2,dimapur district,31758,78472133.75014433
2616,nagaland,2018,2,zunheboto district,1961,3800720.2210925473
2617,nagaland,2018,2,wokha district,2851,2952808.201464099
2618,nagaland,2018,4,mon district,7966,25315124.34343365
2619,nagaland,2018,4,phek district,3615,6547794.25416629
2620,nagaland,2018,4,longleng district,907,1946732.363531557
2621,nagaland,2018,4,mokokchung district,10673,21026422.570598673
2622,nagaland,2018,4,kiphire district,2008,3577703.4535531667
2623,nagaland,2018,4,kohima district,28604,84867917.08908927
2624,nagaland,2018,4,tuensang district,5518,14443409.698866291
2625,nagaland,2018,4,peren district,2071,6712394.6749083325
2626,nagaland,2018,4,dimapur district,68046,202172094.6763664
2627,nagaland,2018,4,zunheboto district,4966,12449027.885359714
2628,nagaland,2018,4,wokha district,4959,8954846.535749527
2629,nagaland,2018,3,mon district,4368,10680645.611665618
2630,nagaland,2018,3,phek district,2951,4193127.0654867776
2631,nagaland,2018,3,longleng district,529,941537.1576544917
2632,nagaland,2018,3,mokokchung district,7245,14438372.118668642
2633,nagaland,2018,3,kiphire district,1527,1911400.518954896
2634,nagaland,2018,3,kohima district,20678,62621606.402096175
2635,nagaland,2018,3,tuensang district,4657,8672814.868232306
2636,nagaland,2018,3,peren district,1349,3565504.3902161866
2637,nagaland,2018,3,dimapur district,44383,122676685.88107637
2638,nagaland,2018,3,zunheboto district,3370,6042931.988762021
2639,nagaland,2018,3,wokha district,3314,6048116.93383928
2640,nagaland,2022,1,mon district,66833,240110588.13301897
2641,nagaland,2022,1,phek district,44704,145342038.73462996
2642,nagaland,2022,1,longleng district,17513,56264190.28859668
2643,nagaland,2022,1,mokokchung district,68366,207590215.00972393
2644,nagaland,2022,1,kiphire district,17406,57722840.11187023
2645,nagaland,2022,1,kohima district,457809,1127446949.5241609
2646,nagaland,2022,1,tuensang district,40524,151138444.11246046
2647,nagaland,2022,1,peren district,24401,75586065.95644663
2648,nagaland,2022,1,dimapur district,1111352,3258683919.8470516
2649,nagaland,2022,1,zunheboto district,28736,88839937.40705831
2650,nagaland,2022,1,wokha district,48308,136226519.77073425
2651,nagaland,2022,2,mon district,69381,223341368.04423907
2652,nagaland,2022,2,phek district,47255,163573534.549313
2653,nagaland,2022,2,longleng district,17247,53281628.24919191
2654,nagaland,2022,2,mokokchung district,77214,244058058.36301708
2655,nagaland,2022,2,kiphire district,20492,71074150.21954788
2656,nagaland,2022,2,kohima district,308395,886866183.2238915
2657,nagaland,2022,2,tuensang district,45170,164759286.59289965
2658,nagaland,2022,2,peren district,24587,76072297.54603858
2659,nagaland,2022,2,dimapur district,1334969,3611270476.50131
2660,nagaland,2022,2,zunheboto district,32898,100740614.93631895
2661,nagaland,2022,2,wokha district,53721,145247750.7945045
2662,nagaland,2022,4,mon district,76894,266072328.12832496
2663,nagaland,2022,4,phek district,43589,150669221.6468988
2664,nagaland,2022,4,longleng district,17482,54513835.00683938
2665,nagaland,2022,4,mokokchung district,79409,280130670.37197715
2666,nagaland,2022,4,kiphire district,19928,66609982.69936785
2667,nagaland,2022,4,kohima district,396318,1086767701.7674205
2668,nagaland,2022,4,tuensang district,44176,177953210.26442176
2669,nagaland,2022,4,peren district,24353,76706538.54194441
2670,nagaland,2022,4,dimapur district,1632985,4411217834.641218
2671,nagaland,2022,4,zunheboto district,29697,102825390.6874178
2672,nagaland,2022,4,wokha district,111374,296499670.55821544
2673,nagaland,2022,3,mon district,68148,217924271.27222455
2674,nagaland,2022,3,phek district,45816,151822055.76958296
2675,nagaland,2022,3,longleng district,15346,48028740.50388672
2676,nagaland,2022,3,mokokchung district,81244,249065125.49735782
2677,nagaland,2022,3,kiphire district,19352,63372092.9637181
2678,nagaland,2022,3,kohima district,390575,1084969826.96707
2679,nagaland,2022,3,tuensang district,44657,158205190.5951551
2680,nagaland,2022,3,peren district,24443,79886712.62073797
2681,nagaland,2022,3,dimapur district,1094753,3023858206.1614122
2682,nagaland,2022,3,zunheboto district,30504,94302709.04675612
2683,nagaland,2022,3,wokha district,79275,192965563.65293062
2684,delhi,2023,1,south district,32534127,37497668457.0
2685,delhi,2023,1,central district,49681285,81500812610.0
2686,delhi,2023,1,new delhi district,48280973,58799219994.0
2687,delhi,2023,1,west district,53494049,88637227473.0
2688,delhi,2023,1,south west district,31119622,45110662539.0
2689,delhi,2023,1,south east delhi district,56901581,72188090661.0
2690,delhi,2023,1,shahdara district,19779351,39855441084.0
2691,delhi,2023,1,north east district,19619286,37314879022.0
2692,delhi,2023,1,east district,30263080,39834690348.0
2693,delhi,2023,1,north west district,34149097,57664399598.0
2694,delhi,2023,1,north district,33930652,53000017794.0
2695,delhi,2023,2,south district,38797761,41499044092.0
2696,delhi,2023,2,central district,57622069,86092311109.0
2697,delhi,2023,2,new delhi district,57173491,64569798729.0
2698,delhi,2023,2,west district,62944946,95782240128.0
2699,delhi,2023,2,south west district,36917006,49688361980.0
2700,delhi,2023,2,south east delhi district,66237557,78214516249.0
2701,delhi,2023,2,shahdara district,23083531,41909976096.0
2702,delhi,2023,2,north east district,22434191,39076228438.0
2703,delhi,2023,2,east district,36042935,43552662240.0
2704,delhi,2023,2,north west district,40527597,63155058402.0
2705,delhi,2023,2,north district,40357914,58188318194.0
2706,delhi,2020,1,south district,4578729,5702232003.384875
2707,delhi,2020,1,central district,24757650,41219414205.0607
2708,delhi,2020,1,new delhi district,17899322,34941263526.20206
2709,delhi,2020,1,west district,6627571,10519670848.511332
2710,delhi,2020,1,south west district,3956004,6031191820.22498
2711,delhi,2020,1,south east delhi district,6523345,9238065831.407084
2712,delhi,2020,1,shahdara district,2148023,3847703306.2548194
2713,delhi,2020,1,north east district,1945559,3286317523.1033545
2714,delhi,2020,1,east district,4783041,5861493191.072474
2715,delhi,2020,1,north west district,4394010,7009463341.814796
2716,delhi,2020,1,north district,4134350,5959728045.553724
2717,delhi,2020,2,south district,3631140,4698622938.32077
2718,delhi,2020,2,central district,17641823,30418597739.3527
2719,delhi,2020,2,new delhi district,13713658,27033383045.677082
2720,delhi,2020,2,west district,5753319,8981471481.485285
2721,delhi,2020,2,south west district,4193591,6168338438.737106
2722,delhi,2020,2,south east delhi district,5215263,7084670452.703099
2723,delhi,2020,2,shahdara district,1925218,3324156645.786351
2724,delhi,2020,2,north east district,2229412,3393429629.3164525
2725,delhi,2020,2,east district,4005780,5059627017.012638
2726,delhi,2020,2,north west district,4270005,6452332763.460186
2727,delhi,2020,2,north district,3462809,5258808051.479293
2728,delhi,2020,4,south district,6797385,9578135719.354939
2729,delhi,2020,4,central district,32194168,61575435521.28284
2730,delhi,2020,4,new delhi district,19719782,37020451053.1837
2731,delhi,2020,4,west district,12092280,22395396964.83783
2732,delhi,2020,4,south west district,7745403,12646111042.466732
2733,delhi,2020,4,south east delhi district,11414146,17130268130.317047
2734,delhi,2020,4,shahdara district,4208254,9392225302.24066
2735,delhi,2020,4,north east district,4156966,8639858685.613663
2736,delhi,2020,4,east district,7410660,10725439312.082695
2737,delhi,2020,4,north west district,8026101,14953244692.580372
2738,delhi,2020,4,north district,6775272,12208521800.583145
2739,delhi,2020,3,south district,4564631,6503381595.242459
2740,delhi,2020,3,central district,32203761,61527717933.93762
2741,delhi,2020,3,new delhi district,17268250,34516772051.491745
2742,delhi,2020,3,west district,8231034,14963814238.681543
2743,delhi,2020,3,south west district,5547370,8927576871.08003
2744,delhi,2020,3,south east delhi district,7402382,11175362187.684738
2745,delhi,2020,3,shahdara district,2832449,5899818228.157591
2746,delhi,2020,3,north east district,2910048,5488227059.169052
2747,delhi,2020,3,east district,5054670,7198767026.72743
2748,delhi,2020,3,north west district,5785656,10454717366.918316
2749,delhi,2020,3,north district,4691610,8507808245.570089
2750,delhi,2019,1,south district,2571440,2944578121.8940973
2751,delhi,2019,1,central district,12885975,16258175800.83931
2752,delhi,2019,1,new delhi district,10000765,13939472234.96883
2753,delhi,2019,1,west district,3962949,5022146273.196945
2754,delhi,2019,1,south west district,2287011,2903464344.436347
2755,delhi,2019,1,south east delhi district,4177871,4783209115.672518
2756,delhi,2019,1,shahdara district,1402956,1800644587.5922666
2757,delhi,2019,1,north east district,1085347,1482131304.9541302
2758,delhi,2019,1,east district,3074036,2994257491.1936464
2759,delhi,2019,1,north west district,3030848,3421611240.905769
2760,delhi,2019,1,north district,2528129,2919441273.8433604
2761,delhi,2019,2,south district,2809313,3393506108.0570455
2762,delhi,2019,2,central district,8821530,12827351677.982723
2763,delhi,2019,2,new delhi district,23313548,36146671717.91837
2764,delhi,2019,2,west district,4273168,5964570040.981258
2765,delhi,2019,2,south west district,2441752,3375124289.347537
2766,delhi,2019,2,south east delhi district,4093477,5354348696.201298
2767,delhi,2019,2,shahdara district,1439856,2125041674.940278
2768,delhi,2019,2,north east district,1142423,1754227759.3446712
2769,delhi,2019,2,east district,3157212,3432947910.865346
2770,delhi,2019,2,north west district,3032525,3903083209.0510397
2771,delhi,2019,2,north district,2646708,3429942978.9386196
2772,delhi,2019,4,south district,4672501,5360121273.421125
2773,delhi,2019,4,central district,13130548,21110784970.602043
2774,delhi,2019,4,new delhi district,29048107,54398427887.76767
2775,delhi,2019,4,west district,6541869,9822841229.050655
2776,delhi,2019,4,south west district,3796919,5538272503.100773
2777,delhi,2019,4,south east delhi district,6387755,8697135102.682936
2778,delhi,2019,4,shahdara district,2149197,3597910765.053079
2779,delhi,2019,4,north east district,1871409,3047347200.361245
2780,delhi,2019,4,east district,4787770,5518543582.019401
2781,delhi,2019,4,north west district,4376687,6492920778.373013
2782,delhi,2019,4,north district,3982235,5440162132.4586935
2783,delhi,2019,3,south district,4067756,4543363283.628731
2784,delhi,2019,3,central district,10383905,15911065630.894386
2785,delhi,2019,3,new delhi district,24687138,43288057341.92169
2786,delhi,2019,3,west district,5923192,8122173371.353606
2787,delhi,2019,3,south west district,3392924,4564338750.415346
2788,delhi,2019,3,south east delhi district,5633818,7118731074.594847
2789,delhi,2019,3,shahdara district,1929681,2840221012.8598523
2790,delhi,2019,3,north east district,1625617,2351726102.348302
2791,delhi,2019,3,east district,4260289,4563965029.464273
2792,delhi,2019,3,north west district,4036365,5327025172.802139
2793,delhi,2019,3,north district,3597191,4566145276.173758
2794,delhi,2021,1,south district,7428356,10208060134.038582
2795,delhi,2021,1,central district,54173342,90711721159.7766
2796,delhi,2021,1,new delhi district,31953482,53832767509.43621
2797,delhi,2021,1,west district,12363374,23133622270.239567
2798,delhi,2021,1,south west district,7721739,12780255587.51034
2799,delhi,2021,1,south east delhi district,12287216,18449868327.686386
2800,delhi,2021,1,shahdara district,4235592,9595155648.306192
2801,delhi,2021,1,north east district,4096987,8600371051.924284
2802,delhi,2021,1,east district,7874737,11290580992.02735
2803,delhi,2021,1,north west district,8024587,15349170514.541979
2804,delhi,2021,1,north district,7199592,12976771848.005226
2805,delhi,2021,2,south district,7346726,9956087387.089848
2806,delhi,2021,2,central district,62131856,100895875737.76091
2807,delhi,2021,2,new delhi district,36788618,60387138441.32027
2808,delhi,2021,2,west district,12217454,22460950400.13157
2809,delhi,2021,2,south west district,8208259,13456640547.363728
2810,delhi,2021,2,south east delhi district,11519378,17106146861.933065
2811,delhi,2021,2,shahdara district,4234013,9073393321.040276
2812,delhi,2021,2,north east district,4567057,9118331386.987755
2813,delhi,2021,2,east district,7486985,10978698462.135326
2814,delhi,2021,2,north west district,8373397,15462806103.953077
2815,delhi,2021,2,north district,7283521,13045029034.825657
2816,delhi,2021,4,south district,12510023,16942839763.77591
2817,delhi,2021,4,central district,111134916,177625511230.04297
2818,delhi,2021,4,new delhi district,61634107,99244375372.27342
2819,delhi,2021,4,west district,20430656,39890704519.6619
2820,delhi,2021,4,south west district,12404698,21054166955.724888
2821,delhi,2021,4,south east delhi district,21366628,32122243404.91709
2822,delhi,2021,4,shahdara district,7518346,17929102853.31345
2823,delhi,2021,4,north east district,7502147,16623188284.116459
2824,delhi,2021,4,east district,12092666,18447833006.757885
2825,delhi,2021,4,north west district,13585992,26091698381.405727
2826,delhi,2021,4,north district,12503180,22723650290.401375
2827,delhi,2021,3,south district,10381321,13789719686.570162
2828,delhi,2021,3,central district,88849847,137311394953.58371
2829,delhi,2021,3,new delhi district,50089446,77874603330.18225
2830,delhi,2021,3,west district,17186832,31879892281.09146
2831,delhi,2021,3,south west district,10691277,17385987188.96021
2832,delhi,2021,3,south east delhi district,17254936,25283744433.53666
2833,delhi,2021,3,shahdara district,6108459,13750322170.230267
2834,delhi,2021,3,north east district,5995497,12299024401.944893
2835,delhi,2021,3,east district,10407086,14944795668.028805
2836,delhi,2021,3,north west district,11436200,21133053482.335487
2837,delhi,2021,3,north district,10359707,18205778951.817307
2838,delhi,2018,1,south district,334361,597143870.4750924
2839,delhi,2018,1,central district,2997714,4312145216.274474
2840,delhi,2018,1,new delhi district,883737,1478916789.169149
2841,delhi,2018,1,west district,545129,966855137.026748
2842,delhi,2018,1,south west district,318199,555900155.5283471
2843,delhi,2018,1,south east delhi district,562694,929543692.8225484
2844,delhi,2018,1,shahdara district,193886,326458215.38394874
2845,delhi,2018,1,north east district,180160,261468886.53742158
2846,delhi,2018,1,east district,357904,594248348.383992
2847,delhi,2018,1,north west district,387431,614242861.0675646
2848,delhi,2018,1,north district,361539,574580634.2506722
2849,delhi,2018,2,south district,513003,979271408.8449214
2850,delhi,2018,2,central district,3589206,6223466821.092629
2851,delhi,2018,2,new delhi district,1177251,2387389846.7443447
2852,delhi,2018,2,west district,785457,1588935316.1264243
2853,delhi,2018,2,south west district,440508,903268239.0851494
2854,delhi,2018,2,south east delhi district,767547,1466216713.987477
2855,delhi,2018,2,shahdara district,272663,533105673.5945449
2856,delhi,2018,2,north east district,230049,421841650.28459144
2857,delhi,2018,2,east district,504193,925784169.7499557
2858,delhi,2018,2,north west district,575888,1041767876.9620268
2859,delhi,2018,2,north district,517958,975252185.7330843
2860,delhi,2018,4,south district,1769675,2243831444.013054
2861,delhi,2018,4,central district,9373395,13878492766.290386
2862,delhi,2018,4,new delhi district,3230268,5091082007.824482
2863,delhi,2018,4,west district,2678986,3650604507.6334457
2864,delhi,2018,4,south west district,1535302,2165326033.913863
2865,delhi,2018,4,south east delhi district,2675009,3473400560.128728
2866,delhi,2018,4,shahdara district,987533,1305320182.496128
2867,delhi,2018,4,north east district,777795,1097772210.9177313
2868,delhi,2018,4,east district,2073615,2113753353.5608745
2869,delhi,2018,4,north west district,2221592,2514145474.579898
2870,delhi,2018,4,north district,1864549,2189129077.3478146
2871,delhi,2018,3,south district,1009436,1501908121.057089
2872,delhi,2018,3,central district,8165361,10515884583.426525
2873,delhi,2018,3,new delhi district,2022950,3481996395.7022567
2874,delhi,2018,3,west district,1402787,2408205061.402441
2875,delhi,2018,3,south west district,789269,1374843119.5072455
2876,delhi,2018,3,south east delhi district,1321135,2190894940.9217963
2877,delhi,2018,3,shahdara district,481819,805520386.5670927
2878,delhi,2018,3,north east district,336347,629247316.0822874
2879,delhi,2018,3,east district,990369,1384933230.2478726
2880,delhi,2018,3,north west district,1071877,1611349650.5127752
2881,delhi,2018,3,north district,955698,1471064055.191176
2882,delhi,2022,1,south district,13519253,17982839888.57036
2883,delhi,2022,1,central district,128309915,198072597274.588
2884,delhi,2022,1,new delhi district,71006225,110657872546.40234
2885,delhi,2022,1,west district,22748647,43283043830.88957
2886,delhi,2022,1,south west district,13659485,22636957994.996166
2887,delhi,2022,1,south east delhi district,23146633,34276252396.92598
2888,delhi,2022,1,shahdara district,8243067,19161154403.811974
2889,delhi,2022,1,north east district,8357217,17814230282.345295
2890,delhi,2022,1,east district,13032988,19771730745.94047
2891,delhi,2022,1,north west district,14899833,28208907241.065834
2892,delhi,2022,1,north district,14076598,25099334230.75274
2893,delhi,2022,2,south district,17358990,21493188986.975037
2894,delhi,2022,2,central district,159034619,232911858055.08478
2895,delhi,2022,2,new delhi district,87939392,129418048270.15207
2896,delhi,2022,2,west district,28008086,50563146986.313255
2897,delhi,2022,2,south west district,16899542,26515960445.85206
2898,delhi,2022,2,south east delhi district,29302567,40564903164.264656
2899,delhi,2022,2,shahdara district,10060246,22195136725.333412
2900,delhi,2022,2,north east district,9992930,20477358374.155003
2901,delhi,2022,2,east district,16485686,23141432019.978474
2902,delhi,2022,2,north west district,18057230,33092543802.04011
2903,delhi,2022,2,north district,17494896,29482073628.067886
2904,delhi,2022,4,south district,19537728,23391855096.18752
2905,delhi,2022,4,central district,280960656,386107883617.53076
2906,delhi,2022,4,new delhi district,45094468,58157025088.38429
2907,delhi,2022,4,west district,32293188,56453476563.182175
2908,delhi,2022,4,south west district,18499176,28102930810.327362
2909,delhi,2022,4,south east delhi district,33116019,44231426531.24901
2910,delhi,2022,4,shahdara district,11420073,24438534174.92784
2911,delhi,2022,4,north east district,11345971,23377796053.16697
2912,delhi,2022,4,east district,23683133,33122093387.044395
2913,delhi,2022,4,north west district,19859098,35599171826.28781
2914,delhi,2022,4,north district,19393947,31932822870.2881
2915,delhi,2022,3,south district,18234782,21732528705.790974
2916,delhi,2022,3,central district,243139962,327191972497.86694
2917,delhi,2022,3,new delhi district,58178476,76558260276.67705
2918,delhi,2022,3,west district,30595250,52638495087.749954
2919,delhi,2022,3,south west district,17276601,26324661266.56318
2920,delhi,2022,3,south east delhi district,30215862,40627500625.401535
2921,delhi,2022,3,shahdara district,10220528,21361296110.510616
2922,delhi,2022,3,north east district,10077560,19808599331.163063
2923,delhi,2022,3,east district,21104584,28881717613.549664
2924,delhi,2022,3,north west district,18316480,32675014921.771603
2925,delhi,2022,3,north district,18232076,29812600679.071415
2926,telangana,2023,1,narayanpet district,5860176,12594283377.0
2927,telangana,2023,1,nalgonda district,36293901,71134878439.0
2928,telangana,2023,1,jangaon district,12351227,23145397276.0
2929,telangana,2023,1,bhadradri kothagudem district,22418842,43557678197.0
2930,telangana,2023,1,warangal rural district,12016227,22834798897.0
2931,telangana,2023,1,kumuram bheem asifabad district,5909863,10044534284.0
2932,telangana,2023,1,nizamabad district,29666757,63849185228.0
2933,telangana,2023,1,adilabad district,8551063,15398896200.0
2934,telangana,2023,1,rajanna sircilla district,10183528,21218010068.0
2935,telangana,2023,1,nagarkurnool district,16468215,33921691728.0
2936,telangana,2023,1,peddapalle district,19710259,35406206858.0
2937,telangana,2023,1,nirmal district,9787939,22071363346.0
2938,telangana,2023,1,mahabubabad district,11587757,22017320496.0
2939,telangana,2023,1,sangareddy district,64762361,104869739922.0
2940,telangana,2023,1,wanaparthy district,8804989,17989989453.0
2941,telangana,2023,1,vikarabad district,13708676,24552396986.0
2942,telangana,2023,1,jagtial district,15662651,35845164854.0
2943,telangana,2023,1,yadadri bhuvanagiri district,20689510,39018954621.0
2944,telangana,2023,1,medak district,12213260,21898099820.0
2945,telangana,2023,1,mahbubnagar district,20251207,36515013116.0
2946,telangana,2023,1,jaya shankar bhalupally district,7882159,15652293575.0
2947,telangana,2023,1,warangal urban district,47328651,87860641183.0
2948,telangana,2023,1,rangareddy district,329344012,487359310308.0
2949,telangana,2023,1,hyderabad district,286887382,415188829698.0
2950,telangana,2023,1,suryapet district,21355436,41818830882.0
2951,telangana,2023,1,jogulamba gadwal district,8673538,18345295705.0
2952,telangana,2023,1,kamareddy district,14043426,27636092025.0
2953,telangana,2023,1,mulugu district,4771054,10133379673.0
2954,telangana,2023,1,medchal malkajgiri district,256028955,382423152200.0
2955,telangana,2023,1,karimnagar district,30992192,60096322074.0
2956,telangana,2023,1,mancherial district,20046172,36907254929.0
2957,telangana,2023,1,siddipet district,24660934,48406373565.0
2958,telangana,2023,1,khammam district,31419139,62870355301.0
2959,telangana,2023,2,narayanpet district,6909971,14616919263.0
2960,telangana,2023,2,nalgonda district,41962395,82903124781.0
2961,telangana,2023,2,jangaon district,14146351,26609770148.0
2962,telangana,2023,2,bhadradri kothagudem district,25871023,47972823799.0
2963,telangana,2023,2,warangal rural district,13385181,24985013737.0
2964,telangana,2023,2,kumuram bheem asifabad district,6747324,10837144939.0
2965,telangana,2023,2,nizamabad district,34994548,75596623775.0
2966,telangana,2023,2,adilabad district,9925498,17662880437.0
2967,telangana,2023,2,rajanna sircilla district,11891159,23728163098.0
2968,telangana,2023,2,nagarkurnool district,18857244,37948055779.0
2969,telangana,2023,2,peddapalle district,22555741,38978138316.0
2970,telangana,2023,2,nirmal district,11368138,25381861539.0
2971,telangana,2023,2,mahabubabad district,13158453,24114183880.0
2972,telangana,2023,2,sangareddy district,75850320,121290909918.0
2973,telangana,2023,2,wanaparthy district,10142299,20018297096.0
2974,telangana,2023,2,vikarabad district,16157969,27883452832.0
2975,telangana,2023,2,jagtial district,18288029,40893708527.0
2976,telangana,2023,2,yadadri bhuvanagiri district,24175923,45257907308.0
2977,telangana,2023,2,medak district,14637759,25974323819.0
2978,telangana,2023,2,mahbubnagar district,23297956,41417881674.0
2979,telangana,2023,2,jaya shankar bhalupally district,8720801,16438739776.0
2980,telangana,2023,2,warangal urban district,53361513,97631245668.0
2981,telangana,2023,2,rangareddy district,384456496,561147925919.0
2982,telangana,2023,2,hyderabad district,328016262,467328236325.0
2983,telangana,2023,2,suryapet district,24674139,49246226924.0
2984,telangana,2023,2,jogulamba gadwal district,10142849,21014963335.0
2985,telangana,2023,2,kamareddy district,16638930,32848062463.0
2986,telangana,2023,2,mulugu district,5285601,10702236197.0
2987,telangana,2023,2,medchal malkajgiri district,296231089,434043629718.0
2988,telangana,2023,2,karimnagar district,35552008,67773079796.0
2989,telangana,2023,2,mancherial district,22723969,39856360752.0
2990,telangana,2023,2,siddipet district,28696623,54855659978.0
2991,telangana,2023,2,khammam district,36607410,71192383492.0
2992,telangana,2020,1,narayanpet district,455130,1067253461.1912576
2993,telangana,2020,1,nalgonda district,2636023,6345459438.726553
2994,telangana,2020,1,jangaon district,1358798,2902674909.8656845
2995,telangana,2020,1,bhadradri kothagudem district,1849454,4548915939.10561
2996,telangana,2020,1,warangal rural district,1380277,2762397108.6799946
