,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
2967,uttar-pradesh,2023,1,Financial Services,486982,483872123.0
2968,uttar-pradesh,2023,1,Others,1181697,726338627.0
2969,uttar-pradesh,2023,2,Merchant payments,653469610,372223301627.0
2970,uttar-pradesh,2023,2,Peer-to-peer payments,446787898,1389827653278.0
2971,uttar-pradesh,2023,2,Recharge & bill payments,109571801,73352450074.0
2972,uttar-pradesh,2023,2,Financial Services,506431,562369291.0
2973,uttar-pradesh,2023,2,Others,1074842,656302256.0
2974,uttar-pradesh,2020,1,Peer-to-peer payments,39581157,147734706846.56177
2975,uttar-pradesh,2020,1,Recharge & bill payments,29777603,11168417430.652225
2976,uttar-pradesh,2020,1,Merchant payments,26741638,13072371616.871723
2977,uttar-pradesh,2020,1,Financial Services,139990,64365117.409359045
2978,uttar-pradesh,2020,1,Others,998744,376573949.20359
2979,uttar-pradesh,2020,2,Recharge & bill payments,42229417,14668026056.368128
2980,uttar-pradesh,2020,2,Peer-to-peer payments,39434202,150079524408.8693
2981,uttar-pradesh,2020,2,Merchant payments,18625913,13655151082.574724
2982,uttar-pradesh,2020,2,Financial Services,150360,131930242.90371712
2983,uttar-pradesh,2020,2,Others,412073,209384339.5723213
2984,uttar-pradesh,2020,4,Peer-to-peer payments,75433782,294401153346.76337
2985,uttar-pradesh,2020,4,Merchant payments,61922138,44438824680.670944
2986,uttar-pradesh,2020,4,Recharge & bill payments,39570153,17793973968.761925
2987,uttar-pradesh,2020,4,Financial Services,246868,255803306.13741985
2988,uttar-pradesh,2020,4,Others,994576,539071475.9342327
2989,uttar-pradesh,2020,3,Peer-to-peer payments,54449911,207530912756.73047
2990,uttar-pradesh,2020,3,Recharge & bill payments,37465163,16437365640.853413
2991,uttar-pradesh,2020,3,Merchant payments,34697942,24224433240.836243
2992,uttar-pradesh,2020,3,Financial Services,206210,194129227.54374278
2993,uttar-pradesh,2020,3,Others,586033,303114557.0989778
2994,uttar-pradesh,2019,1,Peer-to-peer payments,32062452,68506766330.45149
2995,uttar-pradesh,2019,1,Recharge & bill payments,15400713,4231102032.9564486
2996,uttar-pradesh,2019,1,Merchant payments,8558766,3105904146.2085333
2997,uttar-pradesh,2019,1,Financial Services,389733,43341558.48535549
2998,uttar-pradesh,2019,1,Others,912840,637066065.9078369
2999,uttar-pradesh,2019,2,Peer-to-peer payments,27105049,87581482658.94861
3000,uttar-pradesh,2019,2,Recharge & bill payments,17551537,5627886175.9093685
3001,uttar-pradesh,2019,2,Merchant payments,12733089,4894223107.452321
3002,uttar-pradesh,2019,2,Financial Services,264091,38169259.945291094
3003,uttar-pradesh,2019,2,Others,1229734,775758168.4201038
3004,uttar-pradesh,2019,4,Peer-to-peer payments,40540310,126564888408.1326
3005,uttar-pradesh,2019,4,Recharge & bill payments,24299776,9082140369.774977
3006,uttar-pradesh,2019,4,Merchant payments,20582052,9412924984.9687
3007,uttar-pradesh,2019,4,Financial Services,242936,45686806.83093811
3008,uttar-pradesh,2019,4,Others,1239931,433285937.588854
3009,uttar-pradesh,2019,3,Peer-to-peer payments,26990786,95134023863.97964
3010,uttar-pradesh,2019,3,Recharge & bill payments,20359672,8000160942.595396
3011,uttar-pradesh,2019,3,Merchant payments,19625935,7399443975.24218
3012,uttar-pradesh,2019,3,Financial Services,258548,51363215.14597865
3013,uttar-pradesh,2019,3,Others,1389018,683145478.0865316
3014,uttar-pradesh,2021,1,Peer-to-peer payments,85539321,321609613378.6789
3015,uttar-pradesh,2021,1,Merchant payments,78873969,55362244381.43686
3016,uttar-pradesh,2021,1,Recharge & bill payments,38981894,18563189222.328217
3017,uttar-pradesh,2021,1,Financial Services,250656,266104783.7449573
3018,uttar-pradesh,2021,1,Others,853707,486435811.3771204
3019,uttar-pradesh,2021,2,Peer-to-peer payments,102927942,388761820128.4563
3020,uttar-pradesh,2021,2,Merchant payments,84860582,70351401159.78787
3021,uttar-pradesh,2021,2,Recharge & bill payments,53030710,22266927128.75408
3022,uttar-pradesh,2021,2,Financial Services,270944,266853066.82962543
3023,uttar-pradesh,2021,2,Others,858953,525487682.5584012
3024,uttar-pradesh,2021,4,Merchant payments,183966052,142889329646.05463
3025,uttar-pradesh,2021,4,Peer-to-peer payments,167503176,600973581946.6772
3026,uttar-pradesh,2021,4,Recharge & bill payments,52863531,28812549097.65689
3027,uttar-pradesh,2021,4,Financial Services,353219,386356976.48969895
3028,uttar-pradesh,2021,4,Others,1471954,829152405.3448995
3029,uttar-pradesh,2021,3,Peer-to-peer payments,127945827,440726915882.17084
3030,uttar-pradesh,2021,3,Merchant payments,126699830,91089049637.02377
3031,uttar-pradesh,2021,3,Recharge & bill payments,50414232,24348150109.635994
3032,uttar-pradesh,2021,3,Financial Services,253418,292009129.0296748
3033,uttar-pradesh,2021,3,Others,1230077,624716522.0745409
3034,uttar-pradesh,2018,1,Recharge & bill payments,7003704,1201827543.8816488
3035,uttar-pradesh,2018,1,Peer-to-peer payments,4123625,11786969148.760597
3036,uttar-pradesh,2018,1,Merchant payments,442436,428301434.2754866
3037,uttar-pradesh,2018,1,Financial Services,397328,75150444.99108115
3038,uttar-pradesh,2018,1,Others,570712,447722351.3138524
3039,uttar-pradesh,2018,2,Recharge & bill payments,9232131,2044535461.482608
3040,uttar-pradesh,2018,2,Peer-to-peer payments,6484369,22197440015.945545
3041,uttar-pradesh,2018,2,Merchant payments,909545,799920463.267408
3042,uttar-pradesh,2018,2,Financial Services,563213,105536911.84026654
3043,uttar-pradesh,2018,2,Others,521685,572768843.1641636
3044,uttar-pradesh,2018,4,Peer-to-peer payments,15804910,48836291123.914734
3045,uttar-pradesh,2018,4,Recharge & bill payments,11976808,3040717446.728788
3046,uttar-pradesh,2018,4,Merchant payments,6953857,2480267671.259793
3047,uttar-pradesh,2018,4,Financial Services,517619,76250539.85851902
3048,uttar-pradesh,2018,4,Others,847573,663216794.1554663
3049,uttar-pradesh,2018,3,Peer-to-peer payments,13828768,32944051606.98276
3050,uttar-pradesh,2018,3,Recharge & bill payments,9140873,2485029062.8899517
3051,uttar-pradesh,2018,3,Merchant payments,2397448,1012726185.1169598
3052,uttar-pradesh,2018,3,Financial Services,603303,76605144.65776658
3053,uttar-pradesh,2018,3,Others,544964,493702369.5936288
3054,uttar-pradesh,2022,1,Merchant payments,221556930,165543931419.27045
3055,uttar-pradesh,2022,1,Peer-to-peer payments,195592648,684758883172.6667
3056,uttar-pradesh,2022,1,Recharge & bill payments,54873261,31683813998.386055
3057,uttar-pradesh,2022,1,Financial Services,358499,386218170.5981607
3058,uttar-pradesh,2022,1,Others,1571908,750327356.10464
3059,uttar-pradesh,2022,2,Merchant payments,298721048,216176289528.43256
3060,uttar-pradesh,2022,2,Peer-to-peer payments,232444860,812579156783.274
3061,uttar-pradesh,2022,2,Recharge & bill payments,62659780,37867966758.88997
3062,uttar-pradesh,2022,2,Financial Services,268349,285646084.3258523
3063,uttar-pradesh,2022,2,Others,1204739,606123265.0864555
3064,uttar-pradesh,2022,4,Merchant payments,439247166,296781967366.6535
3065,uttar-pradesh,2022,4,Peer-to-peer payments,317613698,1030345562935.8824
3066,uttar-pradesh,2022,4,Recharge & bill payments,78025017,48159073834.94295
3067,uttar-pradesh,2022,4,Financial Services,418329,430212917.27641135
3068,uttar-pradesh,2022,4,Others,1064861,661985014.756895
3069,uttar-pradesh,2022,3,Merchant payments,361972506,232005905549.1372
3070,uttar-pradesh,2022,3,Peer-to-peer payments,267205027,844564255684.5037
3071,uttar-pradesh,2022,3,Recharge & bill payments,72984811,43854148172.58542
3072,uttar-pradesh,2022,3,Financial Services,367887,344330142.1388885
3073,uttar-pradesh,2022,3,Others,1058841,601411350.4106325
3074,bihar,2023,1,Merchant payments,251601655,175053265606.0
3075,bihar,2023,1,Peer-to-peer payments,245677870,836428049163.0
3076,bihar,2023,1,Recharge & bill payments,49781169,27372239431.0
3077,bihar,2023,1,Financial Services,194601,158138446.0
3078,bihar,2023,1,Others,575900,265267298.0
3079,bihar,2023,2,Merchant payments,330603039,214402873623.0
3080,bihar,2023,2,Peer-to-peer payments,293616270,980139698305.0
3081,bihar,2023,2,Recharge & bill payments,58928748,31064849666.0
3082,bihar,2023,2,Financial Services,211722,190366037.0
3083,bihar,2023,2,Others,573315,248957759.0
3084,bihar,2020,1,Peer-to-peer payments,23163922,99873688132.9031
3085,bihar,2020,1,Recharge & bill payments,13837430,3680590624.9006104
3086,bihar,2020,1,Merchant payments,7822567,5562692116.5708065
3087,bihar,2020,1,Financial Services,57233,23954789.407903705
3088,bihar,2020,1,Others,200663,115927863.46366584
3089,bihar,2020,2,Peer-to-peer payments,26572651,116244368941.33606
3090,bihar,2020,2,Recharge & bill payments,19522564,5642294772.453551
3091,bihar,2020,2,Merchant payments,7011681,6760404421.62296
3092,bihar,2020,2,Financial Services,73119,54077813.2606806
3093,bihar,2020,2,Others,206727,105377680.17075577
3094,bihar,2020,4,Peer-to-peer payments,49432098,208484557891.42865
3095,bihar,2020,4,Merchant payments,26750991,23185594534.30522
3096,bihar,2020,4,Recharge & bill payments,19908687,6926960996.688756
3097,bihar,2020,4,Financial Services,119416,100785736.00790763
3098,bihar,2020,4,Others,380481,207713978.04223877
3099,bihar,2020,3,Peer-to-peer payments,37294332,153664683751.53278
3100,bihar,2020,3,Recharge & bill payments,19027978,6313780616.601829
3101,bihar,2020,3,Merchant payments,14777337,13111735855.02769
3102,bihar,2020,3,Financial Services,104135,81355476.16367023
3103,bihar,2020,3,Others,299966,157309412.49242482
3104,bihar,2019,1,Peer-to-peer payments,16807040,38824078062.32093
3105,bihar,2019,1,Recharge & bill payments,7036367,1333688182.5386746
3106,bihar,2019,1,Merchant payments,2055267,1024996999.5279309
3107,bihar,2019,1,Financial Services,204689,28599535.734409343
3108,bihar,2019,1,Others,252871,291464734.4043106
3109,bihar,2019,2,Peer-to-peer payments,15837449,58381285240.80835
3110,bihar,2019,2,Recharge & bill payments,9279442,1996804238.2749753
3111,bihar,2019,2,Merchant payments,4365465,2308145849.844257
3112,bihar,2019,2,Financial Services,129603,63338108.53755434
3113,bihar,2019,2,Others,348520,382864846.0767575
3114,bihar,2019,4,Peer-to-peer payments,26337842,86340631422.24606
3115,bihar,2019,4,Recharge & bill payments,11358597,2649616529.830146
3116,bihar,2019,4,Merchant payments,5519582,4177574379.0405855
3117,bihar,2019,4,Financial Services,100192,18815964.761792127
3118,bihar,2019,4,Others,214101,126788281.9306988
3119,bihar,2019,3,Peer-to-peer payments,15446119,61831776093.09613
3120,bihar,2019,3,Recharge & bill payments,9115040,2140566974.705637
3121,bihar,2019,3,Merchant payments,7206001,3413490288.3137074
3122,bihar,2019,3,Financial Services,89997,20145460.42764103
3123,bihar,2019,3,Others,282743,286804437.7358033
3124,bihar,2021,1,Peer-to-peer payments,58566582,242013312361.31104
3125,bihar,2021,1,Merchant payments,33959313,30171144593.369873
3126,bihar,2021,1,Recharge & bill payments,21974086,8505455545.448764
3127,bihar,2021,1,Financial Services,124277,112949858.25028673
3128,bihar,2021,1,Others,308219,170787342.8481179
3129,bihar,2021,2,Peer-to-peer payments,78694099,319758683264.15344
3130,bihar,2021,2,Merchant payments,44686786,43458914639.77138
3131,bihar,2021,2,Recharge & bill payments,31646149,11030849713.502428
3132,bihar,2021,2,Financial Services,149791,116086345.91301711
3133,bihar,2021,2,Others,426797,215721223.2386405
3134,bihar,2021,4,Peer-to-peer payments,117340712,423665098014.2792
3135,bihar,2021,4,Merchant payments,95992559,81729122295.53772
3136,bihar,2021,4,Recharge & bill payments,30824177,13438634948.212643
3137,bihar,2021,4,Financial Services,186298,173358268.82083318
3138,bihar,2021,4,Others,783199,365400541.9114517
3139,bihar,2021,3,Peer-to-peer payments,92785704,331514102784.2631
3140,bihar,2021,3,Merchant payments,64094961,53849745604.9643
3141,bihar,2021,3,Recharge & bill payments,30081746,11327303470.019915
3142,bihar,2021,3,Financial Services,135748,130349071.61901987
3143,bihar,2021,3,Others,572954,241260025.54569885
3144,bihar,2018,1,Recharge & bill payments,3159922,375559206.7727593
3145,bihar,2018,1,Peer-to-peer payments,2052089,5295346761.45083
3146,bihar,2018,1,Financial Services,194295,33999413.87739952
3147,bihar,2018,1,Merchant payments,138885,139827755.73655012
3148,bihar,2018,1,Others,279111,201025034.17960182
3149,bihar,2018,2,Recharge & bill payments,4346849,700649777.0602969
3150,bihar,2018,2,Peer-to-peer payments,3447898,12141448845.077621
3151,bihar,2018,2,Merchant payments,311487,318571872.8216527
3152,bihar,2018,2,Financial Services,267433,45332532.096432865
3153,bihar,2018,2,Others,258711,300128082.6160458
3154,bihar,2018,4,Peer-to-peer payments,8094296,26224303882.80399
3155,bihar,2018,4,Recharge & bill payments,5469096,986310785.0093702
3156,bihar,2018,4,Merchant payments,1680664,848968693.0665624
3157,bihar,2018,4,Financial Services,237247,36199427.51318769
3158,bihar,2018,4,Others,251098,302214380.18458414
3159,bihar,2018,3,Peer-to-peer payments,8893764,18695889187.89432
3160,bihar,2018,3,Recharge & bill payments,4401439,804061398.5166465
3161,bihar,2018,3,Merchant payments,586862,367608510.7261781
3162,bihar,2018,3,Financial Services,274510,33276460.45213346
3163,bihar,2018,3,Others,211229,234968821.31206354
3164,bihar,2022,1,Peer-to-peer payments,138085265,500024806542.69324
3165,bihar,2022,1,Merchant payments,114892163,95507710275.50963
3166,bihar,2022,1,Recharge & bill payments,30545266,15431605247.390364
3167,bihar,2022,1,Financial Services,169722,148088975.22896564
3168,bihar,2022,1,Others,698018,299484690.3236611
3169,bihar,2022,2,Peer-to-peer payments,164119431,610448610667.7207
3170,bihar,2022,2,Merchant payments,158289353,126423430586.42947
3171,bihar,2022,2,Recharge & bill payments,36950622,17225668601.948982
3172,bihar,2022,2,Financial Services,124199,116203820.91131489
3173,bihar,2022,2,Others,661424,247541289.12967217
3174,bihar,2022,4,Merchant payments,243777692,172924170171.63205
3175,bihar,2022,4,Peer-to-peer payments,225487662,739870172148.0806
3176,bihar,2022,4,Recharge & bill payments,47054083,22729599211.247635
3177,bihar,2022,4,Financial Services,205989,199208429.5113938
3178,bihar,2022,4,Others,559223,288999714.3604311
3179,bihar,2022,3,Merchant payments,198273336,137873615624.72937
3180,bihar,2022,3,Peer-to-peer payments,192304951,632747186972.1919
3181,bihar,2022,3,Recharge & bill payments,46044353,20417791249.028316
3182,bihar,2022,3,Financial Services,179533,161987346.1868727
3183,bihar,2022,3,Others,565212,245905365.7791165
3184,andaman-&-nicobar-islands,2023,1,Merchant payments,1122063,1008821751.0
3185,andaman-&-nicobar-islands,2023,1,Peer-to-peer payments,862347,3299762230.0
3186,andaman-&-nicobar-islands,2023,1,Recharge & bill payments,286024,146338470.0
3187,andaman-&-nicobar-islands,2023,1,Financial Services,2515,3556954.0
3188,andaman-&-nicobar-islands,2023,1,Others,3443,3049182.0
3189,andaman-&-nicobar-islands,2023,2,Merchant payments,1410653,1159905474.0
3190,andaman-&-nicobar-islands,2023,2,Peer-to-peer payments,970525,3664415887.0
3191,andaman-&-nicobar-islands,2023,2,Recharge & bill payments,320922,158455723.0
3192,andaman-&-nicobar-islands,2023,2,Financial Services,2158,4161814.0
3193,andaman-&-nicobar-islands,2023,2,Others,3517,3405338.0
3194,andaman-&-nicobar-islands,2020,1,Peer-to-peer payments,18324,142332401.79234773
3195,andaman-&-nicobar-islands,2020,1,Recharge & bill payments,18268,10850414.023977457
3196,andaman-&-nicobar-islands,2020,1,Merchant payments,4424,7752871.558217709
3197,andaman-&-nicobar-islands,2020,1,Financial Services,66,208231.73071652642
3198,andaman-&-nicobar-islands,2020,1,Others,216,332393.19201521645
3199,andaman-&-nicobar-islands,2020,2,Recharge & bill payments,38125,17659622.73418829
3200,andaman-&-nicobar-islands,2020,2,Peer-to-peer payments,20303,141728757.73517442
3201,andaman-&-nicobar-islands,2020,2,Merchant payments,4004,9236375.740471343
3202,andaman-&-nicobar-islands,2020,2,Financial Services,175,706932.1397115812
3203,andaman-&-nicobar-islands,2020,2,Others,355,313313.0646014327
3204,andaman-&-nicobar-islands,2020,4,Peer-to-peer payments,81439,533316526.1814983
3205,andaman-&-nicobar-islands,2020,4,Recharge & bill payments,80811,33710030.534383245
3206,andaman-&-nicobar-islands,2020,4,Merchant payments,59391,56867468.940003954
3207,andaman-&-nicobar-islands,2020,4,Financial Services,965,1880546.9672370641
3208,andaman-&-nicobar-islands,2020,4,Others,1925,1508083.6917299272
3209,andaman-&-nicobar-islands,2020,3,Recharge & bill payments,59310,24756220.875469353
3210,andaman-&-nicobar-islands,2020,3,Peer-to-peer payments,40697,289078946.7312394
3211,andaman-&-nicobar-islands,2020,3,Merchant payments,16096,22682992.238478824
3212,andaman-&-nicobar-islands,2020,3,Financial Services,572,961836.7129860274
3213,andaman-&-nicobar-islands,2020,3,Others,808,539449.7721868362
3214,andaman-&-nicobar-islands,2019,1,Recharge & bill payments,15263,6611459.8729725825
3215,andaman-&-nicobar-islands,2019,1,Peer-to-peer payments,13119,91808345.86839552
3216,andaman-&-nicobar-islands,2019,1,Merchant payments,1759,3266589.8469614363
3217,andaman-&-nicobar-islands,2019,1,Financial Services,62,116250.43671861099
3218,andaman-&-nicobar-islands,2019,1,Others,283,497094.6484417205
3219,andaman-&-nicobar-islands,2019,2,Recharge & bill payments,14676,7242448.256212333
3220,andaman-&-nicobar-islands,2019,2,Peer-to-peer payments,14481,107525358.66652842
3221,andaman-&-nicobar-islands,2019,2,Merchant payments,4031,4702152.616619372
3222,andaman-&-nicobar-islands,2019,2,Financial Services,124,113278.91371326067
3223,andaman-&-nicobar-islands,2019,2,Others,377,671471.222589792
3224,andaman-&-nicobar-islands,2019,4,Peer-to-peer payments,18128,121493224.30754511
3225,andaman-&-nicobar-islands,2019,4,Recharge & bill payments,13851,9538690.916424634
3226,andaman-&-nicobar-islands,2019,4,Merchant payments,2920,5247500.487902376
3227,andaman-&-nicobar-islands,2019,4,Financial Services,60,295937.2110898865
3228,andaman-&-nicobar-islands,2019,4,Others,200,263177.5944158883
3229,andaman-&-nicobar-islands,2019,3,Recharge & bill payments,16219,8171737.705916681
3230,andaman-&-nicobar-islands,2019,3,Peer-to-peer payments,13767,101079821.10344616
3231,andaman-&-nicobar-islands,2019,3,Merchant payments,3519,4428734.574846684
3232,andaman-&-nicobar-islands,2019,3,Financial Services,50,158857.94315586874
3233,andaman-&-nicobar-islands,2019,3,Others,215,232624.75992853564
3234,andaman-&-nicobar-islands,2021,1,Peer-to-peer payments,105458,665391395.715478
3235,andaman-&-nicobar-islands,2021,1,Recharge & bill payments,84119,37160922.86506996
3236,andaman-&-nicobar-islands,2021,1,Merchant payments,53090,78606979.05751458
3237,andaman-&-nicobar-islands,2021,1,Financial Services,884,1469351.0852598653
3238,andaman-&-nicobar-islands,2021,1,Others,1201,1077918.666433228
3239,andaman-&-nicobar-islands,2021,2,Peer-to-peer payments,132772,748382044.7707307
3240,andaman-&-nicobar-islands,2021,2,Recharge & bill payments,120911,43691961.26275121
3241,andaman-&-nicobar-islands,2021,2,Merchant payments,85143,103707408.50908463
3242,andaman-&-nicobar-islands,2021,2,Financial Services,960,2038521.5136710338
3243,andaman-&-nicobar-islands,2021,2,Others,1628,1327080.0560584562
3244,andaman-&-nicobar-islands,2021,4,Peer-to-peer payments,285778,1544932663.2744582
3245,andaman-&-nicobar-islands,2021,4,Merchant payments,210164,322842314.62433755
3246,andaman-&-nicobar-islands,2021,4,Recharge & bill payments,135608,59243518.11464358
3247,andaman-&-nicobar-islands,2021,4,Financial Services,1718,3137965.167474068
3248,andaman-&-nicobar-islands,2021,4,Others,2855,2453640.142743944
3249,andaman-&-nicobar-islands,2021,3,Peer-to-peer payments,192321,1077787837.1562996
3250,andaman-&-nicobar-islands,2021,3,Recharge & bill payments,136010,51243450.85925055
3251,andaman-&-nicobar-islands,2021,3,Merchant payments,118340,176991328.21761328
3252,andaman-&-nicobar-islands,2021,3,Financial Services,990,2351013.441729573
3253,andaman-&-nicobar-islands,2021,3,Others,2103,1650766.1267105162
3254,andaman-&-nicobar-islands,2018,1,Recharge & bill payments,4200,1845307.4673655091
3255,andaman-&-nicobar-islands,2018,1,Peer-to-peer payments,1871,12138655.299749982
3256,andaman-&-nicobar-islands,2018,1,Merchant payments,298,452507.168646613
3257,andaman-&-nicobar-islands,2018,1,Financial Services,33,10601.419933464953
3258,andaman-&-nicobar-islands,2018,1,Others,256,184689.8662902223
3259,andaman-&-nicobar-islands,2018,2,Recharge & bill payments,6735,2320944.731074479
3260,andaman-&-nicobar-islands,2018,2,Peer-to-peer payments,3575,24511925.231047668
3261,andaman-&-nicobar-islands,2018,2,Merchant payments,603,1024491.0133579008
3262,andaman-&-nicobar-islands,2018,2,Financial Services,59,121336.0270987509
3263,andaman-&-nicobar-islands,2018,2,Others,368,359838.50537474576
3264,andaman-&-nicobar-islands,2018,4,Recharge & bill payments,11517,5450549.512294375
3265,andaman-&-nicobar-islands,2018,4,Peer-to-peer payments,10451,81001456.97825177
3266,andaman-&-nicobar-islands,2018,4,Merchant payments,1421,3552027.735492656
3267,andaman-&-nicobar-islands,2018,4,Financial Services,29,76035.7877393286
3268,andaman-&-nicobar-islands,2018,4,Others,340,468266.0606770435
3269,andaman-&-nicobar-islands,2018,3,Recharge & bill payments,8636,4343504.868377829
3270,andaman-&-nicobar-islands,2018,3,Peer-to-peer payments,6448,49270781.541635044
3271,andaman-&-nicobar-islands,2018,3,Merchant payments,945,1627359.8394868043
3272,andaman-&-nicobar-islands,2018,3,Financial Services,42,1481.4907042806485
3273,andaman-&-nicobar-islands,2018,3,Others,194,314343.39410715323
3274,andaman-&-nicobar-islands,2022,1,Peer-to-peer payments,342649,1682328505.7254477
3275,andaman-&-nicobar-islands,2022,1,Merchant payments,284298,370091558.68373305
3276,andaman-&-nicobar-islands,2022,1,Recharge & bill payments,163401,71300133.66101266
3277,andaman-&-nicobar-islands,2022,1,Financial Services,1757,2869682.0229511866
3278,andaman-&-nicobar-islands,2022,1,Others,2643,2440321.9820225406
3279,andaman-&-nicobar-islands,2022,2,Merchant payments,449540,510838980.9061847
3280,andaman-&-nicobar-islands,2022,2,Peer-to-peer payments,437606,2088309073.4552848
3281,andaman-&-nicobar-islands,2022,2,Recharge & bill payments,179515,82232936.61795366
3282,andaman-&-nicobar-islands,2022,2,Financial Services,1448,2089862.3927160464
3283,andaman-&-nicobar-islands,2022,2,Others,3108,2449496.7081265687
3284,andaman-&-nicobar-islands,2022,4,Merchant payments,956536,906365300.6585041
3285,andaman-&-nicobar-islands,2022,4,Peer-to-peer payments,768758,2961630584.8271313
3286,andaman-&-nicobar-islands,2022,4,Recharge & bill payments,256050,110037119.66941178
3287,andaman-&-nicobar-islands,2022,4,Financial Services,2499,3533987.2301130476
3288,andaman-&-nicobar-islands,2022,4,Others,3692,3107412.043626394
3289,andaman-&-nicobar-islands,2022,3,Merchant payments,716105,693438186.296541
3290,andaman-&-nicobar-islands,2022,3,Peer-to-peer payments,622217,2514535154.56483
3291,andaman-&-nicobar-islands,2022,3,Recharge & bill payments,240766,97748065.62714244
3292,andaman-&-nicobar-islands,2022,3,Financial Services,1814,2166304.9779766416
3293,andaman-&-nicobar-islands,2022,3,Others,3477,2744060.670897343
3294,arunachal-pradesh,2023,1,Peer-to-peer payments,3879583,13170741327.0
3295,arunachal-pradesh,2023,1,Merchant payments,2922784,2802762028.0
3296,arunachal-pradesh,2023,1,Recharge & bill payments,1229475,409663161.0
3297,arunachal-pradesh,2023,1,Financial Services,4142,6310412.0
3298,arunachal-pradesh,2023,1,Others,6841,5101526.0
3299,arunachal-pradesh,2023,2,Peer-to-peer payments,4883817,15695323405.0
3300,arunachal-pradesh,2023,2,Merchant payments,4091876,3651614280.0
3301,arunachal-pradesh,2023,2,Recharge & bill payments,1374689,447452168.0
3302,arunachal-pradesh,2023,2,Financial Services,3392,5815474.0
3303,arunachal-pradesh,2023,2,Others,6714,5493337.0
3304,arunachal-pradesh,2020,1,Recharge & bill payments,329834,86011654.77474582
3305,arunachal-pradesh,2020,1,Peer-to-peer payments,203429,1263912288.4066367
3306,arunachal-pradesh,2020,1,Merchant payments,31181,28553052.133918796
3307,arunachal-pradesh,2020,1,Financial Services,470,337812.94816169393
3308,arunachal-pradesh,2020,1,Others,2261,2943873.0666838237
3309,arunachal-pradesh,2020,2,Recharge & bill payments,522495,145198528.22961134
3310,arunachal-pradesh,2020,2,Peer-to-peer payments,247861,1630654426.0441835
3311,arunachal-pradesh,2020,2,Merchant payments,35169,46446966.612447515
3312,arunachal-pradesh,2020,2,Financial Services,1310,2655507.6964110374
3313,arunachal-pradesh,2020,2,Others,1939,1761404.4023099935
3314,arunachal-pradesh,2020,4,Peer-to-peer payments,522019,3254744938.4105625
3315,arunachal-pradesh,2020,4,Recharge & bill payments,513895,152389181.21743062
3316,arunachal-pradesh,2020,4,Merchant payments,167387,156682926.02384603
3317,arunachal-pradesh,2020,4,Financial Services,1749,2391651.8783250954
3318,arunachal-pradesh,2020,4,Others,4079,4055324.315454754
3319,arunachal-pradesh,2020,3,Recharge & bill payments,514907,153463816.21184397
3320,arunachal-pradesh,2020,3,Peer-to-peer payments,370418,2361603431.37578
3321,arunachal-pradesh,2020,3,Merchant payments,72736,88145178.69272713
3322,arunachal-pradesh,2020,3,Financial Services,1761,4030599.9171272423
3323,arunachal-pradesh,2020,3,Others,3005,2695539.3607389224
3324,arunachal-pradesh,2019,1,Recharge & bill payments,121303,26796894.998233315
3325,arunachal-pradesh,2019,1,Peer-to-peer payments,93494,568554821.4456317
3326,arunachal-pradesh,2019,1,Merchant payments,9214,11727218.401334248
3327,arunachal-pradesh,2019,1,Financial Services,256,140622.87093631705
3328,arunachal-pradesh,2019,1,Others,2239,2730548.5978140826
3329,arunachal-pradesh,2019,2,Recharge & bill payments,131988,30420803.41271234
3330,arunachal-pradesh,2019,2,Peer-to-peer payments,106527,704237943.4054435
3331,arunachal-pradesh,2019,2,Merchant payments,16828,13955724.130712911
3332,arunachal-pradesh,2019,2,Financial Services,267,160660.8821362781
3333,arunachal-pradesh,2019,2,Others,3046,3880742.524023137
3334,arunachal-pradesh,2019,4,Recharge & bill payments,259183,63516906.09060433
3335,arunachal-pradesh,2019,4,Peer-to-peer payments,177833,1100137447.9340453
3336,arunachal-pradesh,2019,4,Merchant payments,19769,23192271.691576812
3337,arunachal-pradesh,2019,4,Financial Services,314,305379.7987782319
3338,arunachal-pradesh,2019,4,Others,2376,3421174.01227797
3339,arunachal-pradesh,2019,3,Recharge & bill payments,216228,50946104.94289842
3340,arunachal-pradesh,2019,3,Peer-to-peer payments,133484,841037395.2474606
3341,arunachal-pradesh,2019,3,Merchant payments,16900,17178248.07427002
3342,arunachal-pradesh,2019,3,Financial Services,864,64089.11350267195
3343,arunachal-pradesh,2019,3,Others,2758,3419197.4177385764
3344,arunachal-pradesh,2021,1,Peer-to-peer payments,566209,3460488558.9436507
3345,arunachal-pradesh,2021,1,Recharge & bill payments,450649,142358376.9003836
3346,arunachal-pradesh,2021,1,Merchant payments,155966,204958020.0891498
3347,arunachal-pradesh,2021,1,Financial Services,1558,2672460.4740365944
3348,arunachal-pradesh,2021,1,Others,3074,3301662.6094231335
3349,arunachal-pradesh,2021,2,Peer-to-peer payments,762946,4000960152.0755496
3350,arunachal-pradesh,2021,2,Recharge & bill payments,556680,165579844.25105897
3351,arunachal-pradesh,2021,2,Merchant payments,243375,283709438.5363142
3352,arunachal-pradesh,2021,2,Financial Services,1582,2761076.7934988844
3353,arunachal-pradesh,2021,2,Others,3755,3415105.3379601175
3354,arunachal-pradesh,2021,4,Peer-to-peer payments,1227616,6022733378.120082
3355,arunachal-pradesh,2021,4,Recharge & bill payments,633248,207784816.33218512
