,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
933,sikkim,2021,1,Financial Services,1844,3027799.2784099854
934,sikkim,2021,1,Others,2038,1789867.7338266163
935,sikkim,2021,2,Peer-to-peer payments,473141,2125758496.616091
936,sikkim,2021,2,Recharge & bill payments,345495,103846501.52404109
937,sikkim,2021,2,Merchant payments,153671,190473176.21848944
938,sikkim,2021,2,Financial Services,1865,2851874.287465013
939,sikkim,2021,2,Others,2542,1969531.0292125773
940,sikkim,2021,4,Peer-to-peer payments,831597,3548508409.656125
941,sikkim,2021,4,Recharge & bill payments,376078,136473754.40071422
942,sikkim,2021,4,Merchant payments,369343,504586163.5569785
943,sikkim,2021,4,Financial Services,2269,3162023.7210206646
944,sikkim,2021,4,Others,5058,4052910.300969372
945,sikkim,2021,3,Peer-to-peer payments,595826,2582075089.383399
946,sikkim,2021,3,Recharge & bill payments,346173,111613776.75942023
947,sikkim,2021,3,Merchant payments,213808,290732930.46291006
948,sikkim,2021,3,Financial Services,1689,2624558.3857180667
949,sikkim,2021,3,Others,3098,2290508.8169457563
950,sikkim,2018,1,Recharge & bill payments,26965,4823943.542263939
951,sikkim,2018,1,Peer-to-peer payments,13559,56334584.632872
952,sikkim,2018,1,Merchant payments,1349,1677583.1440411464
953,sikkim,2018,1,Financial Services,608,86906.81958101383
954,sikkim,2018,1,Others,1597,1727920.8016103164
955,sikkim,2018,2,Recharge & bill payments,45435,9465769.856051585
956,sikkim,2018,2,Peer-to-peer payments,24237,127051984.3879841
957,sikkim,2018,2,Merchant payments,2556,4713227.148135973
958,sikkim,2018,2,Financial Services,562,218130.12995975127
959,sikkim,2018,2,Others,1788,2243974.0076642134
960,sikkim,2018,4,Recharge & bill payments,79232,16713780.628117373
961,sikkim,2018,4,Peer-to-peer payments,65451,351253329.74205655
962,sikkim,2018,4,Merchant payments,7452,12637809.239460425
963,sikkim,2018,4,Financial Services,717,596472.7145790398
964,sikkim,2018,4,Others,1681,1939965.7540404093
965,sikkim,2018,3,Recharge & bill payments,58421,12221506.18938216
966,sikkim,2018,3,Peer-to-peer payments,43195,215547415.4557628
967,sikkim,2018,3,Merchant payments,4521,5322296.747954514
968,sikkim,2018,3,Financial Services,562,261766.8021705601
969,sikkim,2018,3,Others,1801,1727241.758047811
970,sikkim,2022,1,Peer-to-peer payments,916940,3650961081.00263
971,sikkim,2022,1,Merchant payments,449273,570784579.6670712
972,sikkim,2022,1,Recharge & bill payments,371579,139135962.10369253
973,sikkim,2022,1,Financial Services,2124,3062332.163804472
974,sikkim,2022,1,Others,4386,3487320.9262269526
975,sikkim,2022,2,Peer-to-peer payments,1198014,4596501308.195931
976,sikkim,2022,2,Merchant payments,706658,847497607.0893551
977,sikkim,2022,2,Recharge & bill payments,411189,162174479.6973383
978,sikkim,2022,2,Financial Services,1758,1861284.7969863976
979,sikkim,2022,2,Others,4462,3070990.527526753
980,sikkim,2022,4,Peer-to-peer payments,1548662,5175155338.821596
981,sikkim,2022,4,Merchant payments,1033541,1096220774.255463
982,sikkim,2022,4,Recharge & bill payments,470639,181281682.32208142
983,sikkim,2022,4,Financial Services,2049,2701971.788609252
984,sikkim,2022,4,Others,3448,3025622.2320622765
985,sikkim,2022,3,Peer-to-peer payments,1222037,4173703593.656705
986,sikkim,2022,3,Merchant payments,772650,830361400.9603965
987,sikkim,2022,3,Recharge & bill payments,397207,153567926.32171312
988,sikkim,2022,3,Financial Services,1538,2851319.5479129553
989,sikkim,2022,3,Others,3326,2396303.4047308513
990,nagaland,2023,1,Peer-to-peer payments,1499574,6682278926.0
991,nagaland,2023,1,Recharge & bill payments,594157,217058376.0
992,nagaland,2023,1,Merchant payments,586135,908765354.0
993,nagaland,2023,1,Financial Services,2116,3157626.0
994,nagaland,2023,1,Others,3588,3137572.0
995,nagaland,2023,2,Peer-to-peer payments,1617109,6785635810.0
996,nagaland,2023,2,Merchant payments,727260,1034147550.0
997,nagaland,2023,2,Recharge & bill payments,572760,197242689.0
998,nagaland,2023,2,Financial Services,2070,1698008.0
999,nagaland,2023,2,Others,2802,2675253.0
1000,nagaland,2020,1,Recharge & bill payments,221741,53662023.32016543
1001,nagaland,2020,1,Peer-to-peer payments,135966,821508819.5893908
1002,nagaland,2020,1,Merchant payments,18249,17663339.36989499
1003,nagaland,2020,1,Financial Services,528,215066.78349539996
1004,nagaland,2020,1,Others,1567,1730779.6714233835
1005,nagaland,2020,2,Recharge & bill payments,328269,85264116.11779374
1006,nagaland,2020,2,Peer-to-peer payments,166866,1025000209.9574311
1007,nagaland,2020,2,Merchant payments,20004,25214703.910237495
1008,nagaland,2020,2,Financial Services,860,989239.9671938312
1009,nagaland,2020,2,Others,1567,1206234.3951445608
1010,nagaland,2020,4,Peer-to-peer payments,417393,2563827858.0487146
1011,nagaland,2020,4,Recharge & bill payments,335297,91929581.87730268
1012,nagaland,2020,4,Merchant payments,90496,113115660.17405558
1013,nagaland,2020,4,Financial Services,1068,1017278.309874404
1014,nagaland,2020,4,Others,3571,3194492.1527384534
1015,nagaland,2020,3,Recharge & bill payments,347494,91214897.18744522
1016,nagaland,2020,3,Peer-to-peer payments,330638,1851638119.539822
1017,nagaland,2020,3,Merchant payments,51912,62568884.13216571
1018,nagaland,2020,3,Financial Services,2544,2136903.0242114514
1019,nagaland,2020,3,Others,3731,2090339.2711506593
1020,nagaland,2019,1,Recharge & bill payments,87596,20020458.076388802
1021,nagaland,2019,1,Peer-to-peer payments,71642,411855878.2498224
1022,nagaland,2019,1,Merchant payments,7306,8187940.322092213
1023,nagaland,2019,1,Financial Services,430,101072.89773317604
1024,nagaland,2019,1,Others,1605,1776362.8662935253
1025,nagaland,2019,2,Recharge & bill payments,92492,21350211.07781426
1026,nagaland,2019,2,Peer-to-peer payments,81065,487705354.46570444
1027,nagaland,2019,2,Merchant payments,12949,8990954.079767609
1028,nagaland,2019,2,Financial Services,286,129758.00259777348
1029,nagaland,2019,2,Others,1961,1890404.5326202572
1030,nagaland,2019,4,Recharge & bill payments,172761,39720745.597670965
1031,nagaland,2019,4,Peer-to-peer payments,128674,777298578.6127516
1032,nagaland,2019,4,Merchant payments,13578,15460907.228900284
1033,nagaland,2019,4,Financial Services,499,283291.7740842187
1034,nagaland,2019,4,Others,1658,1773615.1353679793
1035,nagaland,2019,3,Recharge & bill payments,145812,33293527.93210053
1036,nagaland,2019,3,Peer-to-peer payments,100736,601803135.4703114
1037,nagaland,2019,3,Merchant payments,13031,13381591.199777838
1038,nagaland,2019,3,Financial Services,210,229319.84921986386
1039,nagaland,2019,3,Others,2089,2248897.2620018576
1040,nagaland,2021,1,Peer-to-peer payments,477346,2841021698.4844904
1041,nagaland,2021,1,Recharge & bill payments,376473,110095189.5931618
1042,nagaland,2021,1,Merchant payments,116846,151202427.14605337
1043,nagaland,2021,1,Financial Services,1511,1929643.694251965
1044,nagaland,2021,1,Others,3721,3201525.695241506
1045,nagaland,2021,2,Peer-to-peer payments,526966,2847731457.571479
1046,nagaland,2021,2,Recharge & bill payments,453979,126962524.74536937
1047,nagaland,2021,2,Merchant payments,144413,176831583.13676447
1048,nagaland,2021,2,Financial Services,1624,1785915.6371230448
1049,nagaland,2021,2,Others,3809,2982482.691132756
1050,nagaland,2021,4,Peer-to-peer payments,819452,4335295237.9809065
1051,nagaland,2021,4,Recharge & bill payments,492411,154359432.07659015
1052,nagaland,2021,4,Merchant payments,311673,442578210.0882374
1053,nagaland,2021,4,Financial Services,1790,2263055.5218537706
1054,nagaland,2021,4,Others,6157,4587848.468888722
1055,nagaland,2021,3,Peer-to-peer payments,667633,3536780176.7792263
1056,nagaland,2021,3,Recharge & bill payments,474693,141172028.23897478
1057,nagaland,2021,3,Merchant payments,208387,304493279.8158357
1058,nagaland,2021,3,Financial Services,1437,1634878.888862805
1059,nagaland,2021,3,Others,4642,3336484.2825483214
1060,nagaland,2018,1,Recharge & bill payments,28198,5361675.549623315
1061,nagaland,2018,1,Peer-to-peer payments,11631,69830122.02063876
1062,nagaland,2018,1,Merchant payments,822,1170667.4151649117
1063,nagaland,2018,1,Financial Services,399,299016.7345620737
1064,nagaland,2018,1,Others,1795,1344409.3661360394
1065,nagaland,2018,2,Recharge & bill payments,41959,9139467.703980098
1066,nagaland,2018,2,Peer-to-peer payments,20099,140193107.69683594
1067,nagaland,2018,2,Merchant payments,1529,2293935.490835924
1068,nagaland,2018,2,Financial Services,379,153458.5231626137
1069,nagaland,2018,2,Others,1633,1545608.465487119
1070,nagaland,2018,4,Recharge & bill payments,72881,16615511.42043031
1071,nagaland,2018,4,Peer-to-peer payments,53723,358926253.43094724
1072,nagaland,2018,4,Merchant payments,10350,10500634.794542974
1073,nagaland,2018,4,Financial Services,587,216127.40846239947
1074,nagaland,2018,4,Others,1792,1754940.4912408509
1075,nagaland,2018,3,Recharge & bill payments,54885,12664922.724117381
1076,nagaland,2018,3,Peer-to-peer payments,33930,223964723.15160483
1077,nagaland,2018,3,Merchant payments,3518,3631042.2777308393
1078,nagaland,2018,3,Financial Services,460,125171.61850935029
1079,nagaland,2018,3,Others,1578,1406883.1646908007
1080,nagaland,2022,1,Peer-to-peer payments,963378,4798355631.574022
1081,nagaland,2022,1,Recharge & bill payments,529038,175942440.62210858
1082,nagaland,2022,1,Merchant payments,425336,563650239.9471383
1083,nagaland,2022,1,Financial Services,2022,2503998.824974763
1084,nagaland,2022,1,Others,6178,4499397.927512417
1085,nagaland,2022,2,Peer-to-peer payments,1032542,4933041257.229492
1086,nagaland,2022,2,Merchant payments,513456,640665988.1540827
1087,nagaland,2022,2,Recharge & bill payments,479322,162238616.41478142
1088,nagaland,2022,2,Financial Services,1547,1519503.219426635
1089,nagaland,2022,2,Others,4462,2819984.0024981033
1090,nagaland,2022,4,Peer-to-peer payments,1314122,5888068476.789
1091,nagaland,2022,4,Merchant payments,647805,906834415.4525998
1092,nagaland,2022,4,Recharge & bill payments,508230,170028535.796474
1093,nagaland,2022,4,Financial Services,2104,1909585.0695077945
1094,nagaland,2022,4,Others,3944,3125371.2064643847
1095,nagaland,2022,3,Peer-to-peer payments,990896,4568905305.863961
1096,nagaland,2022,3,Merchant payments,467257,642368278.6360128
1097,nagaland,2022,3,Recharge & bill payments,430854,148324294.67210707
1098,nagaland,2022,3,Financial Services,1479,2345498.6025009975
1099,nagaland,2022,3,Others,3627,2457117.2762476145
1100,delhi,2023,1,Merchant payments,246682850,116053064134.0
1101,delhi,2023,1,Peer-to-peer payments,135403837,460727324748.0
1102,delhi,2023,1,Recharge & bill payments,26976608,33945163887.0
1103,delhi,2023,1,Financial Services,206979,275072622.0
1104,delhi,2023,1,Others,482829,402484189.0
1105,delhi,2023,2,Merchant payments,300493650,126927948779.0
1106,delhi,2023,2,Peer-to-peer payments,151909146,498879007930.0
1107,delhi,2023,2,Recharge & bill payments,29059235,35251178665.0
1108,delhi,2023,2,Financial Services,219538,302441499.0
1109,delhi,2023,2,Others,457429,367938784.0
1110,delhi,2020,1,Merchant payments,33951545,14470782771.054684
1111,delhi,2020,1,Peer-to-peer payments,32410795,108987600006.3667
1112,delhi,2020,1,Recharge & bill payments,12822919,9498791147.929193
1113,delhi,2020,1,Financial Services,46529,39908838.24852887
1114,delhi,2020,1,Others,2515816,619460878.9909673
1115,delhi,2020,2,Peer-to-peer payments,27155938,86227124454.10175
1116,delhi,2020,2,Merchant payments,24963931,12708327043.868336
1117,delhi,2020,2,Recharge & bill payments,13568505,8699886044.040596
1118,delhi,2020,2,Financial Services,64790,75405868.16164647
1119,delhi,2020,2,Others,288854,162694793.15869594
1120,delhi,2020,4,Merchant payments,54581166,31106554562.7951
1121,delhi,2020,4,Peer-to-peer payments,49631928,171546055992.1488
1122,delhi,2020,4,Recharge & bill payments,14862946,12921793576.576857
1123,delhi,2020,4,Financial Services,114862,160007919.76894268
1124,delhi,2020,4,Others,1349515,530676173.2537967
1125,delhi,2020,3,Peer-to-peer payments,41498638,140074023548.15637
1126,delhi,2020,3,Merchant payments,40973792,21858176583.0589
1127,delhi,2020,3,Recharge & bill payments,13448341,12883226305.336546
1128,delhi,2020,3,Financial Services,85689,114341865.2645722
1129,delhi,2020,3,Others,485401,234194502.8442282
1130,delhi,2019,1,Peer-to-peer payments,20216287,48250023720.99173
1131,delhi,2019,1,Merchant payments,13875931,3996618719.7994804
1132,delhi,2019,1,Recharge & bill payments,10744978,5521320539.356212
1133,delhi,2019,1,Financial Services,223095,30997039.697555833
1134,delhi,2019,1,Others,1947036,670171769.6522964
1135,delhi,2019,2,Merchant payments,20891431,6816878922.844399
1136,delhi,2019,2,Peer-to-peer payments,20570311,65953571241.26435
1137,delhi,2019,2,Recharge & bill payments,12869453,8035701902.391765
1138,delhi,2019,2,Financial Services,137774,33985068.68378611
1139,delhi,2019,2,Others,2702543,866678928.4439986
1140,delhi,2019,4,Peer-to-peer payments,33040093,105858524152.38443
1141,delhi,2019,4,Merchant payments,32537378,12864577363.070576
1142,delhi,2019,4,Recharge & bill payments,11609898,9500486080.98845
1143,delhi,2019,4,Financial Services,57063,21512527.973989226
1144,delhi,2019,4,Others,3500565,779367300.4732571
1145,delhi,2019,3,Merchant payments,29453368,9857221391.940361
1146,delhi,2019,3,Peer-to-peer payments,25201978,81904443496.29778
1147,delhi,2019,3,Recharge & bill payments,11133404,10406524192.884487
1148,delhi,2019,3,Financial Services,92061,27952186.986432005
1149,delhi,2019,3,Others,3657065,1000670778.3478061
1150,delhi,2021,1,Merchant payments,72615587,39861532639.012344
1151,delhi,2021,1,Peer-to-peer payments,61957428,210823551741.40936
1152,delhi,2021,1,Recharge & bill payments,21164274,15447408658.778738
1153,delhi,2021,1,Financial Services,153039,203106852.42387855
1154,delhi,2021,1,Others,1468676,592745151.8683048
1155,delhi,2021,2,Merchant payments,75620295,42933366743.23575
1156,delhi,2021,2,Peer-to-peer payments,68497718,223034955527.75317
1157,delhi,2021,2,Recharge & bill payments,25026678,15310096462.746447
1158,delhi,2021,2,Financial Services,158170,190019761.49741396
1159,delhi,2021,2,Others,854403,472659189.30861247
1160,delhi,2021,4,Merchant payments,149204611,88990516304.07437
1161,delhi,2021,4,Peer-to-peer payments,112380292,376556972334.1598
1162,delhi,2021,4,Recharge & bill payments,30127352,22290161823.248642
1163,delhi,2021,4,Financial Services,199280,287950130.24921745
1164,delhi,2021,4,Others,771824,569713470.6592032
1165,delhi,2021,3,Merchant payments,115250887,64006915630.53262
1166,delhi,2021,3,Peer-to-peer payments,93292876,298005532606.47
1167,delhi,2021,3,Recharge & bill payments,28427032,20934734871.908962
1168,delhi,2021,3,Financial Services,144460,220660990.22066334
1169,delhi,2021,3,Others,1645353,690472449.1489255
1170,delhi,2018,1,Recharge & bill payments,3947297,1320559612.770412
1171,delhi,2018,1,Peer-to-peer payments,2380820,9125685134.894358
1172,delhi,2018,1,Merchant payments,339809,375393115.19131327
1173,delhi,2018,1,Financial Services,136240,45588429.271575734
1174,delhi,2018,1,Others,318588,344277514.7923026
1175,delhi,2018,2,Recharge & bill payments,4511737,2078183615.8006349
1176,delhi,2018,2,Peer-to-peer payments,3542716,14348179103.109837
1177,delhi,2018,2,Merchant payments,837001,631597790.6002588
1178,delhi,2018,2,Financial Services,205991,66584728.19594695
1179,delhi,2018,2,Others,276278,321754664.4984691
1180,delhi,2018,4,Peer-to-peer payments,9973249,32389252494.75772
1181,delhi,2018,4,Merchant payments,9958967,2738429838.939273
1182,delhi,2018,4,Recharge & bill payments,7483633,3961160542.570066
1183,delhi,2018,4,Financial Services,265004,58162003.43614492
1184,delhi,2018,4,Others,1506866,575852739.0031943
1185,delhi,2018,3,Peer-to-peer payments,8557153,22670122888.868217
1186,delhi,2018,3,Recharge & bill payments,5305635,3261844270.537241
1187,delhi,2018,3,Merchant payments,3808395,1048422633.7093576
1188,delhi,2018,3,Financial Services,274526,45051151.35143036
1189,delhi,2018,3,Others,601339,350405916.1523186
1190,delhi,2022,1,Merchant payments,174454937,98212381475.57239
1191,delhi,2022,1,Peer-to-peer payments,125111881,415305045689.30945
1192,delhi,2022,1,Recharge & bill payments,29435981,22482865572.904938
1193,delhi,2022,1,Financial Services,195184,271039329.10874933
1194,delhi,2022,1,Others,1801878,693588769.393249
1195,delhi,2022,2,Merchant payments,233412802,121657706565.01256
1196,delhi,2022,2,Peer-to-peer payments,143447534,480685895058.7076
1197,delhi,2022,2,Recharge & bill payments,32971294,26876059610.022118
1198,delhi,2022,2,Financial Services,160827,209425798.82013166
1199,delhi,2022,2,Others,641727,426563425.65446466
1200,delhi,2022,4,Merchant payments,305621913,153114813286.24423
1201,delhi,2022,4,Peer-to-peer payments,171970100,559069397370.8649
1202,delhi,2022,4,Recharge & bill payments,36775874,31954251758.09231
1203,delhi,2022,4,Financial Services,228639,299454652.77800566
1204,delhi,2022,4,Others,606931,477098950.59646183
1205,delhi,2022,3,Merchant payments,276635347,134292748569.06271
1206,delhi,2022,3,Peer-to-peer payments,160580425,509428627035.3385
1207,delhi,2022,3,Recharge & bill payments,37572389,33177115465.46472
1208,delhi,2022,3,Financial Services,195218,265479580.4156591
1209,delhi,2022,3,Others,608782,448676465.8346823
1210,telangana,2023,1,Merchant payments,830385203,369961744486.0
1211,telangana,2023,1,Peer-to-peer payments,522865792,1898813645344.0
1212,telangana,2023,1,Recharge & bill payments,86187673,102787343319.0
1213,telangana,2023,1,Financial Services,326874,458821191.0
1214,telangana,2023,1,Others,565916,560179944.0
1215,telangana,2023,2,Merchant payments,977182965,429169888297.0
1216,telangana,2023,2,Peer-to-peer payments,593322476,2155918289810.0
1217,telangana,2023,2,Recharge & bill payments,94107914,112036624317.0
1218,telangana,2023,2,Financial Services,354045,517795343.0
1219,telangana,2023,2,Others,463571,507337241.0
1220,telangana,2020,1,Peer-to-peer payments,95668911,327641798044.80554
1221,telangana,2020,1,Merchant payments,76818285,31076431477.91269
1222,telangana,2020,1,Recharge & bill payments,26324268,12324266104.564993
1223,telangana,2020,1,Financial Services,88184,59500639.38684589
1224,telangana,2020,1,Others,509877,241784101.54604858
1225,telangana,2020,2,Peer-to-peer payments,76683293,279478553909.7438
1226,telangana,2020,2,Merchant payments,44181999,26712043204.891262
1227,telangana,2020,2,Recharge & bill payments,30885875,15106945863.857046
1228,telangana,2020,2,Financial Services,116776,134169906.74750492
1229,telangana,2020,2,Others,187200,100126467.191328
1230,telangana,2020,4,Peer-to-peer payments,160607487,591976601278.5154
1231,telangana,2020,4,Merchant payments,143897953,81725950703.21272
1232,telangana,2020,4,Recharge & bill payments,38174710,22006183348.80398
1233,telangana,2020,4,Financial Services,230134,275357720.01805824
1234,telangana,2020,4,Others,733503,366346176.40682477
1235,telangana,2020,3,Peer-to-peer payments,116668399,437459188905.0534
1236,telangana,2020,3,Merchant payments,86836471,49743225885.179474
1237,telangana,2020,3,Recharge & bill payments,32352860,18378477087.576897
1238,telangana,2020,3,Financial Services,195857,223377023.50525153
1239,telangana,2020,3,Others,318539,156875854.55487928
1240,telangana,2019,1,Peer-to-peer payments,40488967,87361237975.49301
1241,telangana,2019,1,Merchant payments,12341901,4144368545.535969
1242,telangana,2019,1,Recharge & bill payments,11525394,3619117615.485172
1243,telangana,2019,1,Financial Services,463688,54547989.275453925
1244,telangana,2019,1,Others,470752,343989909.8750894
1245,telangana,2019,2,Peer-to-peer payments,46741594,141095702899.16147
1246,telangana,2019,2,Merchant payments,25682382,8442740781.469844
1247,telangana,2019,2,Recharge & bill payments,16225017,5603477828.5489645
1248,telangana,2019,2,Financial Services,252173,43627344.86329399
1249,telangana,2019,2,Others,709213,490894328.3915366
1250,telangana,2019,4,Peer-to-peer payments,82587060,249346680995.99316
1251,telangana,2019,4,Merchant payments,59347809,21510626607.08445
1252,telangana,2019,4,Recharge & bill payments,20797056,9561315124.602655
1253,telangana,2019,4,Financial Services,137291,33453857.404595934
1254,telangana,2019,4,Others,703042,294688962.659046
1255,telangana,2019,3,Peer-to-peer payments,59981113,180342868388.36203
1256,telangana,2019,3,Merchant payments,44035953,14308557740.55424
1257,telangana,2019,3,Recharge & bill payments,16437222,6793699069.387364
1258,telangana,2019,3,Financial Services,183163,39617186.74048498
1259,telangana,2019,3,Others,857925,445278745.3818412
1260,telangana,2021,1,Merchant payments,185230619,95927278280.53006
1261,telangana,2021,1,Peer-to-peer payments,179738195,676276353116.8419
1262,telangana,2021,1,Recharge & bill payments,46371555,26447601338.53346
1263,telangana,2021,1,Financial Services,262473,320153410.17969453
1264,telangana,2021,1,Others,969268,387877900.5044867
1265,telangana,2021,2,Peer-to-peer payments,230861833,872151973637.885
1266,telangana,2021,2,Merchant payments,205232899,123207789311.2962
1267,telangana,2021,2,Recharge & bill payments,58637866,31877277168.343227
1268,telangana,2021,2,Financial Services,278546,300569264.1443888
1269,telangana,2021,2,Others,856400,420723415.91505665
1270,telangana,2021,4,Merchant payments,376584215,212974766412.01556
1271,telangana,2021,4,Peer-to-peer payments,331774591,1204991223519.016
1272,telangana,2021,4,Recharge & bill payments,66477036,44760398983.30789
1273,telangana,2021,4,Financial Services,298871,392141743.6705663
1274,telangana,2021,4,Others,855060,639658842.8998816
1275,telangana,2021,3,Merchant payments,286735350,159227310549.39368
1276,telangana,2021,3,Peer-to-peer payments,271436926,981754679241.0405
1277,telangana,2021,3,Recharge & bill payments,62744121,36434881136.01624
1278,telangana,2021,3,Financial Services,235519,329138539.4612142
1279,telangana,2021,3,Others,1734852,543116826.3422191
1280,telangana,2018,1,Recharge & bill payments,4209319,831912767.5937189
1281,telangana,2018,1,Peer-to-peer payments,3307245,11748268950.760422
1282,telangana,2018,1,Merchant payments,351474,282899066.6137372
1283,telangana,2018,1,Financial Services,262876,57011875.36233704
1284,telangana,2018,1,Others,391852,388111458.2121352
1285,telangana,2018,2,Peer-to-peer payments,4784079,20748520742.57553
1286,telangana,2018,2,Recharge & bill payments,4686542,1274130053.834579
1287,telangana,2018,2,Merchant payments,701082,551696487.3185428
1288,telangana,2018,2,Financial Services,277805,85498213.25384143
1289,telangana,2018,2,Others,315162,357356020.669816
1290,telangana,2018,4,Peer-to-peer payments,15571288,44541667501.74112
1291,telangana,2018,4,Recharge & bill payments,7121135,2165870863.16865
1292,telangana,2018,4,Merchant payments,5315161,2356841304.9649296
1293,telangana,2018,4,Financial Services,392423,64569231.23559249
1294,telangana,2018,4,Others,521147,380139546.93821603
1295,telangana,2018,3,Peer-to-peer payments,11560952,29253505738.828743
1296,telangana,2018,3,Recharge & bill payments,5328881,1568136060.627837
1297,telangana,2018,3,Merchant payments,1770075,855534175.4794186
1298,telangana,2018,3,Financial Services,307312,52554123.97376218
1299,telangana,2018,3,Others,365483,300363110.81379545
1300,telangana,2022,1,Merchant payments,449186799,243841863780.6793
1301,telangana,2022,1,Peer-to-peer payments,368048408,1375289566667.7056
1302,telangana,2022,1,Recharge & bill payments,66352138,50470450179.88254
1303,telangana,2022,1,Financial Services,284035,394283511.9410973
1304,telangana,2022,1,Others,2582005,642005688.7661512
1305,telangana,2022,2,Merchant payments,565370506,307468406704.909
1306,telangana,2022,2,Peer-to-peer payments,422056582,1580014085694.835
1307,telangana,2022,2,Recharge & bill payments,75099130,63136761649.3931
1308,telangana,2022,2,Financial Services,245023,324857780.5553103
1309,telangana,2022,2,Others,611316,470432687.3850265
1310,telangana,2022,4,Merchant payments,1002521735,491556008133.53546
1311,telangana,2022,4,Peer-to-peer payments,694612831,2393380395296.8516
1312,telangana,2022,4,Recharge & bill payments,121188131,92136759501.42021
1313,telangana,2022,4,Financial Services,401838,498719426.0054372
1314,telangana,2022,4,Others,782297,680680558.3343163
1315,telangana,2022,3,Merchant payments,880414292,447150646953.73706
1316,telangana,2022,3,Peer-to-peer payments,626830752,2170173323588.53
1317,telangana,2022,3,Recharge & bill payments,119779835,87937210666.27194
1318,telangana,2022,3,Financial Services,340458,442783619.09123904
1319,telangana,2022,3,Others,800064,621900924.4423015
1320,rajasthan,2023,1,Merchant payments,484552414,276693132279.0
1321,rajasthan,2023,1,Peer-to-peer payments,353301155,1216864232698.0
1322,rajasthan,2023,1,Recharge & bill payments,82232131,60583110261.0
1323,rajasthan,2023,1,Financial Services,259195,274450998.0
1324,rajasthan,2023,1,Others,751791,498449614.0
1325,rajasthan,2023,2,Merchant payments,592487449,310487787699.0
1326,rajasthan,2023,2,Peer-to-peer payments,389865502,1321457235324.0
1327,rajasthan,2023,2,Recharge & bill payments,90082184,65720609268.0
1328,rajasthan,2023,2,Financial Services,289948,328805088.0
1329,rajasthan,2023,2,Others,734255,461148921.0
1330,rajasthan,2020,1,Peer-to-peer payments,48269912,165468574323.88968
1331,rajasthan,2020,1,Merchant payments,27880848,13643061482.35596
1332,rajasthan,2020,1,Recharge & bill payments,25631131,10961167179.81334
1333,rajasthan,2020,1,Financial Services,72604,34466606.25327997
1334,rajasthan,2020,1,Others,404317,200968968.6958118
1335,rajasthan,2020,2,Peer-to-peer payments,49160792,166176386876.30048
1336,rajasthan,2020,2,Recharge & bill payments,31681776,13014051935.53691
1337,rajasthan,2020,2,Merchant payments,20756594,14354151782.39264
1338,rajasthan,2020,2,Financial Services,92875,76662259.20544848
1339,rajasthan,2020,2,Others,262619,142020149.829893
1340,rajasthan,2020,4,Peer-to-peer payments,88730951,321280847680.95026
1341,rajasthan,2020,4,Merchant payments,67367264,46142484518.08269
1342,rajasthan,2020,4,Recharge & bill payments,33455755,18123908525.97014
1343,rajasthan,2020,4,Financial Services,169294,136058685.85299307
1344,rajasthan,2020,4,Others,560171,351480425.6482615
1345,rajasthan,2020,3,Peer-to-peer payments,73247856,249006720239.33432
1346,rajasthan,2020,3,Merchant payments,45149210,27714680562.343937
1347,rajasthan,2020,3,Recharge & bill payments,30148875,16650017440.553333
1348,rajasthan,2020,3,Financial Services,146383,113675141.51464571
1349,rajasthan,2020,3,Others,396352,193212778.7117864
1350,rajasthan,2019,1,Peer-to-peer payments,27621606,55246071722.22856
1351,rajasthan,2019,1,Recharge & bill payments,11650961,3821181816.6204696
1352,rajasthan,2019,1,Merchant payments,3921438,1664209334.5681162
1353,rajasthan,2019,1,Financial Services,359993,36340412.57538466
1354,rajasthan,2019,1,Others,402042,373355289.5614773
1355,rajasthan,2019,2,Peer-to-peer payments,25257679,79466464089.34059
1356,rajasthan,2019,2,Recharge & bill payments,14968290,5709279550.854211
1357,rajasthan,2019,2,Merchant payments,9026751,3435472167.201069
1358,rajasthan,2019,2,Financial Services,182685,34134486.762421735
1359,rajasthan,2019,2,Others,573881,461962878.5071422
1360,rajasthan,2019,4,Peer-to-peer payments,43354317,140449134717.291
1361,rajasthan,2019,4,Recharge & bill payments,20604852,9028860435.054995
1362,rajasthan,2019,4,Merchant payments,20544791,9721826538.354998
1363,rajasthan,2019,4,Financial Services,101805,25014672.38444693
1364,rajasthan,2019,4,Others,468477,227573686.58499068
1365,rajasthan,2019,3,Peer-to-peer payments,29885618,97443950786.5758
1366,rajasthan,2019,3,Merchant payments,19646612,6705923742.563935
1367,rajasthan,2019,3,Recharge & bill payments,16970783,7872719571.602099
1368,rajasthan,2019,3,Financial Services,217029,37899900.33366185
1369,rajasthan,2019,3,Others,583575,407796030.8547787
1370,rajasthan,2021,1,Peer-to-peer payments,116733195,408190388154.2274
1371,rajasthan,2021,1,Merchant payments,96394132,61936457709.223076
1372,rajasthan,2021,1,Recharge & bill payments,38919519,20855464604.344055
1373,rajasthan,2021,1,Financial Services,192936,162581466.93308985
1374,rajasthan,2021,1,Others,491137,347689722.9177618
1375,rajasthan,2021,2,Peer-to-peer payments,139277445,467784146764.7472
1376,rajasthan,2021,2,Merchant payments,97860493,69922875807.46701
1377,rajasthan,2021,2,Recharge & bill payments,49501703,23387103755.819714
1378,rajasthan,2021,2,Financial Services,216441,186606893.61035594
1379,rajasthan,2021,2,Others,620957,422031947.60023904
