,State,Year,Quarter,District_Pincode,Transaction_count,Transaction_amount
3339,goa,2019,1,403516,49429,120568641.04708979
3340,goa,2019,1,403001,48157,117126419.80409841
3341,goa,2019,1,403601,40500,72041015.08431391
3342,goa,2019,1,403401,34688,69409662.83687635
3343,goa,2019,1,403507,25462,54691868.07654284
3344,goa,2019,1,403521,24945,51936751.3167674
3345,goa,2019,1,403802,23939,57966580.45296638
3346,goa,2019,1,403710,19391,25831797.922720797
3347,goa,2019,1,403515,18550,50212250.01811467
3348,goa,2019,2,403516,57502,140158213.78222042
3349,goa,2019,2,403001,50187,132034209.74153921
3350,goa,2019,2,403722,46052,69733882.07660605
3351,goa,2019,2,403601,44713,84650318.23221943
3352,goa,2019,2,403401,35486,73280500.60831174
3353,goa,2019,2,403802,26923,62896772.91372284
3354,goa,2019,2,403521,26720,60016280.44808927
3355,goa,2019,2,403507,26362,55923459.27119877
3356,goa,2019,2,403005,22682,46886341.52291346
3357,goa,2019,2,403515,19989,53445689.19045977
3358,goa,2019,4,403516,135378,292464329.40128493
3359,goa,2019,4,403001,106136,274328742.6405559
3360,goa,2019,4,403601,82485,154011504.60519874
3361,goa,2019,4,403722,69794,101338410.79671639
3362,goa,2019,4,403401,67906,126015373.96237186
3363,goa,2019,4,403521,62840,110927788.74862257
3364,goa,2019,4,403507,55086,106950656.23655891
3365,goa,2019,4,403802,47438,99171215.86013775
3366,goa,2019,4,403515,45767,103157548.62163651
3367,goa,2019,4,403509,44608,88622164.20410326
3368,goa,2019,3,403001,76717,190634992.80205646
3369,goa,2019,3,403516,72782,153953785.33328107
3370,goa,2019,3,403601,65384,112165356.47320148
3371,goa,2019,3,403722,58525,81441507.5393357
3372,goa,2019,3,403401,53766,100238324.18056624
3373,goa,2019,3,403521,43429,77069541.92646293
3374,goa,2019,3,403507,39517,70585529.42320849
3375,goa,2019,3,403802,38669,80096433.45362031
3376,goa,2019,3,403515,27668,61086760.88481556
3377,goa,2019,3,403005,27014,66619911.01644364
3378,goa,2021,1,403001,900379,1813311525.497085
3379,goa,2021,1,403516,608783,1124876181.580154
3380,goa,2021,1,403509,219443,342997313.27164125
3381,goa,2021,1,403601,216236,392116727.1101128
3382,goa,2021,1,403518,198518,343463927.6784506
3383,goa,2021,1,403401,194115,355392238.3083636
3384,goa,2021,1,403515,174697,370042392.7646188
3385,goa,2021,1,403722,171177,217740794.93573526
3386,goa,2021,1,403802,159496,283329944.4390445
3387,goa,2021,1,403507,154751,292443367.5895457
3388,goa,2021,2,403001,1001588,1763922715.9206922
3389,goa,2021,2,403601,223522,384320497.3764209
3390,goa,2021,2,403401,221939,398131964.4125824
3391,goa,2021,2,403516,193862,342436816.4245352
3392,goa,2021,2,403722,190515,229145844.03707737
3393,goa,2021,2,403802,168897,286209153.45422065
3394,goa,2021,2,403507,140659,261136158.75062644
3395,goa,2021,2,403521,121990,201416435.32689095
3396,goa,2021,2,403512,110023,182998989.97435188
3397,goa,2021,2,403706,103193,169324337.47858804
3398,goa,2021,4,403001,1935051,3497234194.7621446
3399,goa,2021,4,403516,1192672,2016364161.2772582
3400,goa,2021,4,403601,464535,800465316.2670435
3401,goa,2021,4,403509,437149,679267238.5503191
3402,goa,2021,4,403401,401455,707421144.5787781
3403,goa,2021,4,403518,399671,642590923.3267617
3404,goa,2021,4,403515,367244,714821614.0033742
3405,goa,2021,4,403802,329794,511366456.2412397
3406,goa,2021,4,403507,324042,563749463.5254459
3407,goa,2021,4,403722,321484,375250790.9597401
3408,goa,2021,3,403001,1269330,2044070749.06711
3409,goa,2021,3,403516,395262,638515757.9112428
3410,goa,2021,3,403601,317882,555045295.1688402
3411,goa,2021,3,403401,286827,512751065.2781217
3412,goa,2021,3,403722,251178,289428212.9580049
3413,goa,2021,3,403802,237796,371935773.5213637
3414,goa,2021,3,403507,204635,367216100.16554654
3415,goa,2021,3,403509,164288,246987777.71069813
3416,goa,2021,3,403521,154967,238410595.37245578
3417,goa,2021,3,403512,142394,230076995.43356198
3418,goa,2018,1,403401,9837,17568338.79799645
3419,goa,2018,1,403722,9744,11322633.100998443
3420,goa,2018,1,403001,9291,25097908.117774002
3421,goa,2018,1,403516,8665,20955481.734586556
3422,goa,2018,1,403601,7816,15253400.125428408
3423,goa,2018,1,403802,5727,15622484.682305358
3424,goa,2018,1,403507,5612,11326760.334392622
3425,goa,2018,1,403521,5338,9688097.036790483
3426,goa,2018,1,403005,4803,7997260.160450119
3427,goa,2018,1,403804,4750,6591109.622970567
3428,goa,2018,2,403001,14264,42305543.14160389
3429,goa,2018,2,403722,14234,21311964.080055088
3430,goa,2018,2,403401,12720,24033686.038916767
3431,goa,2018,2,403601,12610,25616691.07949473
3432,goa,2018,2,403516,11029,31197737.216437142
3433,goa,2018,2,403802,8562,22358630.0928068
3434,goa,2018,2,403507,8020,16272457.977497825
3435,goa,2018,2,403521,7639,17220070.153678477
3436,goa,2018,2,403804,6900,11804389.773063881
3437,goa,2018,2,403005,5665,11613049.902262434
3438,goa,2018,4,403722,35544,50505207.291698724
3439,goa,2018,4,403001,32336,92617451.5407976
3440,goa,2018,4,403516,28227,80392196.0785678
3441,goa,2018,4,403601,26619,61260100.20156902
3442,goa,2018,4,403401,25089,52196415.07646713
3443,goa,2018,4,403521,18212,42707960.5111669
3444,goa,2018,4,403507,17757,39324040.12836148
3445,goa,2018,4,403802,16922,45556297.049840055
3446,goa,2018,4,403710,14586,20619676.600668464
3447,goa,2018,4,403515,12864,36191963.10593755
3448,goa,2018,3,403722,22917,33996326.905014634
3449,goa,2018,3,403001,22113,65175719.31863793
3450,goa,2018,3,403601,17903,40436318.02285242
3451,goa,2018,3,403401,16296,32348257.544165842
3452,goa,2018,3,403516,14608,40797130.68329917
3453,goa,2018,3,403521,11974,24385856.599048506
3454,goa,2018,3,403507,11946,24276446.699803285
3455,goa,2018,3,403802,11877,35494034.94870578
3456,goa,2018,3,403710,10563,13827083.058513794
3457,goa,2018,3,403804,8901,15925722.27251947
3458,goa,2022,1,403001,2218382,3849342160.883536
3459,goa,2022,1,403516,1184397,1857474633.5399528
3460,goa,2022,1,403601,520482,871831234.4884224
3461,goa,2022,1,403401,448371,779844720.1042322
3462,goa,2022,1,403509,431325,631078591.084168
3463,goa,2022,1,403518,389844,583453717.5851089
3464,goa,2022,1,403802,383586,579215263.7718663
3465,goa,2022,1,403507,375607,633332980.3002012
3466,goa,2022,1,403515,366783,668639001.0601594
3467,goa,2022,1,403722,352413,387050031.81609297
3468,goa,2022,2,403001,2800103,4813402074.055575
3469,goa,2022,2,403516,1439820,2301577602.2906885
3470,goa,2022,2,403601,607869,1021676601.4450332
3471,goa,2022,2,403401,507069,846827682.8290693
3472,goa,2022,2,403518,478632,716800766.1650076
3473,goa,2022,2,403802,451143,662134760.2385962
3474,goa,2022,2,403509,447804,669655284.3656847
3475,goa,2022,2,403507,428555,712951425.2703474
3476,goa,2022,2,403722,417201,432896368.2479522
3477,goa,2022,2,403515,416577,744458372.7928652
3478,goa,2022,4,403516,1982311,2953947926.863951
3479,goa,2022,4,403001,1382900,2655630408.285596
3480,goa,2022,4,403802,1111346,1351437573.5668936
3481,goa,2022,4,403401,731429,946991512.7773011
3482,goa,2022,4,403509,719878,989478996.6576272
3483,goa,2022,4,403601,719116,1147530118.0159225
3484,goa,2022,4,403518,600002,882873127.7779348
3485,goa,2022,4,403515,595491,1028478412.8185902
3486,goa,2022,4,403507,540506,830155737.7467749
3487,goa,2022,4,403722,487326,460166681.4025325
3488,goa,2022,3,403001,1365759,2544949835.9234076
3489,goa,2022,3,403516,1074672,1660765761.4184957
3490,goa,2022,3,403802,845280,1075071142.666737
3491,goa,2022,3,403601,718426,1066730836.1970854
3492,goa,2022,3,403401,551495,914585154.5429705
3493,goa,2022,3,403722,451398,429256606.0564636
3494,goa,2022,3,403509,443250,610242800.8031936
3495,goa,2022,3,403507,422461,646755952.0664686
3496,goa,2022,3,403518,374000,549619765.7036223
3497,goa,2022,3,403521,365018,603704117.7635392
3498,uttarakhand,2023,1,248001,7563043,9147895394.0
3499,uttarakhand,2023,1,263153,3828651,4823926357.0
3500,uttarakhand,2023,1,247667,3811975,5384928851.0
3501,uttarakhand,2023,1,263139,3505061,5028284175.0
3502,uttarakhand,2023,1,248007,3339757,3172142668.0
3503,uttarakhand,2023,1,249403,2660650,3024187492.0
3504,uttarakhand,2023,1,244713,2474746,4065136616.0
3505,uttarakhand,2023,1,247661,1826618,2719073530.0
3506,uttarakhand,2023,1,263148,1710103,2711293844.0
3507,uttarakhand,2023,1,248171,1695030,2127247317.0
3508,uttarakhand,2023,2,248001,8862026,10369873258.0
3509,uttarakhand,2023,2,263153,4687660,5340428932.0
3510,uttarakhand,2023,2,247667,4473809,5963168157.0
3511,uttarakhand,2023,2,263139,4224899,5739538818.0
3512,uttarakhand,2023,2,248007,3851985,3644428627.0
3513,uttarakhand,2023,2,249403,3236488,3344523615.0
3514,uttarakhand,2023,2,244713,3001256,4550003285.0
3515,uttarakhand,2023,2,247661,2229147,3002951754.0
3516,uttarakhand,2023,2,249401,2215163,3308759993.0
3517,uttarakhand,2023,2,263148,2064940,2956528378.0
3518,uttarakhand,2020,1,248001,1786332,3988026320.4777536
3519,uttarakhand,2020,1,248007,456777,423121359.7891923
3520,uttarakhand,2020,1,248008,444610,1023868589.8632491
3521,uttarakhand,2020,1,247667,440223,605930641.9620668
3522,uttarakhand,2020,1,263153,349982,585533642.285765
3523,uttarakhand,2020,1,244713,340753,804445654.1756821
3524,uttarakhand,2020,1,263139,321532,544499522.3794603
3525,uttarakhand,2020,1,249403,304921,490263979.9991224
3526,uttarakhand,2020,1,248011,201227,179433417.24228215
3527,uttarakhand,2020,1,248171,175134,241486120.37241974
3528,uttarakhand,2020,2,248001,1605883,3891229543.3291807
3529,uttarakhand,2020,2,244713,471851,1052070469.9201019
3530,uttarakhand,2020,2,248008,341551,739275137.6642387
3531,uttarakhand,2020,2,263139,334232,557525377.7941996
3532,uttarakhand,2020,2,263153,288730,462912349.8112438
3533,uttarakhand,2020,2,249403,286375,430000238.4739644
3534,uttarakhand,2020,2,247667,284383,532105253.2487458
3535,uttarakhand,2020,2,248007,248918,310496366.3759403
3536,uttarakhand,2020,2,249404,143734,244257971.28494924
3537,uttarakhand,2020,2,247663,139008,243142831.29643518
3538,uttarakhand,2020,4,248001,2980891,6164829357.565722
3539,uttarakhand,2020,4,263139,756093,1375128405.0767896
3540,uttarakhand,2020,4,263153,650610,1149217734.2368836
3541,uttarakhand,2020,4,247667,640410,1252973386.9692411
3542,uttarakhand,2020,4,249403,614781,963656332.8249354
3543,uttarakhand,2020,4,248007,591940,767723394.4352678
3544,uttarakhand,2020,4,244713,442021,926947642.4677958
3545,uttarakhand,2020,4,248008,357756,557105103.2444804
3546,uttarakhand,2020,4,248171,315983,501860164.45772696
3547,uttarakhand,2020,4,248011,283661,315081221.4608587
3548,uttarakhand,2020,3,248001,2312196,5346194976.125801
3549,uttarakhand,2020,3,263139,478339,891271820.2783679
3550,uttarakhand,2020,3,249403,429716,678299720.4778376
3551,uttarakhand,2020,3,247667,414830,821471037.015481
3552,uttarakhand,2020,3,263153,413798,732403830.4361044
3553,uttarakhand,2020,3,248007,343417,480602256.8820094
3554,uttarakhand,2020,3,244713,313065,641068625.4446155
3555,uttarakhand,2020,3,248008,228148,376165491.2637387
3556,uttarakhand,2020,3,249404,193597,346831700.96932405
3557,uttarakhand,2020,3,248171,186840,316719419.139507
3558,uttarakhand,2019,1,263153,657220,469316163.73215765
3559,uttarakhand,2019,1,249403,436576,380263703.0443683
3560,uttarakhand,2019,1,248001,401304,766526622.6810005
3561,uttarakhand,2019,1,247667,258438,414424066.08344054
3562,uttarakhand,2019,1,263139,196891,287655293.505677
3563,uttarakhand,2019,1,244713,192243,230235635.48656127
3564,uttarakhand,2019,1,263453,184728,99380937.81047675
3565,uttarakhand,2019,1,263148,163563,131758081.11330816
3566,uttarakhand,2019,1,262403,141086,60373512.59702644
3567,uttarakhand,2019,1,248007,135145,202736424.67337495
3568,uttarakhand,2019,2,248001,620613,1256102664.8193617
3569,uttarakhand,2019,2,263153,326088,421199215.3932806
3570,uttarakhand,2019,2,247667,290332,539348600.2428769
3571,uttarakhand,2019,2,249403,235916,360098393.4847477
3572,uttarakhand,2019,2,248007,190087,257515796.90672636
3573,uttarakhand,2019,2,263139,182828,334077367.5765989
3574,uttarakhand,2019,2,244713,123414,232629349.89156544
3575,uttarakhand,2019,2,248011,93449,109753782.67832175
3576,uttarakhand,2019,2,263148,87402,137273062.0732267
3577,uttarakhand,2019,2,247661,86399,132475659.08880918
3578,uttarakhand,2019,4,248001,1059516,2100745455.8652391
3579,uttarakhand,2019,4,247667,537593,946481136.4974899
3580,uttarakhand,2019,4,248007,461764,424535745.1600379
3581,uttarakhand,2019,4,263153,315214,526190855.4338092
3582,uttarakhand,2019,4,263139,279153,514366549.28830165
3583,uttarakhand,2019,4,249403,268816,457848608.2643629
3584,uttarakhand,2019,4,248011,195689,171960468.9592616
3585,uttarakhand,2019,4,244713,182713,346605558.12948835
3586,uttarakhand,2019,4,248171,153580,220379870.46129566
3587,uttarakhand,2019,4,248008,142759,266341887.0357869
3588,uttarakhand,2019,3,248001,767605,1540174244.947864
3589,uttarakhand,2019,3,247667,417517,735593346.416783
3590,uttarakhand,2019,3,248007,279515,320185424.72309196
3591,uttarakhand,2019,3,263153,276611,437951603.90910804
3592,uttarakhand,2019,3,249403,234449,386647801.84262353
3593,uttarakhand,2019,3,263139,224088,380462248.6742516
3594,uttarakhand,2019,3,244713,142259,253236589.5388602
3595,uttarakhand,2019,3,249402,118343,134431443.06880024
3596,uttarakhand,2019,3,248171,111154,183256404.28404242
3597,uttarakhand,2019,3,248011,109599,127911090.17625391
3598,uttarakhand,2021,1,248001,5324869,9536164963.687986
3599,uttarakhand,2021,1,248007,898760,931471068.0328355
3600,uttarakhand,2021,1,247667,790377,1421817737.0153162
3601,uttarakhand,2021,1,263139,738439,1396588635.6091926
3602,uttarakhand,2021,1,263153,674116,1188275568.2860146
3603,uttarakhand,2021,1,249403,615179,994876424.6980692
3604,uttarakhand,2021,1,244713,491210,1036318146.992415
3605,uttarakhand,2021,1,244715,423297,937644596.4745378
3606,uttarakhand,2021,1,248011,404106,377608495.00893825
3607,uttarakhand,2021,1,248008,375730,574786906.7277427
3608,uttarakhand,2021,2,248001,6526556,11435673950.176699
3609,uttarakhand,2021,2,263139,839722,1498209768.4433851
3610,uttarakhand,2021,2,263153,782134,1234258997.9395392
3611,uttarakhand,2021,2,247667,757709,1455569594.8295226
3612,uttarakhand,2021,2,248007,733303,878279070.5895553
3613,uttarakhand,2021,2,249403,698461,1022598657.961485
3614,uttarakhand,2021,2,244713,606123,1211826812.413903
3615,uttarakhand,2021,2,244715,604455,1186549267.5837286
3616,uttarakhand,2021,2,248008,398490,627977919.4162813
3617,uttarakhand,2021,2,248011,365687,356464405.7934743
3618,uttarakhand,2021,4,248001,11068155,18148561508.00067
3619,uttarakhand,2021,4,248007,1594982,1653716528.1909637
3620,uttarakhand,2021,4,247667,1517264,2582082698.6690764
3621,uttarakhand,2021,4,263139,1450665,2597625207.0774274
3622,uttarakhand,2021,4,263153,1405754,2136731014.722471
3623,uttarakhand,2021,4,249403,1069125,1460357226.576976
3624,uttarakhand,2021,4,244713,1018792,1979255277.945487
3625,uttarakhand,2021,4,244715,797540,1505453645.3570852
3626,uttarakhand,2021,4,248008,693641,1012191825.4144709
3627,uttarakhand,2021,4,248171,649033,958903387.162571
3628,uttarakhand,2021,3,248001,8324937,13319500529.675585
3629,uttarakhand,2021,3,263139,1135061,1963405156.1872885
3630,uttarakhand,2021,3,263153,1119202,1689387393.2978013
3631,uttarakhand,2021,3,247667,1090253,1899718712.2822504
3632,uttarakhand,2021,3,248007,1021010,1160293548.2029433
3633,uttarakhand,2021,3,249403,899627,1243013113.984358
3634,uttarakhand,2021,3,244713,827142,1556566800.6270976
3635,uttarakhand,2021,3,244715,704754,1305907407.9959831
3636,uttarakhand,2021,3,248008,549521,790813712.5951222
3637,uttarakhand,2021,3,248171,487961,722150745.6060579
3638,uttarakhand,2018,1,263153,97382,90201594.16207603
3639,uttarakhand,2018,1,248001,89373,151056853.48546153
3640,uttarakhand,2018,1,247667,84761,114135232.85621357
3641,uttarakhand,2018,1,249403,64372,83829311.6419271
3642,uttarakhand,2018,1,263139,56578,67293204.08974159
3643,uttarakhand,2018,1,244713,41954,46438732.49565414
3644,uttarakhand,2018,1,248007,34139,43524840.733559445
3645,uttarakhand,2018,1,263148,29444,24621352.16902392
3646,uttarakhand,2018,1,262308,23069,15733801.213291261
3647,uttarakhand,2018,1,249205,22392,27641640.01316791
3648,uttarakhand,2018,2,248001,124628,261465699.4827249
3649,uttarakhand,2018,2,263153,122862,145063523.32861927
3650,uttarakhand,2018,2,247667,101106,177304303.07840964
3651,uttarakhand,2018,2,249403,86805,134656009.67115256
3652,uttarakhand,2018,2,263139,73076,120629942.10377908
3653,uttarakhand,2018,2,244713,56107,79928844.49611677
3654,uttarakhand,2018,2,248007,47627,81577284.76826127
3655,uttarakhand,2018,2,263148,36708,44040057.21188532
3656,uttarakhand,2018,2,249404,29920,50908110.627762645
3657,uttarakhand,2018,2,247663,28202,36267487.3274291
3658,uttarakhand,2018,4,263153,264519,332056289.2598503
3659,uttarakhand,2018,4,248001,228070,531252052.3356142
3660,uttarakhand,2018,4,249403,188152,282389949.0643258
3661,uttarakhand,2018,4,247667,172480,333078596.2365861
3662,uttarakhand,2018,4,263139,127656,239149003.2511149
3663,uttarakhand,2018,4,244713,103256,177882262.30915678
3664,uttarakhand,2018,4,248007,91720,177206887.0064362
3665,uttarakhand,2018,4,263148,71463,93219529.94423802
3666,uttarakhand,2018,4,263145,68440,59299289.998246826
3667,uttarakhand,2018,4,247663,65444,109331823.49106589
3668,uttarakhand,2018,3,263153,183820,224233979.6017964
3669,uttarakhand,2018,3,248001,158956,356760440.1842811
3670,uttarakhand,2018,3,247667,124339,232484536.92244333
3671,uttarakhand,2018,3,263145,120274,74363964.82594573
3672,uttarakhand,2018,3,249403,109385,182498465.54637405
3673,uttarakhand,2018,3,263139,86005,149727880.2296328
3674,uttarakhand,2018,3,244713,72088,127174045.62258382
3675,uttarakhand,2018,3,248007,59787,118593347.2172061
3676,uttarakhand,2018,3,263148,58934,70367905.67486309
3677,uttarakhand,2018,3,262308,43498,49878965.83101928
3678,uttarakhand,2022,1,248001,12852428,20277822711.230972
3679,uttarakhand,2022,1,247667,1721569,2790421609.1410284
3680,uttarakhand,2022,1,263153,1653115,2417325736.5014997
3681,uttarakhand,2022,1,263139,1596769,2768084716.3535624
3682,uttarakhand,2022,1,248007,1524305,1599171772.8646076
3683,uttarakhand,2022,1,249403,1221605,1627923296.575902
3684,uttarakhand,2022,1,244713,1083160,2081126520.8178434
3685,uttarakhand,2022,1,248008,747357,1062543734.7978785
3686,uttarakhand,2022,1,244715,726517,1332204209.22588
3687,uttarakhand,2022,1,248171,714839,1039451786.0124233
3688,uttarakhand,2022,2,248001,16099731,24063699804.410492
3689,uttarakhand,2022,2,247667,2232925,3308837040.1316605
3690,uttarakhand,2022,2,263153,2027566,2767356368.4109807
3691,uttarakhand,2022,2,248007,1967368,1948581310.226903
3692,uttarakhand,2022,2,263139,1947976,3113772494.133789
3693,uttarakhand,2022,2,249403,1455551,1812339835.087684
3694,uttarakhand,2022,2,244713,1265159,2335969960.641697
3695,uttarakhand,2022,2,248008,943245,1261819997.223985
3696,uttarakhand,2022,2,249401,933541,1601558580.552895
3697,uttarakhand,2022,2,248171,904171,1257492260.9619524
3698,uttarakhand,2022,4,248001,27106793,41385899667.74322
3699,uttarakhand,2022,4,263139,2894460,4488892111.012866
3700,uttarakhand,2022,4,263153,2347467,3142585743.6650906
3701,uttarakhand,2022,4,247667,2285738,3392910201.8263783
3702,uttarakhand,2022,4,248007,2118003,2093683215.3964047
3703,uttarakhand,2022,4,262405,2030134,3131538963.06573
3704,uttarakhand,2022,4,249401,1892364,2877286256.291383
3705,uttarakhand,2022,4,249403,1627146,1909337264.5590348
3706,uttarakhand,2022,4,247663,1452971,2292070595.9702287
3707,uttarakhand,2022,4,244713,1428235,2523015588.8752556
3708,uttarakhand,2022,3,248001,19127567,27902445785.856255
3709,uttarakhand,2022,3,263139,3019520,4554975862.678262
3710,uttarakhand,2022,3,263153,2116199,2820472984.914502
3711,uttarakhand,2022,3,247667,2097624,3066932041.076841
3712,uttarakhand,2022,3,249401,1945773,2807845699.2045984
3713,uttarakhand,2022,3,248007,1790626,1873791542.1330996
3714,uttarakhand,2022,3,244713,1558416,2578703123.013892
3715,uttarakhand,2022,3,249403,1491972,1749909963.533571
3716,uttarakhand,2022,3,263148,1143827,1829907196.2538972
3717,uttarakhand,2022,3,248008,975894,1239404731.5307622
3718,haryana,2023,1,122001,20615058,23793998024.0
3719,haryana,2023,1,121004,14647199,20883144494.0
3720,haryana,2023,1,122002,14547437,14211729043.0
3721,haryana,2023,1,121003,10430985,13270331224.0
3722,haryana,2023,1,122004,10061978,9311440879.0
3723,haryana,2023,1,121102,9602941,15454915902.0
3724,haryana,2023,1,122003,9476905,9657026183.0
3725,haryana,2023,1,122006,9138417,12326532331.0
3726,haryana,2023,1,121001,8547847,13588864346.0
3727,haryana,2023,1,122051,8256021,7339800099.0
3728,haryana,2023,2,122001,24907002,26812160057.0
3729,haryana,2023,2,122002,17622968,16160206563.0
3730,haryana,2023,2,121004,17449013,22905929430.0
3731,haryana,2023,2,121003,12219099,14350392287.0
3732,haryana,2023,2,122004,12094043,10297238616.0
3733,haryana,2023,2,122003,11510953,10940336410.0
3734,haryana,2023,2,121102,11462412,16971067322.0
3735,haryana,2023,2,122006,11101618,13745157503.0
3736,haryana,2023,2,121001,9874516,14489429407.0
3737,haryana,2023,2,122051,9700977,7944420455.0
3738,haryana,2020,1,122001,2518796,3354781267.9480944
3739,haryana,2020,1,122002,1915654,2090009620.3531978
3740,haryana,2020,1,122006,1598872,2914095032.706275
3741,haryana,2020,1,124001,1380556,4143138709.6008005
3742,haryana,2020,1,121004,1349793,2101900964.468028
3743,haryana,2020,1,122016,1268953,1255223100.2102506
3744,haryana,2020,1,121003,1226004,1698759221.6396737
3745,haryana,2020,1,122003,1219398,1314632822.859527
3746,haryana,2020,1,131001,1108960,3223842730.7914
3747,haryana,2020,1,132103,1090760,3197522433.722085
3748,haryana,2020,2,122001,1787578,2362256339.0022526
3749,haryana,2020,2,124001,1535139,4695159344.118012
3750,haryana,2020,2,121004,1431346,2078331203.7373283
3751,haryana,2020,2,122006,1319926,2300931577.314651
3752,haryana,2020,2,121003,1307232,1587793505.5677106
3753,haryana,2020,2,132103,1224161,3645484786.66008
3754,haryana,2020,2,121102,1063421,1815882007.778651
3755,haryana,2020,2,122002,1052364,1060760817.6803432
3756,haryana,2020,2,131001,1038150,2903593989.492062
3757,haryana,2020,2,121001,910818,1395961307.3787785
3758,haryana,2020,4,122001,4178803,5577129263.803511
3759,haryana,2020,4,122006,2942150,4657968623.146901
3760,haryana,2020,4,121004,2927164,4900191241.973782
3761,haryana,2020,4,122002,2505152,2626648950.0504613
3762,haryana,2020,4,121003,2423115,3461817063.8688326
3763,haryana,2020,4,122051,2218449,2493078126.41251
3764,haryana,2020,4,121001,1991396,3435441720.027669
3765,haryana,2020,4,121102,1973371,3709174657.0512877
3766,haryana,2020,4,122004,1817807,2080395784.3369126
3767,haryana,2020,4,121002,1658861,2966290678.7202406
3768,haryana,2020,3,122001,2750040,3736046139.5409055
3769,haryana,2020,3,121004,2053928,3228620246.4514713
3770,haryana,2020,3,122006,1981736,3394885969.826559
3771,haryana,2020,3,121003,1700050,2309907147.949795
3772,haryana,2020,3,122051,1555592,1695575689.0567956
3773,haryana,2020,3,122002,1489017,1612712258.6504383
3774,haryana,2020,3,131001,1480219,3915627781.899307
3775,haryana,2020,3,121102,1415060,2449818178.4902806
3776,haryana,2020,3,121001,1384943,2303315107.9209466
3777,haryana,2020,3,121002,1337518,2400460565.4784913
3778,haryana,2019,1,122001,1279353,1610690538.7799742
3779,haryana,2019,1,122006,880058,1428264665.9047258
3780,haryana,2019,1,122051,817073,794561733.7437794
3781,haryana,2019,1,122002,789141,1002099487.8837936
3782,haryana,2019,1,121003,769266,741073594.0128617
3783,haryana,2019,1,122016,744648,703042567.6273274
3784,haryana,2019,1,121004,720302,831357876.5792357
3785,haryana,2019,1,121001,708251,704068641.0203376
3786,haryana,2019,1,122004,662645,612469489.2877004
3787,haryana,2019,1,121005,553358,468262845.4221776
3788,haryana,2019,2,122001,1302753,1838034558.5348384
3789,haryana,2019,2,122006,940668,1554503850.6152406
3790,haryana,2019,2,122002,911727,1139371158.5132747
3791,haryana,2019,2,124001,877416,2246456121.5112395
3792,haryana,2019,2,121004,698826,976470113.4041274
3793,haryana,2019,2,121003,677850,828275878.5055162
3794,haryana,2019,2,132103,670081,1712719369.7588072
3795,haryana,2019,2,121001,667041,825738565.1967301
3796,haryana,2019,2,122016,640667,724809910.8113816
3797,haryana,2019,2,122051,564646,787573380.4633768
3798,haryana,2019,4,122001,2314018,3045015311.5663037
3799,haryana,2019,4,122002,1769062,1943714721.813477
3800,haryana,2019,4,122006,1424982,2468846799.4622493
3801,haryana,2019,4,121004,1156537,1751147693.5036433
3802,haryana,2019,4,122016,1146861,1144189943.3180332
3803,haryana,2019,4,122003,1128922,1182540896.5590973
3804,haryana,2019,4,121003,1104524,1472893260.2857537
3805,haryana,2019,4,124001,1065817,3256517915.957159
3806,haryana,2019,4,121001,945366,1410963051.5909138
3807,haryana,2019,4,122051,916246,1174287255.9938185
3808,haryana,2019,3,122001,1877930,2432566276.474442
3809,haryana,2019,3,122002,1399250,1573185482.5431833
3810,haryana,2019,3,122006,1207075,1953673221.266467
3811,haryana,2019,3,121004,977444,1275466113.3384454
3812,haryana,2019,3,121003,938636,1113320557.3091245
3813,haryana,2019,3,122016,885166,904423422.150563
3814,haryana,2019,3,124001,865290,2531866859.4559975
3815,haryana,2019,3,122003,863587,944248709.5547854
3816,haryana,2019,3,121001,847780,1067565490.8536928
3817,haryana,2019,3,122051,692403,925742530.7095766
3818,haryana,2021,1,122001,4506450,5997258111.473646
3819,haryana,2021,1,122006,4132251,6151670724.079081
3820,haryana,2021,1,121004,3059147,5144005309.059652
3821,haryana,2021,1,122002,2906323,3010145443.6006365
3822,haryana,2021,1,121003,2477817,3588296954.9753823
3823,haryana,2021,1,131001,2348900,5452061577.840082
3824,haryana,2021,1,122051,2288699,2478450893.984387
3825,haryana,2021,1,121002,2134162,3877830476.041177
3826,haryana,2021,1,122004,2040904,2329110399.0921006
3827,haryana,2021,1,121001,2038073,3551904219.5367737
3828,haryana,2021,2,122006,4878161,7207055202.820196
3829,haryana,2021,2,122001,4510890,5990609149.360931
3830,haryana,2021,2,121004,3536549,5951646115.000153
3831,haryana,2021,2,131001,3226708,7142977788.24599
3832,haryana,2021,2,132103,2964087,6591490589.111272
3833,haryana,2021,2,121003,2729292,3870478646.555489
3834,haryana,2021,2,121002,2541633,4653748858.8404045
3835,haryana,2021,2,122002,2505416,2621052083.8195753
3836,haryana,2021,2,121102,2504049,4742370912.036514
3837,haryana,2021,2,122051,2397445,2354510241.669946
3838,haryana,2021,4,122006,8243097,12446013625.324087
3839,haryana,2021,4,122001,7654460,10006718311.566921
3840,haryana,2021,4,121004,5636431,9216385931.59724
3841,haryana,2021,4,122002,5095560,5436208624.384323
3842,haryana,2021,4,132103,4535161,9837178139.119781
3843,haryana,2021,4,131001,4476485,9400470033.415104
3844,haryana,2021,4,121002,4231254,8127531272.098031
3845,haryana,2021,4,121003,4230317,6034510670.847743
3846,haryana,2021,4,121102,3930826,7117844489.156973
