,State,Year,Quarter,District_Pincode,Transaction_count,Transaction_amount
2336,delhi,2018,2,110084,145583,230775723.50731638
2337,delhi,2018,2,110009,133952,226437628.78196448
2338,delhi,2018,4,110006,7532374,11605568511.039162
2339,delhi,2018,4,110011,1004469,1831113485.777926
2340,delhi,2018,4,110092,914584,1110500735.313008
2341,delhi,2018,4,110085,740562,742723940.429451
2342,delhi,2018,4,110096,736161,612895056.8192222
2343,delhi,2018,4,110059,719812,986887698.7894223
2344,delhi,2018,4,110009,564839,493331394.91526395
2345,delhi,2018,4,110044,534021,705540529.5598335
2346,delhi,2018,4,110086,483356,559443729.1885632
2347,delhi,2018,4,110084,444895,498314622.1869528
2348,delhi,2018,3,110006,7198882,9029499185.157822
2349,delhi,2018,3,110011,812288,1413528410.8129315
2350,delhi,2018,3,110092,501827,749989156.376697
2351,delhi,2018,3,110059,361774,646462347.260273
2352,delhi,2018,3,110085,306100,512968657.979638
2353,delhi,2018,3,110009,302774,337973514.38677907
2354,delhi,2018,3,110096,290687,378809324.73291063
2355,delhi,2018,3,110044,272986,459575154.88730574
2356,delhi,2018,3,110017,258015,352574250.94401735
2357,delhi,2018,3,110086,245945,358303967.45790994
2358,delhi,2022,1,110006,112708284,170854549748.09644
2359,delhi,2022,1,110001,53611907,85366127462.83116
2360,delhi,2022,1,110059,6517564,11297429691.411884
2361,delhi,2022,1,110092,5941201,9009246553.242567
2362,delhi,2022,1,110044,4830269,7219702543.544838
2363,delhi,2022,1,110096,4584596,6478571783.238957
2364,delhi,2022,1,110025,4301886,5948489833.09691
2365,delhi,2022,1,110086,4286737,8020809205.490483
2366,delhi,2022,1,110084,3775690,5458246572.274104
2367,delhi,2022,1,110041,3769917,7362518721.575321
2368,delhi,2022,2,110006,139136098,200269818218.75818
2369,delhi,2022,2,110001,66110858,99696334337.04666
2370,delhi,2022,2,110059,7911848,13229721980.598223
2371,delhi,2022,2,110092,7653561,10718218989.295082
2372,delhi,2022,2,110044,5867922,8271727766.638143
2373,delhi,2022,2,110096,5775974,7492470881.603399
2374,delhi,2022,2,110025,5619553,7230302952.727861
2375,delhi,2022,2,110086,5076095,9266499934.113005
2376,delhi,2022,2,110084,4608613,6338184325.3083315
2377,delhi,2022,2,110085,4554877,8379282455.122171
2378,delhi,2022,4,110006,258183697,349487194869.16797
2379,delhi,2022,4,110001,20480539,26584239117.371742
2380,delhi,2022,4,110091,9548765,13433850052.441826
2381,delhi,2022,4,110059,8586883,14036923423.008097
2382,delhi,2022,4,110092,8283981,11402306752.71709
2383,delhi,2022,4,110025,6561517,7929218428.945629
2384,delhi,2022,4,110044,6470704,8894791105.324623
2385,delhi,2022,4,110041,6313451,11528807332.10993
2386,delhi,2022,4,110096,6216504,8186001224.2181835
2387,delhi,2022,4,110086,5461785,9854330085.819221
2388,delhi,2022,3,110006,222465526,294132832922.7636
2389,delhi,2022,3,110001,28526787,37616195388.485214
2390,delhi,2022,3,110011,8581845,11865281418.909304
2391,delhi,2022,3,110059,7992943,13036442355.379208
2392,delhi,2022,3,110092,7839965,10701975487.01072
2393,delhi,2022,3,110091,7698720,10627800097.635551
2394,delhi,2022,3,110041,6489117,11438042921.96499
2395,delhi,2022,3,110044,6061206,8284650031.080469
2396,delhi,2022,3,110096,5849855,7406065685.155811
2397,delhi,2022,3,110025,5742673,7179824596.728046
2398,telangana,2023,1,500072,48884911,69139644856.0
2399,telangana,2023,1,500081,31374325,36780272643.0
2400,telangana,2023,1,500032,28718299,32875192612.0
2401,telangana,2023,1,500018,23264959,32489643589.0
2402,telangana,2023,1,500008,21135167,28955953733.0
2403,telangana,2023,1,500039,20088858,29359185204.0
2404,telangana,2023,1,500055,19030473,29518100880.0
2405,telangana,2023,1,500016,18996218,23577883727.0
2406,telangana,2023,1,502032,17936827,27693805903.0
2407,telangana,2023,1,500084,17271081,23051618991.0
2408,telangana,2023,2,500072,58118143,80065833852.0
2409,telangana,2023,2,500081,37375003,43237645304.0
2410,telangana,2023,2,500032,34638820,39216208745.0
2411,telangana,2023,2,500018,26974616,36911053709.0
2412,telangana,2023,2,500008,24704808,33642085739.0
2413,telangana,2023,2,500039,23227026,33350688487.0
2414,telangana,2023,2,500055,22094402,33386278447.0
2415,telangana,2023,2,500016,21911459,26760357450.0
2416,telangana,2023,2,502032,21399556,32342447532.0
2417,telangana,2023,2,500084,20654221,27099190078.0
2418,telangana,2020,1,500001,63671159,139394865595.49792
2419,telangana,2020,1,500072,5283290,7251265300.592133
2420,telangana,2020,1,500081,4030937,4658668731.2112255
2421,telangana,2020,1,500032,3884043,4343247128.730584
2422,telangana,2020,1,500038,3044785,2780437455.6805067
2423,telangana,2020,1,500016,2821233,3306303138.465645
2424,telangana,2020,1,500018,2528782,3581249603.331252
2425,telangana,2020,1,500039,2180737,3101743455.4914875
2426,telangana,2020,1,506002,2177275,4647570989.458022
2427,telangana,2020,1,505001,1849558,3987730977.830345
2428,telangana,2020,2,500001,39752686,101961882246.87434
2429,telangana,2020,2,500072,2779331,4714390213.642207
2430,telangana,2020,2,506002,2722371,6397270660.953796
2431,telangana,2020,2,500018,1896744,3081395010.7262
2432,telangana,2020,2,505001,1461977,3340696162.1287227
2433,telangana,2020,2,500039,1423767,2242259968.827369
2434,telangana,2020,2,500055,1408700,2447858964.6717243
2435,telangana,2020,2,500037,1403379,2230607212.6782274
2436,telangana,2020,2,502032,1205120,2154217533.0633264
2437,telangana,2020,2,500070,1125474,2262226438.58338
2438,telangana,2020,4,500001,63797806,154104662898.10645
2439,telangana,2020,4,500072,9070883,13937755536.535961
2440,telangana,2020,4,500018,5643815,9675318583.896774
2441,telangana,2020,4,500039,3991810,6396528382.565709
2442,telangana,2020,4,500055,3765251,6495264678.062862
2443,telangana,2020,4,505001,3684087,8231302076.458456
2444,telangana,2020,4,500081,3671481,4383805035.137949
2445,telangana,2020,4,500016,3576713,5064748267.023199
2446,telangana,2020,4,500070,3576367,6881582556.487806
2447,telangana,2020,4,500037,3473445,5673537692.512934
2448,telangana,2020,3,500001,70732132,177532009421.7673
2449,telangana,2020,3,500072,4818327,7901366588.553955
2450,telangana,2020,3,500018,3646086,6746066279.411854
2451,telangana,2020,3,500039,2336855,3855753536.4990525
2452,telangana,2020,3,500055,2240862,3983341841.3421497
2453,telangana,2020,3,505001,2235829,5204420874.87776
2454,telangana,2020,3,500037,2158500,3554512862.563189
2455,telangana,2020,3,500070,2014542,4086431822.0088406
2456,telangana,2020,3,506002,1859437,4359145060.253377
2457,telangana,2020,3,502032,1838354,3319367371.337398
2458,telangana,2019,1,500012,9957548,15399177052.931395
2459,telangana,2019,1,500072,1975646,2764091746.9875956
2460,telangana,2019,1,500038,1697552,1317844518.8662872
2461,telangana,2019,1,500081,1677796,1995814301.698573
2462,telangana,2019,1,500032,1636032,1881682005.7352486
2463,telangana,2019,1,500018,1529944,2182261089.112191
2464,telangana,2019,1,500016,1404149,1499878318.3139966
2465,telangana,2019,1,500039,903371,1095746358.6032581
2466,telangana,2019,1,500033,883497,1292058131.3396442
2467,telangana,2019,1,500060,780372,720324989.7987916
2468,telangana,2019,2,500012,23303184,42709920754.79193
2469,telangana,2019,2,500018,3085949,5218807825.907257
2470,telangana,2019,2,500072,2526725,3574015970.48053
2471,telangana,2019,2,500081,1894273,2386307157.364939
2472,telangana,2019,2,500038,1869936,1544355295.114236
2473,telangana,2019,2,500032,1780144,2227980757.008911
2474,telangana,2019,2,500016,1642976,2049603261.8246489
2475,telangana,2019,2,500050,1496961,2720759059.843043
2476,telangana,2019,2,500033,1480944,2546418815.7266636
2477,telangana,2019,2,500079,1040262,1977428087.8897567
2478,telangana,2019,4,500012,32637373,67244225971.71475
2479,telangana,2019,4,500001,6103514,11566891431.241299
2480,telangana,2019,4,500072,4915329,6225556780.593813
2481,telangana,2019,4,500018,4851385,8542375022.939508
2482,telangana,2019,4,500081,3658793,4133640908.2773466
2483,telangana,2019,4,500032,3474419,3828190545.66564
2484,telangana,2019,4,500038,3153300,2536028435.2275977
2485,telangana,2019,4,500016,2939579,3384960921.0282316
2486,telangana,2019,4,500033,2459039,4111941460.5223675
2487,telangana,2019,4,500050,2339941,4437344455.457349
2488,telangana,2019,3,500012,27360144,55516914964.120514
2489,telangana,2019,3,500018,3915249,6863094038.248659
2490,telangana,2019,3,500072,3798329,4740576706.408675
2491,telangana,2019,3,500081,2753426,3168448499.8658333
2492,telangana,2019,3,500038,2629557,2029388681.6419814
2493,telangana,2019,3,500032,2606169,2945721385.466215
2494,telangana,2019,3,500016,2385216,2712147334.8997617
2495,telangana,2019,3,500033,1967878,3306557806.3959007
2496,telangana,2019,3,500050,1855269,3468735908.6425285
2497,telangana,2019,3,500039,1536671,1936873014.9386618
2498,telangana,2021,1,500001,107274281,218270126529.36053
2499,telangana,2021,1,500072,10520264,15264391308.449902
2500,telangana,2021,1,500018,7159503,11598274057.953592
2501,telangana,2021,1,500081,4728444,5317903334.226204
2502,telangana,2021,1,500016,4385582,5762427603.927832
2503,telangana,2021,1,500039,4354127,6819509471.193953
2504,telangana,2021,1,500055,4029164,6832605636.055994
2505,telangana,2021,1,505001,3830885,8431766336.033277
2506,telangana,2021,1,500038,3830061,4315546333.829466
2507,telangana,2021,1,500070,3797889,7344286754.616329
2508,telangana,2021,2,500001,148864777,315432046413.66345
2509,telangana,2021,2,500072,10572910,17216422936.74786
2510,telangana,2021,2,500018,8266463,14460490857.729868
2511,telangana,2021,2,500055,4647957,8385875879.773148
2512,telangana,2021,2,500039,4555479,7931116247.381447
2513,telangana,2021,2,505001,4419442,10840946405.539165
2514,telangana,2021,2,500037,4123183,6944198147.351139
2515,telangana,2021,2,500008,4116658,6762954140.019281
2516,telangana,2021,2,500070,4072408,8630289664.562225
2517,telangana,2021,2,502032,3806010,7090541212.607969
2518,telangana,2021,4,500001,213053128,398798138080.50854
2519,telangana,2021,4,500072,18702806,29184043437.950966
2520,telangana,2021,4,500018,12702463,20697709558.67371
2521,telangana,2021,4,500081,8541538,10628519362.206837
2522,telangana,2021,4,500016,7623882,10444173793.396725
2523,telangana,2021,4,500039,7572515,12576999877.69634
2524,telangana,2021,4,500055,7434595,12863780360.610619
2525,telangana,2021,4,505001,7132666,16100604693.684223
2526,telangana,2021,4,500008,7087086,11035893878.94763
2527,telangana,2021,4,500070,6635068,13246403511.021183
2528,telangana,2021,3,500001,173430239,335290201877.6652
2529,telangana,2021,3,500072,14524540,22628539273.865894
2530,telangana,2021,3,500018,10182801,16594187696.219566
2531,telangana,2021,3,500039,6212786,10059415278.9652
2532,telangana,2021,3,500055,6087796,10446727300.200508
2533,telangana,2021,3,500081,6083021,7513924136.637562
2534,telangana,2021,3,505001,5829460,12962267281.014135
2535,telangana,2021,3,500016,5677699,7949955022.475481
2536,telangana,2021,3,500008,5643156,8713052726.933613
2537,telangana,2021,3,500070,5569105,10825632646.008186
2538,telangana,2018,1,500012,933013,1643061976.426294
2539,telangana,2018,1,500072,215623,445608318.34719795
2540,telangana,2018,1,500032,160428,316835725.5479444
2541,telangana,2018,1,500081,151698,350891989.2777426
2542,telangana,2018,1,500038,151246,203677310.065389
2543,telangana,2018,1,500016,137306,211814423.28040802
2544,telangana,2018,1,500018,112441,203861708.14332354
2545,telangana,2018,1,505001,112432,168520809.014489
2546,telangana,2018,1,500039,100986,152297504.0434354
2547,telangana,2018,1,500026,94394,188854409.19670594
2548,telangana,2018,2,500012,1024336,2257038218.1929708
2549,telangana,2018,2,500072,297195,699643124.7597772
2550,telangana,2018,2,500032,232439,485053256.8543969
2551,telangana,2018,2,500081,225115,538787867.8776424
2552,telangana,2018,2,500038,200504,308906616.31299764
2553,telangana,2018,2,500016,189347,355197452.597319
2554,telangana,2018,2,500018,151255,319836635.27535856
2555,telangana,2018,2,505001,130067,298618152.8388853
2556,telangana,2018,2,500039,124852,248613831.70402747
2557,telangana,2018,2,500026,118944,282270122.07038534
2558,telangana,2018,4,500012,2576408,4841883809.168822
2559,telangana,2018,4,500072,978014,1574884360.6079535
2560,telangana,2018,4,500038,895344,760635112.1763471
2561,telangana,2018,4,500081,771395,1097591901.883511
2562,telangana,2018,4,500032,769651,1061311574.5361316
2563,telangana,2018,4,500016,706080,833350513.0183806
2564,telangana,2018,4,500018,461691,724904812.767054
2565,telangana,2018,4,500060,435799,429765587.88161254
2566,telangana,2018,4,500039,421393,595977795.5046772
2567,telangana,2018,4,500029,369821,469133418.6571926
2568,telangana,2018,3,500012,1726388,3077635699.337487
2569,telangana,2018,3,500072,549460,1009515709.7381854
2570,telangana,2018,3,500038,535796,508792982.12914383
2571,telangana,2018,3,500032,492305,716119184.664336
2572,telangana,2018,3,504107,461234,217879741.69579607
2573,telangana,2018,3,500081,435889,737317606.0116308
2574,telangana,2018,3,500016,430231,554000289.2947192
2575,telangana,2018,3,500060,274570,304386021.6228584
2576,telangana,2018,3,500029,260895,325136953.40372956
2577,telangana,2018,3,500018,245913,456030786.99653006
2578,telangana,2022,1,500001,248675599,460948755722.1826
2579,telangana,2022,1,500072,20739218,32326218070.30701
2580,telangana,2022,1,500018,12828306,20721253232.749943
2581,telangana,2022,1,500081,9614248,11962556111.21791
2582,telangana,2022,1,500039,8602268,14279519227.676981
2583,telangana,2022,1,500055,8477965,14589584095.827675
2584,telangana,2022,1,500008,8162246,12680603631.351318
2585,telangana,2022,1,500016,8148392,11175639127.495972
2586,telangana,2022,1,505001,7982445,17776895373.23894
2587,telangana,2022,1,500032,7613988,9361896540.618912
2588,telangana,2022,2,500001,296874552,536659038240.45605
2589,telangana,2022,2,500072,25963855,40013861888.54491
2590,telangana,2022,2,500018,14981608,23798515806.52308
2591,telangana,2022,2,500081,14210122,17646870493.30597
2592,telangana,2022,2,500032,11485072,14002673625.919622
2593,telangana,2022,2,500039,10467649,17017841476.052551
2594,telangana,2022,2,500016,9992848,13620769782.70459
2595,telangana,2022,2,500055,9980355,17123640652.266861
2596,telangana,2022,2,500008,9947148,15389385446.375467
2597,telangana,2022,2,505001,9545797,21195096467.279808
2598,telangana,2022,4,500034,967508435,1501499856273.482
2599,telangana,2022,4,500072,29837348,43828768614.90263
2600,telangana,2022,4,500081,18200179,21837343269.90342
2601,telangana,2022,4,500032,16676568,19489851410.851654
2602,telangana,2022,4,500018,13680565,20005071132.36766
2603,telangana,2022,4,500008,12242795,17462290141.4647
2604,telangana,2022,4,500039,11783216,18218140319.090397
2605,telangana,2022,4,500016,11652977,14952156779.241873
2606,telangana,2022,4,500055,11229616,18331355623.01084
2607,telangana,2022,4,505001,10568166,21675484993.731754
2608,telangana,2022,3,500034,832279716,1276247184385.9084
2609,telangana,2022,3,500001,41594312,81023115302.54439
2610,telangana,2022,3,500072,26582641,41355794769.317184
2611,telangana,2022,3,500081,15668872,19358870686.21712
2612,telangana,2022,3,500032,13715084,16599965684.775618
2613,telangana,2022,3,500018,12533622,19328612477.032097
2614,telangana,2022,3,500039,10711855,17344732558.787483
2615,telangana,2022,3,500008,10565808,15897911040.449696
2616,telangana,2022,3,500016,10308750,13959659026.733902
2617,telangana,2022,3,500055,10192110,17212329189.204395
2618,rajasthan,2023,1,302012,17831228,30754435475.0
2619,rajasthan,2023,1,302020,15139527,19803106127.0
2620,rajasthan,2023,1,302029,14694667,21450636416.0
2621,rajasthan,2023,1,302015,13251029,13633623286.0
2622,rajasthan,2023,1,311001,13103780,23076828946.0
2623,rajasthan,2023,1,302017,11509572,14050627706.0
2624,rajasthan,2023,1,302022,11447372,12277973516.0
2625,rajasthan,2023,1,334001,9608216,15209303995.0
2626,rajasthan,2023,1,332001,9473451,16875528597.0
2627,rajasthan,2023,1,301001,9073908,14443260216.0
2628,rajasthan,2023,2,302012,20702152,32851767886.0
2629,rajasthan,2023,2,302020,17780704,21994291220.0
2630,rajasthan,2023,2,302029,17432436,23985413864.0
2631,rajasthan,2023,2,302015,15282571,14887734711.0
2632,rajasthan,2023,2,311001,15210898,25045783308.0
2633,rajasthan,2023,2,302022,13536917,13536810823.0
2634,rajasthan,2023,2,302017,13248333,15538877807.0
2635,rajasthan,2023,2,334001,10983675,16397892467.0
2636,rajasthan,2023,2,301001,10615603,15551375247.0
2637,rajasthan,2023,2,332001,10558709,18666782662.0
2638,rajasthan,2020,1,302016,24180734,56174137377.66255
2639,rajasthan,2020,1,302012,1996180,3326530110.603928
2640,rajasthan,2020,1,302017,1789653,1905816172.2048004
2641,rajasthan,2020,1,302015,1770262,1906037317.4351964
2642,rajasthan,2020,1,302020,1655754,2113727255.512595
2643,rajasthan,2020,1,302029,1549817,2022100645.9093838
2644,rajasthan,2020,1,311001,1198654,2157945593.3313217
2645,rajasthan,2020,1,302022,1149971,1382303913.5690722
2646,rajasthan,2020,1,302018,1117666,1240834639.235261
2647,rajasthan,2020,1,302013,924684,1640589770.796785
2648,rajasthan,2020,2,302016,22032140,53610675078.51194
2649,rajasthan,2020,2,302012,1714609,2805378023.0715084
2650,rajasthan,2020,2,311001,1047487,1845583605.750906
2651,rajasthan,2020,2,302029,1044546,1488165239.627231
2652,rajasthan,2020,2,302017,926234,1253758485.0290926
2653,rajasthan,2020,2,302020,903625,1405329603.9782574
2654,rajasthan,2020,2,302013,811144,1380878642.2678845
2655,rajasthan,2020,2,301001,761900,1520341325.1810446
2656,rajasthan,2020,2,302022,719586,886591682.9229785
2657,rajasthan,2020,2,302021,663321,1074122004.3133793
2658,rajasthan,2020,4,302016,31028451,71599277148.69725
2659,rajasthan,2020,4,302012,4133916,7568975613.010782
2660,rajasthan,2020,4,302029,2950949,4511165481.09104
2661,rajasthan,2020,4,302020,2848123,4361341516.364241
2662,rajasthan,2020,4,302017,2779460,3652602992.398799
2663,rajasthan,2020,4,311001,2629635,5425595084.708213
2664,rajasthan,2020,4,302015,2430258,3127351375.1951747
2665,rajasthan,2020,4,302013,1977523,3736918631.8289013
2666,rajasthan,2020,4,302022,1966049,2555419117.343486
2667,rajasthan,2020,4,302021,1854909,3227139564.3018975
2668,rajasthan,2020,3,302016,34723808,78104750484.06071
2669,rajasthan,2020,3,302012,2978724,5083852171.005617
2670,rajasthan,2020,3,302029,2115683,3088837507.9715004
2671,rajasthan,2020,3,302017,1968883,2458207767.8343773
2672,rajasthan,2020,3,302020,1953633,2912254255.6836677
2673,rajasthan,2020,3,311001,1889390,3796669780.948629
2674,rajasthan,2020,3,302015,1555246,2048386117.048542
2675,rajasthan,2020,3,302013,1417426,2558836732.1627827
2676,rajasthan,2020,3,342003,1404294,3422321138.565303
2677,rajasthan,2020,3,302022,1351686,1726675996.720219
2678,rajasthan,2019,1,302001,4954219,7600396570.221162
2679,rajasthan,2019,1,302017,914628,927259885.2815127
2680,rajasthan,2019,1,302015,888065,939365230.2985821
2681,rajasthan,2019,1,302012,866730,1280261615.1363542
2682,rajasthan,2019,1,302022,829260,671569904.4687246
2683,rajasthan,2019,1,302029,817617,832399001.9662585
2684,rajasthan,2019,1,302020,687134,829412680.7056451
2685,rajasthan,2019,1,311001,523857,810765253.4648952
2686,rajasthan,2019,1,302018,505288,555969533.2439524
2687,rajasthan,2019,1,302013,494916,703838907.0034728
2688,rajasthan,2019,2,302001,14130072,26047079270.713707
2689,rajasthan,2019,2,302015,961632,1089991053.6913998
2690,rajasthan,2019,2,302017,894996,1019525321.4251313
2691,rajasthan,2019,2,302012,890906,1541775592.1051295
2692,rajasthan,2019,2,302029,746005,982069067.5325654
2693,rajasthan,2019,2,302020,734567,999364592.5683161
2694,rajasthan,2019,2,302022,622825,692917325.5691572
2695,rajasthan,2019,2,311001,580827,1084980565.8966331
2696,rajasthan,2019,2,302018,540137,651025423.7486764
2697,rajasthan,2019,2,302033,481947,533557911.6922488
2698,rajasthan,2019,4,302001,17153003,41220743922.1253
2699,rajasthan,2019,4,302016,2336054,4842974163.826869
2700,rajasthan,2019,4,302017,1757873,1800314440.0863743
2701,rajasthan,2019,4,302015,1739574,1826908587.5883286
2702,rajasthan,2019,4,302012,1727597,2948686058.7849503
2703,rajasthan,2019,4,302020,1516400,1899752188.0615728
2704,rajasthan,2019,4,302029,1434616,1789927250.4976356
2705,rajasthan,2019,4,311001,1121852,2021733041.256151
2706,rajasthan,2019,4,302018,1085573,1181095864.5716562
2707,rajasthan,2019,4,302022,1075217,1230485153.5041475
2708,rajasthan,2019,3,302001,15037317,31903765546.790283
2709,rajasthan,2019,3,302012,1550134,2167505704.5312195
2710,rajasthan,2019,3,302015,1480257,1488138012.246193
2711,rajasthan,2019,3,302017,1443448,1393654036.9477575
2712,rajasthan,2019,3,302020,1210064,1401914422.370545
2713,rajasthan,2019,3,302029,1191769,1344389251.7075403
2714,rajasthan,2019,3,311001,928820,1443439641.9725292
2715,rajasthan,2019,3,302018,891386,905427237.8405185
2716,rajasthan,2019,3,302022,863740,910362505.4010675
2717,rajasthan,2019,3,302033,754156,719052480.9149649
2718,rajasthan,2021,1,302016,65639307,124138636281.23145
2719,rajasthan,2021,1,302012,4626616,8288838208.284747
2720,rajasthan,2021,1,302020,3612063,5110071896.327628
2721,rajasthan,2021,1,302029,3465448,5109169388.794809
2722,rajasthan,2021,1,302015,3441904,3949712103.95199
2723,rajasthan,2021,1,302017,3318773,4063958275.660019
2724,rajasthan,2021,1,311001,3151531,6524694767.349244
2725,rajasthan,2021,1,342003,2738155,5518370415.103892
2726,rajasthan,2021,1,324006,2670189,5488684266.332531
2727,rajasthan,2021,1,302022,2387446,3011565653.911685
2728,rajasthan,2021,2,302016,81782827,152295120262.96942
2729,rajasthan,2021,2,302012,4455183,8128208165.298951
2730,rajasthan,2021,2,324006,3589441,7045762856.204771
2731,rajasthan,2021,2,342003,3266095,6504167323.083466
2732,rajasthan,2021,2,311001,3136173,6430454558.910442
2733,rajasthan,2021,2,302029,3101183,5128482817.872635
2734,rajasthan,2021,2,302020,2864013,4675938162.408661
2735,rajasthan,2021,2,302017,2560262,3674928485.6614876
2736,rajasthan,2021,2,302022,2233349,2892405366.323619
2737,rajasthan,2021,2,302013,2197797,4079791172.522775
2738,rajasthan,2021,4,302016,130544931,225546213678.0312
2739,rajasthan,2021,4,302012,7664076,13974005841.41229
2740,rajasthan,2021,4,302020,5920882,8742491301.40883
2741,rajasthan,2021,4,342003,5816053,10861143408.510336
2742,rajasthan,2021,4,302029,5701411,9076213569.403297
2743,rajasthan,2021,4,311001,5610874,10912550816.20288
2744,rajasthan,2021,4,302015,5423917,6497157350.892502
2745,rajasthan,2021,4,302017,5032416,6628312236.848719
2746,rajasthan,2021,4,302022,4339511,5160132597.830615
2747,rajasthan,2021,4,302013,3824987,6994409527.416702
2748,rajasthan,2021,3,302016,108659324,179936124302.00922
2749,rajasthan,2021,3,302012,6639234,11240165599.578844
2750,rajasthan,2021,3,302029,5012691,7507160883.503555
2751,rajasthan,2021,3,302020,4961430,7074828643.036352
2752,rajasthan,2021,3,311001,4899345,9273336541.864542
2753,rajasthan,2021,3,342003,4829818,8703493393.917704
2754,rajasthan,2021,3,302015,4573490,5136436712.823769
2755,rajasthan,2021,3,302017,4394803,5407583426.981717
2756,rajasthan,2021,3,324006,4292426,7806752221.493629
2757,rajasthan,2021,3,302022,3587905,4232428314.6112733
2758,rajasthan,2018,1,302001,209739,292411778.3167514
2759,rajasthan,2018,1,302012,143135,199302202.62341797
2760,rajasthan,2018,1,302015,137020,172400445.92333633
2761,rajasthan,2018,1,302017,134012,163502033.3443347
2762,rajasthan,2018,1,302029,128104,135555667.06361395
2763,rajasthan,2018,1,302020,113159,148995539.44350016
2764,rajasthan,2018,1,302022,101924,102091313.38207474
2765,rajasthan,2018,1,311001,99262,137834651.4038366
2766,rajasthan,2018,1,301001,84558,127305554.22571197
2767,rajasthan,2018,1,302013,82106,106745038.95707783
2768,rajasthan,2018,2,302001,242220,457737042.3616353
2769,rajasthan,2018,2,302012,192441,334490729.74687064
2770,rajasthan,2018,2,302015,192326,299144627.7247395
2771,rajasthan,2018,2,302017,167027,248738917.5397731
2772,rajasthan,2018,2,302029,158613,220665255.92971268
2773,rajasthan,2018,2,302020,150131,247164516.42669612
2774,rajasthan,2018,2,311001,133097,230526889.1701444
2775,rajasthan,2018,2,302022,125440,158560196.40492076
2776,rajasthan,2018,2,301001,116367,214793896.0219444
2777,rajasthan,2018,2,302018,115194,181972986.53692004
2778,rajasthan,2018,4,302015,444192,630328852.3652544
2779,rajasthan,2018,4,302012,437412,845231636.7391852
2780,rajasthan,2018,4,302017,436006,616649595.1755898
2781,rajasthan,2018,4,302001,429176,900354445.2771168
2782,rajasthan,2018,4,302029,369254,535832228.9687783
2783,rajasthan,2018,4,302020,363407,576133396.5578454
2784,rajasthan,2018,4,302022,342674,405323876.5685896
2785,rajasthan,2018,4,302018,270041,392579890.6983815
2786,rajasthan,2018,4,311001,256015,527712734.68598366
2787,rajasthan,2018,4,301001,255251,514871820.9222298
2788,rajasthan,2018,3,302001,304945,605573687.4317768
2789,rajasthan,2018,3,302017,298447,426857110.33912873
2790,rajasthan,2018,3,302012,292959,545461249.6472253
2791,rajasthan,2018,3,302022,291883,300387247.7839042
2792,rajasthan,2018,3,302015,281307,438256209.5467619
2793,rajasthan,2018,3,302029,241188,359794578.75295204
2794,rajasthan,2018,3,302020,221662,389701040.92997324
2795,rajasthan,2018,3,311001,195470,364598763.43292195
2796,rajasthan,2018,3,302018,172883,268559804.2399466
2797,rajasthan,2018,3,301001,172776,320229417.3878976
2798,rajasthan,2022,1,302016,148956604,248958961898.9538
2799,rajasthan,2022,1,302012,8411664,15192162139.675108
2800,rajasthan,2022,1,302020,6783960,9708132763.147295
2801,rajasthan,2022,1,311001,6561991,12559359989.792736
2802,rajasthan,2022,1,302029,6558498,10262133728.689194
2803,rajasthan,2022,1,342003,6508137,12070291945.526222
2804,rajasthan,2022,1,302015,6423696,7120253656.587112
2805,rajasthan,2022,1,302017,5642776,7178086780.460688
2806,rajasthan,2022,1,324006,5085722,9139679958.645088
2807,rajasthan,2022,1,302022,5061954,5938352462.035116
2808,rajasthan,2022,2,302016,181570316,290408785688.94006
2809,rajasthan,2022,2,302012,9813239,17025818434.001835
2810,rajasthan,2022,2,302020,8308435,11317574894.199295
2811,rajasthan,2022,2,302015,7973666,8222092235.564779
2812,rajasthan,2022,2,302029,7814739,11969825649.264526
2813,rajasthan,2022,2,342003,7781332,13788621735.334116
2814,rajasthan,2022,2,311001,7375429,13931581131.209145
2815,rajasthan,2022,2,302017,6520767,8076295073.4123745
2816,rajasthan,2022,2,302022,5938616,6632582851.473118
2817,rajasthan,2022,2,324006,5916640,10390818560.320557
2818,rajasthan,2022,4,302012,255709582,401447081116.40735
2819,rajasthan,2022,4,342003,35485978,58286397998.928116
2820,rajasthan,2022,4,302001,14447137,24564518828.60323
2821,rajasthan,2022,4,313002,12521162,18895176739.276096
2822,rajasthan,2022,4,311001,12252353,20814295262.9961
2823,rajasthan,2022,4,302020,9296078,12502359022.61105
2824,rajasthan,2022,4,301001,9041051,14374749827.087431
2825,rajasthan,2022,4,302029,8692049,12958768543.295708
2826,rajasthan,2022,4,302015,8213130,8741507071.853579
2827,rajasthan,2022,4,332001,7900335,14128879351.272339
2828,rajasthan,2022,3,302012,220682742,322546632329.7969
2829,rajasthan,2022,3,302016,25003955,42498352744.6782
2830,rajasthan,2022,3,342003,17890647,28024153451.17022
2831,rajasthan,2022,3,302001,13698118,22015857946.1112
2832,rajasthan,2022,3,301001,8312801,12519178755.011929
2833,rajasthan,2022,3,302020,8160915,11112703183.15005
2834,rajasthan,2022,3,311001,8149741,14136337590.398617
2835,rajasthan,2022,3,302029,7835035,11763047433.169743
2836,rajasthan,2022,3,302015,7686092,8231855856.236254
2837,rajasthan,2022,3,332001,6645042,11487888510.021519
2838,mizoram,2023,1,796009,127064,348570875.0
2839,mizoram,2023,1,796005,111909,293929433.0
2840,mizoram,2023,1,796017,69092,177714416.0
